stage	sb	ID	Fa	trans	dnds	dn	ds
G46	unbias	46_unbias	RBH_pair_2381.fa	TRINITY_DN122727_c1_g1_i1	0.0035	0.0048	1.3654
G46	unbias	46_unbias	RBH_pair_7953.fa	TRINITY_DN114056_c0_g1_i2	0.0083	0.0113	1.3654
G46	unbias	46_unbias	RBH_pair_7874.fa	TRINITY_DN122425_c3_g1_i7	0.0136	0.0185	1.3666
G46	unbias	46_unbias	RBH_pair_10584.fa	TRINITY_DN135133_c0_g2_i1	0.0157	0.0214	1.3666
G46	unbias	46_unbias	RBH_pair_3618.fa	TRINITY_DN129908_c0_g1_i2	0.249	0.3403	1.3667
G46	unbias	46_unbias	RBH_pair_5478.fa	TRINITY_DN125963_c0_g1_i3	0.0696	0.0952	1.3672
G46	unbias	46_unbias	RBH_pair_3637.fa	TRINITY_DN132722_c0_g3_i2	0.065	0.0889	1.3686
G46	unbias	46_unbias	RBH_pair_5837.fa	TRINITY_DN130622_c0_g1_i3	0.112	0.1533	1.3692
G46	unbias	46_unbias	RBH_pair_3752.fa	TRINITY_DN142449_c1_g2_i5	0.0522	0.0714	1.3698
G46	unbias	46_unbias	RBH_pair_8550.fa	TRINITY_DN139955_c6_g2_i5	0.0196	0.0269	1.3699
G46	unbias	46_unbias	RBH_pair_7833.fa	TRINITY_DN113752_c0_g1_i3	0.0818	0.112	1.3703
G46	unbias	46_unbias	RBH_pair_7282.fa	TRINITY_DN143432_c0_g1_i1	0.0415	0.0568	1.3704
G46	unbias	46_unbias	RBH_pair_3727.fa	TRINITY_DN116767_c4_g1_i1	0.0916	0.1256	1.371
G46	unbias	46_unbias	RBH_pair_7067.fa	TRINITY_DN135423_c1_g1_i3	0.06	0.0823	1.3718
G46	unbias	46_unbias	RBH_pair_1087.fa	TRINITY_DN133948_c0_g1_i1	0.1471	0.2018	1.3719
G46	unbias	46_unbias	RBH_pair_8896.fa	TRINITY_DN130215_c0_g1_i1	0.0453	0.0621	1.3722
G46	unbias	46_unbias	RBH_pair_5175.fa	TRINITY_DN113332_c0_g1_i1	0.0878	0.1206	1.3738
G46	unbias	46_unbias	RBH_pair_5293.fa	TRINITY_DN116193_c3_g2_i2	0.0402	0.0552	1.3748
G46	unbias	46_unbias	RBH_pair_3088.fa	TRINITY_DN116669_c10_g1_i2	0.1431	0.1971	1.3767
G46	unbias	46_unbias	RBH_pair_4575.fa	TRINITY_DN141447_c4_g1_i1	0.0477	0.0657	1.377
G46	unbias	46_unbias	RBH_pair_8144.fa	TRINITY_DN137277_c1_g1_i1	0.0293	0.0403	1.3776
G46	unbias	46_unbias	RBH_pair_6654.fa	TRINITY_DN114816_c4_g5_i1	0.0214	0.0294	1.3778
G46	unbias	46_unbias	RBH_pair_7280.fa	TRINITY_DN120848_c1_g1_i9	0.091	0.1255	1.3794
G46	unbias	46_unbias	RBH_pair_9851.fa	TRINITY_DN137597_c2_g1_i6	0.0316	0.0437	1.3821
G46	unbias	46_unbias	RBH_pair_9490.fa	TRINITY_DN143674_c0_g1_i4	0.4754	0.6574	1.3828
G46	unbias	46_unbias	RBH_pair_9645.fa	TRINITY_DN127869_c0_g1_i1	0.1405	0.1943	1.3831
G46	unbias	46_unbias	RBH_pair_794.fa	TRINITY_DN115709_c0_g1_i3	0.118	0.1634	1.384
G46	unbias	46_unbias	RBH_pair_8128.fa	TRINITY_DN131866_c3_g1_i1	0.0604	0.0836	1.3846
G46	unbias	46_unbias	RBH_pair_1752.fa	TRINITY_DN116123_c0_g1_i3	0.0326	0.0452	1.3847
G46	unbias	46_unbias	RBH_pair_2530.fa	TRINITY_DN107179_c0_g2_i1	0.0258	0.0357	1.3851
G46	unbias	46_unbias	RBH_pair_8153.fa	TRINITY_DN128364_c0_g1_i3	0.0331	0.0459	1.3863
G46	unbias	46_unbias	RBH_pair_2726.fa	TRINITY_DN120161_c6_g2_i3	0.0157	0.0217	1.3864
G46	unbias	46_unbias	RBH_pair_8900.fa	TRINITY_DN135489_c0_g1_i6	0.0576	0.0799	1.3865
G46	unbias	46_unbias	RBH_pair_9832.fa	TRINITY_DN126623_c2_g3_i2	0.0878	0.1218	1.3883
G46	unbias	46_unbias	RBH_pair_2582.fa	TRINITY_DN116869_c6_g1_i2	0.1777	0.2469	1.3893
G46	unbias	46_unbias	RBH_pair_7136.fa	TRINITY_DN139149_c4_g1_i2	0.1271	0.1766	1.3895
G46	unbias	46_unbias	RBH_pair_3788.fa	TRINITY_DN134361_c5_g1_i3	0.0264	0.0367	1.39
G46	unbias	46_unbias	RBH_pair_5374.fa	TRINITY_DN118089_c3_g1_i5	0.0147	0.0205	1.3913
G46	unbias	46_unbias	RBH_pair_7348.fa	TRINITY_DN122340_c0_g1_i1	0.0211	0.0294	1.3913
G46	unbias	46_unbias	RBH_pair_10464.fa	TRINITY_DN120522_c1_g2_i4	0.1172	0.163	1.3916
G46	unbias	46_unbias	RBH_pair_4049.fa	TRINITY_DN131988_c0_g1_i9	0.1339	0.1865	1.3925
G46	unbias	46_unbias	RBH_pair_9732.fa	TRINITY_DN118166_c3_g1_i1	0.0736	0.1025	1.3938
G46	unbias	46_unbias	RBH_pair_7158.fa	TRINITY_DN138389_c0_g2_i6	0.0982	0.137	1.3947
G46	unbias	46_unbias	RBH_pair_5106.fa	TRINITY_DN120943_c0_g2_i3	0.0027	0.0038	1.3951
G46	unbias	46_unbias	RBH_pair_7974.fa	TRINITY_DN140743_c3_g1_i5	0.0411	0.0574	1.3953
G46	unbias	46_unbias	RBH_pair_3922.fa	TRINITY_DN111852_c0_g1_i1	0.0322	0.045	1.3969
G46	unbias	46_unbias	RBH_pair_5393.fa	TRINITY_DN143077_c1_g2_i1	0.1969	0.2752	1.3978
G46	unbias	46_unbias	RBH_pair_329.fa	TRINITY_DN136935_c0_g1_i3	0.0928	0.1297	1.3984
G46	unbias	46_unbias	RBH_pair_7592.fa	TRINITY_DN135678_c2_g1_i6	0.0535	0.0748	1.3986
G46	unbias	46_unbias	RBH_pair_10219.fa	TRINITY_DN132764_c2_g1_i1	0.0913	0.1278	1.3999
G46	unbias	46_unbias	RBH_pair_10535.fa	TRINITY_DN117731_c8_g3_i2	0.073	0.1023	1.4007
G46	unbias	46_unbias	RBH_pair_5950.fa	TRINITY_DN127514_c3_g1_i1	0.1071	0.1502	1.4018
G46	unbias	46_unbias	RBH_pair_7438.fa	TRINITY_DN138029_c2_g1_i1	0.0882	0.1236	1.4022
G46	unbias	46_unbias	RBH_pair_6073.fa	TRINITY_DN138322_c4_g1_i1	0.0723	0.1015	1.4043
G46	unbias	46_unbias	RBH_pair_2094.fa	TRINITY_DN142822_c0_g1_i1	0.0418	0.0587	1.4045
G46	unbias	46_unbias	RBH_pair_3018.fa	TRINITY_DN134839_c6_g1_i3	0.0706	0.0992	1.4057
G46	unbias	46_unbias	RBH_pair_10177.fa	TRINITY_DN114938_c0_g1_i1	0.0264	0.0372	1.4063
G46	unbias	46_unbias	RBH_pair_9484.fa	TRINITY_DN122705_c0_g1_i2	0.1235	0.1737	1.4063
G46	unbias	46_unbias	RBH_pair_9995.fa	TRINITY_DN118236_c6_g1_i2	0.1241	0.1746	1.4066
G46	unbias	46_unbias	RBH_pair_2662.fa	TRINITY_DN139181_c4_g3_i2	0.0363	0.0512	1.4088
G46	unbias	46_unbias	RBH_pair_3341.fa	TRINITY_DN136932_c0_g1_i5	0.0555	0.0782	1.4095
G46	unbias	46_unbias	RBH_pair_4038.fa	TRINITY_DN128945_c5_g1_i5	0.1138	0.1604	1.4095
G46	unbias	46_unbias	RBH_pair_6660.fa	TRINITY_DN131582_c1_g1_i1	0.0275	0.0387	1.4096
G46	unbias	46_unbias	RBH_pair_4662.fa	TRINITY_DN135606_c2_g1_i2	0.072	0.1015	1.4096
G46	unbias	46_unbias	RBH_pair_7758.fa	TRINITY_DN141373_c0_g1_i4	0.0472	0.0666	1.4104
G46	unbias	46_unbias	RBH_pair_10469.fa	TRINITY_DN130098_c0_g1_i4	0.0168	0.0237	1.4106
G46	unbias	46_unbias	RBH_pair_5108.fa	TRINITY_DN135596_c3_g2_i1	0.0236	0.0334	1.4113
G46	unbias	46_unbias	RBH_pair_5750.fa	TRINITY_DN126348_c0_g1_i1	0.0681	0.0962	1.4124
G46	unbias	46_unbias	RBH_pair_8513.fa	TRINITY_DN126212_c0_g1_i2	0.1077	0.1522	1.4131
G46	unbias	46_unbias	RBH_pair_4829.fa	TRINITY_DN141269_c1_g1_i3	0.0885	0.1251	1.4141
G46	unbias	46_unbias	RBH_pair_9677.fa	TRINITY_DN131011_c5_g1_i4	0.0854	0.1207	1.4143
G46	unbias	46_unbias	RBH_pair_6228.fa	TRINITY_DN140035_c0_g1_i9	0.0447	0.0633	1.4146
G46	unbias	46_unbias	RBH_pair_1476.fa	TRINITY_DN142004_c0_g2_i2	0.0724	0.1024	1.4148
G46	unbias	46_unbias	RBH_pair_6314.fa	TRINITY_DN109417_c0_g1_i1	0.1142	0.1616	1.415
G46	unbias	46_unbias	RBH_pair_2151.fa	TRINITY_DN122171_c1_g3_i1	0.0282	0.0399	1.4154
G46	unbias	46_unbias	RBH_pair_10592.fa	TRINITY_DN130373_c1_g2_i4	0.0216	0.0306	1.4165
G46	unbias	46_unbias	RBH_pair_9443.fa	TRINITY_DN118093_c1_g1_i1	0.0615	0.0871	1.4166
G46	unbias	46_unbias	RBH_pair_5219.fa	TRINITY_DN118001_c2_g4_i2	0.1253	0.1775	1.4167
G46	unbias	46_unbias	RBH_pair_8558.fa	TRINITY_DN114155_c4_g4_i2	0.1934	0.274	1.4173
G46	unbias	46_unbias	RBH_pair_440.fa	TRINITY_DN127306_c5_g1_i3	0.3122	0.4429	1.4186
G46	unbias	46_unbias	RBH_pair_423.fa	TRINITY_DN125851_c0_g1_i2	0.0267	0.038	1.4228
G46	unbias	46_unbias	RBH_pair_10180.fa	TRINITY_DN126634_c2_g1_i4	0.0881	0.1254	1.4232
G46	unbias	46_unbias	RBH_pair_10619.fa	TRINITY_DN131781_c6_g1_i2	0.0337	0.0479	1.4233
G46	unbias	46_unbias	RBH_pair_375.fa	TRINITY_DN118540_c2_g3_i1	0.1381	0.1967	1.4242
G46	unbias	46_unbias	RBH_pair_2155.fa	TRINITY_DN119163_c6_g2_i3	0.0168	0.024	1.4244
G46	unbias	46_unbias	RBH_pair_6973.fa	TRINITY_DN133676_c1_g1_i5	0.0538	0.0766	1.4245
G46	unbias	46_unbias	RBH_pair_5500.fa	TRINITY_DN114309_c4_g5_i2	0.1556	0.2218	1.4254
G46	unbias	46_unbias	RBH_pair_8383.fa	TRINITY_DN134392_c0_g1_i5	0.0304	0.0434	1.4257
G46	unbias	46_unbias	RBH_pair_3282.fa	TRINITY_DN129344_c4_g1_i5	0.0188	0.0269	1.4263
G46	unbias	46_unbias	RBH_pair_3610.fa	TRINITY_DN119236_c5_g2_i2	0.0065	0.0093	1.4266
G46	unbias	46_unbias	RBH_pair_1567.fa	TRINITY_DN141171_c1_g1_i1	0.068	0.0971	1.4267
G46	unbias	46_unbias	RBH_pair_5173.fa	TRINITY_DN132735_c1_g1_i4	0.1114	0.159	1.4268
G46	unbias	46_unbias	RBH_pair_3594.fa	TRINITY_DN117720_c8_g1_i2	0.0419	0.0598	1.427
G46	unbias	46_unbias	RBH_pair_2294.fa	TRINITY_DN133349_c0_g1_i5	0.1135	0.1619	1.427
G46	unbias	46_unbias	RBH_pair_749.fa	TRINITY_DN116643_c5_g3_i2	0.1421	0.2028	1.4272
G46	unbias	46_unbias	RBH_pair_4273.fa	TRINITY_DN126102_c2_g1_i5	0.0647	0.0923	1.4273
G46	unbias	46_unbias	RBH_pair_501.fa	TRINITY_DN136054_c1_g2_i1	0.0309	0.0442	1.4289
G46	unbias	46_unbias	RBH_pair_7254.fa	TRINITY_DN137165_c2_g1_i1	0.0239	0.0341	1.429
G46	unbias	46_unbias	RBH_pair_810.fa	TRINITY_DN133976_c3_g2_i3	0.0032	0.0046	1.4298
G46	unbias	46_unbias	RBH_pair_8160.fa	TRINITY_DN143785_c3_g1_i1	0.0016	0.0023	1.4309
G46	unbias	46_unbias	RBH_pair_4894.fa	TRINITY_DN126252_c3_g2_i1	0.1133	0.1622	1.4313
G46	unbias	46_unbias	RBH_pair_675.fa	TRINITY_DN129885_c0_g1_i1	0.067	0.096	1.4327
G46	unbias	46_unbias	RBH_pair_154.fa	TRINITY_DN141391_c6_g1_i1	0.2093	0.3	1.4337
G46	unbias	46_unbias	RBH_pair_8757.fa	TRINITY_DN143950_c5_g1_i1	0.0072	0.0104	1.4363
G46	unbias	46_unbias	RBH_pair_10462.fa	TRINITY_DN142261_c1_g1_i7	0.0253	0.0364	1.4369
G46	unbias	46_unbias	RBH_pair_10327.fa	TRINITY_DN135404_c2_g1_i1	0.0366	0.0526	1.4375
G46	unbias	46_unbias	RBH_pair_1055.fa	TRINITY_DN144433_c4_g1_i1	0.0587	0.0844	1.4375
G46	unbias	46_unbias	RBH_pair_2136.fa	TRINITY_DN124201_c6_g2_i2	0.0423	0.0607	1.4377
G46	unbias	46_unbias	RBH_pair_5897.fa	TRINITY_DN131141_c5_g2_i2	0.0835	0.12	1.4377
G46	unbias	46_unbias	RBH_pair_4153.fa	TRINITY_DN138220_c0_g2_i6	0.0673	0.0968	1.4387
G46	unbias	46_unbias	RBH_pair_10687.fa	TRINITY_DN114931_c3_g1_i2	0.0777	0.1118	1.4392
G46	unbias	46_unbias	RBH_pair_5119.fa	TRINITY_DN142707_c0_g3_i1	0.0042	0.0061	1.4395
G46	unbias	46_unbias	RBH_pair_9824.fa	TRINITY_DN138986_c1_g1_i3	0.0071	0.0103	1.4415
G46	unbias	46_unbias	RBH_pair_9418.fa	TRINITY_DN130840_c0_g1_i1	0.0388	0.0559	1.4431
G46	unbias	46_unbias	RBH_pair_7064.fa	TRINITY_DN140029_c2_g1_i2	0.1206	0.1741	1.4436
G46	unbias	46_unbias	RBH_pair_6185.fa	TRINITY_DN129194_c1_g1_i8	0.1022	0.1475	1.4437
G46	unbias	46_unbias	RBH_pair_2718.fa	TRINITY_DN131155_c1_g1_i2	0.0098	0.0141	1.4438
G46	unbias	46_unbias	RBH_pair_2804.fa	TRINITY_DN118181_c1_g1_i11	0.0658	0.095	1.4439
G46	unbias	46_unbias	RBH_pair_2807.fa	TRINITY_DN128682_c0_g1_i2	0.0637	0.0919	1.444
G46	unbias	46_unbias	RBH_pair_6655.fa	TRINITY_DN112256_c0_g1_i1	0.0472	0.0682	1.445
G46	unbias	46_unbias	RBH_pair_8972.fa	TRINITY_DN128862_c4_g1_i2	0.0567	0.0819	1.4455
G46	unbias	46_unbias	RBH_pair_4927.fa	TRINITY_DN134277_c0_g1_i8	0.0302	0.0437	1.4462
G46	unbias	46_unbias	RBH_pair_10001.fa	TRINITY_DN115074_c5_g2_i1	0.0325	0.047	1.4466
G46	unbias	46_unbias	RBH_pair_5092.fa	TRINITY_DN125615_c3_g1_i3	0.0436	0.063	1.447
G46	unbias	46_unbias	RBH_pair_2183.fa	TRINITY_DN123210_c2_g1_i8	0.0216	0.0312	1.4474
G46	unbias	46_unbias	RBH_pair_2660.fa	TRINITY_DN123238_c3_g1_i1	0.1704	0.2467	1.4479
G46	unbias	46_unbias	RBH_pair_3661.fa	TRINITY_DN127508_c4_g2_i2	0.0666	0.0965	1.448
G46	unbias	46_unbias	RBH_pair_2122.fa	TRINITY_DN144112_c4_g2_i1	0.0801	0.116	1.448
G46	unbias	46_unbias	RBH_pair_8816.fa	TRINITY_DN130152_c1_g1_i1	0.0369	0.0534	1.4481
G46	unbias	46_unbias	RBH_pair_7399.fa	TRINITY_DN142927_c4_g1_i5	0.083	0.1202	1.4482
G46	unbias	46_unbias	RBH_pair_5132.fa	TRINITY_DN118724_c2_g1_i1	0.0182	0.0264	1.4517
G46	unbias	46_unbias	RBH_pair_10330.fa	TRINITY_DN137804_c2_g1_i2	0.0404	0.0587	1.4523
G46	unbias	46_unbias	RBH_pair_5759.fa	TRINITY_DN132504_c4_g1_i4	0.0299	0.0434	1.4525
G46	unbias	46_unbias	RBH_pair_930.fa	TRINITY_DN132008_c3_g2_i4	0.0985	0.1431	1.4525
G46	unbias	46_unbias	RBH_pair_5698.fa	TRINITY_DN129327_c0_g1_i3	0.1094	0.159	1.4528
G46	unbias	46_unbias	RBH_pair_9270.fa	TRINITY_DN139401_c3_g1_i2	0.105	0.1526	1.4535
G46	unbias	46_unbias	RBH_pair_9831.fa	TRINITY_DN123003_c9_g2_i1	0.1525	0.2217	1.454
G46	unbias	46_unbias	RBH_pair_6891.fa	TRINITY_DN139658_c6_g2_i1	0.0458	0.0667	1.4548
G46	unbias	46_unbias	RBH_pair_4661.fa	TRINITY_DN122091_c5_g3_i2	0.0861	0.1254	1.4562
G46	unbias	46_unbias	RBH_pair_6895.fa	TRINITY_DN140247_c9_g1_i3	0.0728	0.1061	1.4573
G46	unbias	46_unbias	RBH_pair_3659.fa	TRINITY_DN127287_c2_g3_i3	0.081	0.1182	1.458
G46	unbias	46_unbias	RBH_pair_9761.fa	TRINITY_DN130175_c4_g1_i2	0.0393	0.0573	1.4584
G46	unbias	46_unbias	RBH_pair_6421.fa	TRINITY_DN121557_c0_g1_i1	0.0651	0.0949	1.4586
G46	unbias	46_unbias	RBH_pair_7867.fa	TRINITY_DN132675_c0_g4_i5	0.0428	0.0624	1.4598
G46	unbias	46_unbias	RBH_pair_10275.fa	TRINITY_DN134561_c5_g1_i1	0.0866	0.1264	1.4599
G46	unbias	46_unbias	RBH_pair_5358.fa	TRINITY_DN129653_c2_g2_i3	0.1722	0.2515	1.4603
G46	unbias	46_unbias	RBH_pair_4359.fa	TRINITY_DN121288_c2_g1_i1	0.008	0.0116	1.4609
G46	unbias	46_unbias	RBH_pair_5718.fa	TRINITY_DN132637_c1_g1_i3	0.1008	0.1473	1.4611
G46	unbias	46_unbias	RBH_pair_3876.fa	TRINITY_DN126531_c0_g2_i1	0.0303	0.0444	1.4617
G46	unbias	46_unbias	RBH_pair_7794.fa	TRINITY_DN128757_c3_g1_i1	0.0029	0.0042	1.4619
G46	unbias	46_unbias	RBH_pair_6414.fa	TRINITY_DN125636_c2_g1_i3	0.0616	0.09	1.4619
G46	unbias	46_unbias	RBH_pair_5140.fa	TRINITY_DN134017_c1_g3_i1	0.0772	0.1129	1.4622
G46	unbias	46_unbias	RBH_pair_9491.fa	TRINITY_DN133543_c1_g1_i3	0.1353	0.1983	1.466
G46	unbias	46_unbias	RBH_pair_6300.fa	TRINITY_DN130282_c1_g1_i1	0.047	0.0689	1.4661
G46	unbias	46_unbias	RBH_pair_7068.fa	TRINITY_DN138796_c4_g1_i2	0.029	0.0425	1.4664
G46	unbias	46_unbias	RBH_pair_3735.fa	TRINITY_DN129275_c4_g4_i10	0.0546	0.0802	1.4674
G46	unbias	46_unbias	RBH_pair_2475.fa	TRINITY_DN141214_c3_g1_i4	0.0257	0.0377	1.4675
G46	unbias	46_unbias	RBH_pair_4330.fa	TRINITY_DN127075_c1_g1_i4	0.0286	0.042	1.4678
G46	unbias	46_unbias	RBH_pair_6663.fa	TRINITY_DN125442_c2_g1_i4	0.069	0.1013	1.4682
G46	unbias	46_unbias	RBH_pair_8372.fa	TRINITY_DN135574_c1_g1_i8	0.0666	0.0978	1.4683
G46	unbias	46_unbias	RBH_pair_4361.fa	TRINITY_DN135216_c3_g1_i3	0.0555	0.0815	1.4688
G46	unbias	46_unbias	RBH_pair_4982.fa	TRINITY_DN134673_c4_g1_i2	0.0664	0.0975	1.4691
G46	unbias	46_unbias	RBH_pair_8553.fa	TRINITY_DN141790_c2_g1_i2	0.123	0.1808	1.4695
G46	unbias	46_unbias	RBH_pair_9979.fa	TRINITY_DN140893_c1_g1_i2	0.0983	0.1446	1.4706
G46	unbias	46_unbias	RBH_pair_2154.fa	TRINITY_DN136462_c1_g1_i3	0.0563	0.0829	1.472
G46	unbias	46_unbias	RBH_pair_9913.fa	TRINITY_DN134293_c4_g2_i2	0.0556	0.0819	1.4738
G46	unbias	46_unbias	RBH_pair_3579.fa	TRINITY_DN142016_c0_g1_i3	0.0434	0.0639	1.4739
G46	unbias	46_unbias	RBH_pair_2557.fa	TRINITY_DN125372_c3_g5_i2	0.0566	0.0834	1.4745
G46	unbias	46_unbias	RBH_pair_7746.fa	TRINITY_DN124909_c2_g1_i1	0.052	0.0766	1.4746
G46	unbias	46_unbias	RBH_pair_4977.fa	TRINITY_DN115950_c3_g2_i2	0.1297	0.1912	1.4747
G46	unbias	46_unbias	RBH_pair_3092.fa	TRINITY_DN134554_c6_g1_i2	0.0651	0.096	1.4748
G46	unbias	46_unbias	RBH_pair_8370.fa	TRINITY_DN140798_c3_g3_i11	0.0792	0.1168	1.4754
G46	unbias	46_unbias	RBH_pair_4633.fa	TRINITY_DN118501_c0_g1_i2	0.1373	0.2026	1.4755
G46	unbias	46_unbias	RBH_pair_7669.fa	TRINITY_DN114032_c0_g1_i5	0.0633	0.0934	1.4761
G46	unbias	46_unbias	RBH_pair_3529.fa	TRINITY_DN139434_c1_g1_i4	0.0278	0.0411	1.4766
G46	unbias	46_unbias	RBH_pair_10216.fa	TRINITY_DN114597_c2_g1_i1	0.0056	0.0082	1.4767
G46	unbias	46_unbias	RBH_pair_2262.fa	TRINITY_DN123012_c3_g1_i7	0.0285	0.0421	1.4771
G46	unbias	46_unbias	RBH_pair_5912.fa	TRINITY_DN138722_c2_g1_i3	0.0148	0.0219	1.4777
G46	unbias	46_unbias	RBH_pair_8373.fa	TRINITY_DN128028_c1_g1_i2	0.0776	0.1149	1.4799
G46	unbias	46_unbias	RBH_pair_9152.fa	TRINITY_DN142863_c2_g2_i5	0.0244	0.0361	1.4803
G46	unbias	46_unbias	RBH_pair_6008.fa	TRINITY_DN142401_c2_g1_i4	0.1075	0.1592	1.4812
G46	unbias	46_unbias	RBH_pair_3552.fa	TRINITY_DN141942_c4_g1_i1	0.079	0.117	1.4813
G46	unbias	46_unbias	RBH_pair_9309.fa	TRINITY_DN134258_c2_g1_i2	0.0112	0.0166	1.4823
G46	unbias	46_unbias	RBH_pair_9530.fa	TRINITY_DN135207_c5_g1_i2	0.0606	0.0899	1.4829
G46	unbias	46_unbias	RBH_pair_8408.fa	TRINITY_DN118671_c3_g3_i1	0.0376	0.0558	1.4841
G46	unbias	46_unbias	RBH_pair_6207.fa	TRINITY_DN125602_c3_g3_i1	0.1233	0.183	1.4842
G46	unbias	46_unbias	RBH_pair_2084.fa	TRINITY_DN122004_c0_g1_i1	0.0881	0.1308	1.4847
G46	unbias	46_unbias	RBH_pair_2669.fa	TRINITY_DN135390_c1_g2_i3	0.0512	0.0761	1.4852
G46	unbias	46_unbias	RBH_pair_4634.fa	TRINITY_DN134455_c1_g2_i1	0.0086	0.0127	1.4859
G46	unbias	46_unbias	RBH_pair_3432.fa	TRINITY_DN139283_c1_g2_i8	0.1661	0.2467	1.4859
G46	unbias	46_unbias	RBH_pair_2812.fa	TRINITY_DN133987_c0_g2_i2	0.0643	0.0955	1.486
G46	unbias	46_unbias	RBH_pair_7063.fa	TRINITY_DN129690_c1_g1_i3	0.0526	0.0782	1.4864
G46	unbias	46_unbias	RBH_pair_7736.fa	TRINITY_DN122261_c3_g4_i4	0.0497	0.0739	1.4865
G46	unbias	46_unbias	RBH_pair_7403.fa	TRINITY_DN128220_c1_g1_i1	0.0526	0.0783	1.4874
G46	unbias	46_unbias	RBH_pair_7019.fa	TRINITY_DN115660_c0_g1_i6	0.0547	0.0814	1.4876
G46	unbias	46_unbias	RBH_pair_2193.fa	TRINITY_DN108173_c0_g1_i1	0.0477	0.071	1.4891
G46	unbias	46_unbias	RBH_pair_9181.fa	TRINITY_DN143941_c5_g1_i7	0.0899	0.1339	1.4894
G46	unbias	46_unbias	RBH_pair_6236.fa	TRINITY_DN118012_c1_g2_i4	0.0979	0.1459	1.4897
G46	unbias	46_unbias	RBH_pair_3675.fa	TRINITY_DN130222_c1_g3_i4	0.0264	0.0394	1.4916
G46	unbias	46_unbias	RBH_pair_10417.fa	TRINITY_DN133952_c1_g1_i4	0.0269	0.0401	1.4922
G46	unbias	46_unbias	RBH_pair_3870.fa	TRINITY_DN134950_c3_g1_i1	0.0536	0.0801	1.494
G46	unbias	46_unbias	RBH_pair_3962.fa	TRINITY_DN140555_c4_g1_i1	0.0252	0.0377	1.4954
G46	unbias	46_unbias	RBH_pair_2615.fa	TRINITY_DN135942_c0_g1_i10	0.0388	0.058	1.4958
G46	unbias	46_unbias	RBH_pair_8645.fa	TRINITY_DN122118_c0_g1_i7	0.0868	0.13	1.4974
G46	unbias	46_unbias	RBH_pair_8814.fa	TRINITY_DN137320_c2_g1_i1	0.0304	0.0455	1.4987
G46	unbias	46_unbias	RBH_pair_3480.fa	TRINITY_DN124171_c3_g1_i4	0.0914	0.1371	1.4997
G46	unbias	46_unbias	RBH_pair_3224.fa	TRINITY_DN115713_c7_g1_i1	0.0695	0.1043	1.5007
G46	unbias	46_unbias	RBH_pair_10073.fa	TRINITY_DN137161_c0_g2_i3	0.0527	0.0791	1.5008
G46	unbias	46_unbias	RBH_pair_3849.fa	TRINITY_DN129846_c11_g1_i6	0.0848	0.1273	1.5013
G46	unbias	46_unbias	RBH_pair_4355.fa	TRINITY_DN126357_c0_g1_i4	0.0162	0.0243	1.5015
G46	unbias	46_unbias	RBH_pair_3974.fa	TRINITY_DN131962_c0_g1_i1	0.0634	0.0953	1.5024
G46	unbias	46_unbias	RBH_pair_4118.fa	TRINITY_DN134820_c4_g1_i2	0.0924	0.1389	1.5028
G46	unbias	46_unbias	RBH_pair_4517.fa	TRINITY_DN141698_c1_g1_i1	0.0077	0.0116	1.5031
G46	unbias	46_unbias	RBH_pair_7.fa	TRINITY_DN134107_c0_g1_i4	0.0885	0.1331	1.5041
G46	unbias	46_unbias	RBH_pair_8117.fa	TRINITY_DN131891_c9_g1_i2	0.1101	0.1657	1.5049
G46	unbias	46_unbias	RBH_pair_10283.fa	TRINITY_DN136799_c1_g3_i2	0.0752	0.1132	1.505
G46	unbias	46_unbias	RBH_pair_2543.fa	TRINITY_DN135331_c6_g1_i3	0.0322	0.0485	1.5056
G46	unbias	46_unbias	RBH_pair_955.fa	TRINITY_DN131481_c0_g1_i6	0.1436	0.2162	1.5056
G46	unbias	46_unbias	RBH_pair_5869.fa	TRINITY_DN137453_c0_g1_i3	0.0201	0.0303	1.5057
G46	unbias	46_unbias	RBH_pair_7059.fa	TRINITY_DN123581_c1_g4_i3	0.0394	0.0593	1.5065
G46	unbias	46_unbias	RBH_pair_2128.fa	TRINITY_DN135383_c4_g1_i1	0.039	0.0588	1.5066
G46	unbias	46_unbias	RBH_pair_7612.fa	TRINITY_DN138917_c0_g3_i1	0.116	0.1749	1.5076
G46	unbias	46_unbias	RBH_pair_5532.fa	TRINITY_DN125907_c0_g1_i1	0.0381	0.0574	1.5079
G46	unbias	46_unbias	RBH_pair_4102.fa	TRINITY_DN132922_c0_g3_i1	0.0264	0.0398	1.508
G46	unbias	46_unbias	RBH_pair_10714.fa	TRINITY_DN140853_c1_g1_i2	0.1832	0.2763	1.5082
G46	unbias	46_unbias	RBH_pair_5341.fa	TRINITY_DN143835_c1_g1_i2	0.0238	0.0359	1.5097
G46	unbias	46_unbias	RBH_pair_1718.fa	TRINITY_DN129960_c4_g1_i1	0.1114	0.1686	1.5138
G46	unbias	46_unbias	RBH_pair_7237.fa	TRINITY_DN132754_c6_g2_i2	0.1779	0.2694	1.514
G46	unbias	46_unbias	RBH_pair_7971.fa	TRINITY_DN123983_c4_g1_i2	0.1293	0.1958	1.5141
G46	unbias	46_unbias	RBH_pair_10418.fa	TRINITY_DN119114_c0_g3_i2	0.0808	0.1224	1.5144
