gid	gname	chr	start	end
TRINITY_DN143839_c3_g1_i3	NA	NA	NA	NA
TRINITY_DN143839_c5_g2_i6	NA	NA	NA	NA
TRINITY_DN143840_c5_g1_i3	NA	NA	NA	NA
TRINITY_DN143840_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN143840_c7_g1_i4	NA	NA	NA	NA
TRINITY_DN143843_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143844_c2_g1_i6	NA	NA	NA	NA
TRINITY_DN143844_c3_g1_i3	NA	NA	NA	NA
TRINITY_DN143844_c3_g2_i2	NA	NA	NA	NA
TRINITY_DN143845_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN143846_c10_g1_i1	NAExpAA=2121PredHel=1Topology=o34-56i	NA	NA	NA
TRINITY_DN143846_c11_g1_i3	NA	NA	NA	NA
TRINITY_DN143846_c12_g1_i6	NA	NA	NA	NA
TRINITY_DN143846_c13_g1_i3	NATRUB2_XENTRTRUB2_XENTRQ	NA	NA	NA
TRINITY_DN143846_c13_g2_i1	NA	NA	NA	NA
TRINITY_DN143846_c9_g1_i1	NA	NA	NA	NA
TRINITY_DN143847_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143847_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN143847_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN143848_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143848_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN143848_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143849_c1_g1_i6	NA	NA	NA	NA
TRINITY_DN143849_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143850_c6_g2_i1	NA	NA	NA	NA
TRINITY_DN143850_c8_g2_i2	NA	NA	NA	NA
TRINITY_DN143850_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN143850_c8_g4_i1	NA	NA	NA	NA
TRINITY_DN143852_c2_g1_i3	NATF26_SCHPOTF26_SCHPOQ	NA	NA	NA
TRINITY_DN143854_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143854_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN143854_c5_g4_i1	NA	NA	NA	NA
TRINITY_DN143854_c7_g1_i3	NA	NA	NA	NA
TRINITY_DN143855_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143855_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143855_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143857_c11_g1_i2	NA	NA	NA	NA
TRINITY_DN143857_c11_g2_i1	NA	NA	NA	NA
TRINITY_DN143857_c11_g3_i4	NA	NA	NA	NA
TRINITY_DN143858_c10_g1_i1	NA	NA	NA	NA
TRINITY_DN143858_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN143858_c6_g1_i3	NA	NA	NA	NA
TRINITY_DN143858_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN143858_c7_g2_i1	NA	NA	NA	NA
TRINITY_DN143858_c8_g1_i1	NAExpAA=4078PredHel=2Topology=o67-89i101-123o	NA	NA	NA
TRINITY_DN143859_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143861_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143861_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN143861_c4_g1_i4	NA	NA	NA	NA
TRINITY_DN143861_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN143861_c6_g1_i7	NA	NA	NA	NA
TRINITY_DN143862_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN143863_c4_g2_i2	NA	NA	NA	NA
TRINITY_DN143863_c5_g1_i11	NA	NA	NA	NA
TRINITY_DN143863_c5_g5_i1	NA	NA	NA	NA
TRINITY_DN143864_c7_g1_i5	NAZN614_HUMANZN614_HUMANQ	NA	NA	NA
TRINITY_DN143864_c7_g4_i1	NAZN300_HUMANZN300_HUMANQ	NA	NA	NA
TRINITY_DN143866_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143866_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN143866_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143867_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN143868_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN143868_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN143868_c2_g1_i14	NAExpAA=2225PredHel=1Topology=i21-43o	NA	NA	NA
TRINITY_DN143869_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN143869_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN143870_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143872_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN143872_c5_g1_i2	NAINMT_RABITINMT_RABITQ	NA	NA	NA
TRINITY_DN143872_c5_g2_i1	NAINMT_PONABINMT_PONABQ	NA	NA	NA
TRINITY_DN143872_c5_g3_i1	NANNMT_HUMANNNMT_HUMANQ	NA	NA	NA
TRINITY_DN143872_c6_g1_i4	NAINMT_RABITINMT_RABITQ	NA	NA	NA
TRINITY_DN143873_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN143873_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN143873_c4_g3_i2	NA	NA	NA	NA
TRINITY_DN143873_c4_g4_i1	NA	NA	NA	NA
TRINITY_DN143873_c4_g5_i1	NA	NA	NA	NA
TRINITY_DN143874_c4_g2_i5	NA	NA	NA	NA
TRINITY_DN143875_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143875_c1_g2_i5	NA	NA	NA	NA
TRINITY_DN143875_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143876_c4_g1_i5	NA	NA	NA	NA
TRINITY_DN143877_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143877_c5_g3_i1	NA	NA	NA	NA
TRINITY_DN143877_c6_g1_i5	NA	NA	NA	NA
TRINITY_DN143877_c8_g1_i1	NA	NA	NA	NA
TRINITY_DN143878_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN143878_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN143878_c4_g3_i2	NA	NA	NA	NA
TRINITY_DN143879_c2_g1_i3	NARTJK_DROFURTJK_DROFUQ	NA	NA	NA
TRINITY_DN143880_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN143880_c2_g3_i2	NA	NA	NA	NA
TRINITY_DN143881_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN143881_c6_g1_i1	NARERGL_HUMANRERGL_HUMANQ	NA	NA	NA
TRINITY_DN143881_c6_g3_i2	NARERGL_DANRERERGL_DANREQ	NA	NA	NA
TRINITY_DN143881_c7_g1_i2	NA	NA	NA	NA
TRINITY_DN143882_c4_g4_i1	NA	NA	NA	NA
TRINITY_DN143883_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143883_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143884_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN143884_c0_g2_i6	NA	NA	NA	NA
TRINITY_DN143884_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN143884_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN143885_c4_g3_i1	NADHX15_HUMANDHX15_HUMANQ	NA	NA	NA
TRINITY_DN143885_c5_g1_i4	NA	NA	NA	NA
TRINITY_DN143885_c6_g1_i6	NAPGBD4_HUMANPGBD4_HUMANQ	NA	NA	NA
TRINITY_DN143886_c10_g1_i1	NA	NA	NA	NA
TRINITY_DN143886_c12_g4_i1	NA	NA	NA	NA
TRINITY_DN143886_c12_g6_i1	NA	NA	NA	NA
TRINITY_DN143887_c5_g1_i3	NA	NA	NA	NA
TRINITY_DN143889_c0_g1_i10	NA	NA	NA	NA
TRINITY_DN143890_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN143891_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN143891_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN143892_c10_g1_i1	NA	NA	NA	NA
TRINITY_DN143893_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143893_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143893_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN143893_c4_g1_i5	NA	NA	NA	NA
TRINITY_DN143894_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN143895_c7_g2_i2	NA	NA	NA	NA
TRINITY_DN143895_c7_g3_i2	NA	NA	NA	NA
TRINITY_DN143896_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN143898_c2_g1_i24	NAZN551_HUMANZN551_HUMANQ	NA	NA	NA
TRINITY_DN143899_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143899_c4_g1_i3	NA	NA	NA	NA
TRINITY_DN143900_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN143900_c7_g1_i6	NA	NA	NA	NA
TRINITY_DN143901_c1_g1_i1	NAGVIN1_MOUSEGVIN1_MOUSEQ	NA	NA	NA
TRINITY_DN143901_c3_g1_i4	NAGVIN1_HUMANGVIN1_HUMANQ	NA	NA	NA
TRINITY_DN143902_c2_g2_i2	NA	NA	NA	NA
TRINITY_DN143902_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN143903_c5_g10_i1	NAZFP1_HUMANZFP1_HUMANQ	NA	NA	NA
TRINITY_DN143903_c5_g11_i1	NAZN568_HUMANZN568_HUMANQ	NA	NA	NA
TRINITY_DN143903_c5_g1_i1	NAZN418_HUMANZN418_HUMANQ	NA	NA	NA
TRINITY_DN143903_c5_g3_i1	NAZG8_XENLAZG8_XENLAQ	NA	NA	NA
TRINITY_DN143903_c5_g9_i1	NAZ585A_PONABZ585A_PONABQ	NA	NA	NA
TRINITY_DN143904_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143904_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN143904_c6_g2_i3	NA	NA	NA	NA
TRINITY_DN143905_c10_g2_i2	NA	NA	NA	NA
TRINITY_DN143905_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143905_c9_g3_i1	NA	NA	NA	NA
TRINITY_DN143906_c1_g1_i5	NA	NA	NA	NA
TRINITY_DN143906_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN143906_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN143906_c6_g1_i5	NA	NA	NA	NA
TRINITY_DN143907_c4_g1_i1	NAExpAA=4246PredHel=2Topology=o31-53i60-82o	NA	NA	NA
TRINITY_DN143908_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN143908_c7_g2_i2	NA	NA	NA	NA
TRINITY_DN143908_c7_g3_i1	NA	NA	NA	NA
TRINITY_DN143908_c7_g4_i3	NA	NA	NA	NA
TRINITY_DN143909_c2_g1_i6	NA	NA	NA	NA
TRINITY_DN143909_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143910_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN143910_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN143910_c3_g1_i1	NAExpAA=1851PredHel=1Topology=o20-42i	NA	NA	NA
TRINITY_DN143910_c3_g2_i3	NA	NA	NA	NA
TRINITY_DN143910_c3_g3_i2	NA	NA	NA	NA
TRINITY_DN143911_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN143911_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN143911_c6_g4_i1	NA	NA	NA	NA
TRINITY_DN143912_c14_g2_i1	NA	NA	NA	NA
TRINITY_DN143912_c15_g1_i2	NA	NA	NA	NA
TRINITY_DN143913_c2_g1_i5	NA	NA	NA	NA
TRINITY_DN143913_c2_g2_i1	NANFIP2_HUMANNFIP2_HUMANQ	NA	NA	NA
TRINITY_DN143913_c2_g4_i1	NA	NA	NA	NA
TRINITY_DN143914_c4_g1_i4	NA	NA	NA	NA
TRINITY_DN143914_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN143915_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN143915_c9_g2_i7	NA	NA	NA	NA
TRINITY_DN143915_c9_g3_i4	NATCB1_CAEBRTCB1_CAEBRQ	NA	NA	NA
TRINITY_DN143916_c3_g1_i3	NA	NA	NA	NA
TRINITY_DN143916_c3_g2_i3	NAExpAA=1964PredHel=1Topology=o15-34i	NA	NA	NA
TRINITY_DN143917_c1_g1_i19	NAZN169_HUMANZN169_HUMANQ	NA	NA	NA
TRINITY_DN143918_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN143918_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN143919_c0_g1_i8	NA	NA	NA	NA
TRINITY_DN143919_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143919_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN143919_c1_g4_i1	NA	NA	NA	NA
TRINITY_DN143920_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143920_c2_g2_i3	NA	NA	NA	NA
TRINITY_DN143921_c10_g1_i2	NA	NA	NA	NA
TRINITY_DN143921_c11_g1_i1	NA	NA	NA	NA
TRINITY_DN143921_c11_g2_i1	NA	NA	NA	NA
TRINITY_DN143921_c12_g1_i2	NA	NA	NA	NA
TRINITY_DN143921_c12_g2_i2	NA	NA	NA	NA
TRINITY_DN143921_c9_g1_i2	NA	NA	NA	NA
TRINITY_DN143922_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143922_c3_g2_i5	NA	NA	NA	NA
TRINITY_DN143922_c3_g3_i7	NA	NA	NA	NA
TRINITY_DN143922_c3_g4_i1	NA	NA	NA	NA
TRINITY_DN143923_c0_g1_i1	NAK1C17_RATK1C17_RATQ	NA	NA	NA
TRINITY_DN143923_c1_g1_i1	NAK1C4_XENLAK1C4_XENLAQ	NA	NA	NA
TRINITY_DN143923_c2_g1_i1	NAKCRM_CHICKKCRM_CHICKQ	NA	NA	NA
TRINITY_DN143923_c3_g2_i6	NA	NA	NA	NA
TRINITY_DN143923_c3_g3_i1	NAK1C3_XENLAK1C3_XENLAQ	NA	NA	NA
TRINITY_DN143924_c9_g1_i6	NA	NA	NA	NA
TRINITY_DN143924_c9_g2_i3	NAUROM_PONABUROM_PONABQ	NA	NA	NA
TRINITY_DN143924_c9_g3_i6	NALIN1_NYCCOLIN1_NYCCOQ	NA	NA	NA
TRINITY_DN143924_c9_g4_i1	NA	NA	NA	NA
TRINITY_DN143925_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN143926_c0_g1_i1	NAYTX2_XENLAYTX2_XENLAQ	NA	NA	NA
TRINITY_DN143926_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN143926_c1_g1_i2	NALORF2_HUMANLORF2_HUMANQ	NA	NA	NA
TRINITY_DN143927_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143929_c12_g1_i6	NA	NA	NA	NA
TRINITY_DN143929_c12_g2_i6	NA	NA	NA	NA
TRINITY_DN143929_c12_g4_i1	NA	NA	NA	NA
TRINITY_DN143930_c4_g2_i1	NAZBED4_MOUSEZBED4_MOUSEQ	NA	NA	NA
TRINITY_DN143930_c4_g4_i1	NA	NA	NA	NA
TRINITY_DN143931_c3_g1_i3	NA	NA	NA	NA
TRINITY_DN143931_c4_g1_i10	NA	NA	NA	NA
TRINITY_DN143932_c3_g1_i6	NA	NA	NA	NA
TRINITY_DN143933_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143934_c12_g1_i2	NA	NA	NA	NA
TRINITY_DN143934_c12_g2_i1	NA	NA	NA	NA
TRINITY_DN143934_c13_g3_i3	NA	NA	NA	NA
TRINITY_DN143934_c14_g1_i1	NA	NA	NA	NA
TRINITY_DN143934_c14_g2_i3	NA	NA	NA	NA
TRINITY_DN143935_c6_g3_i1	NA	NA	NA	NA
TRINITY_DN143936_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN143936_c1_g3_i2	NATCB1_CAEBRTCB1_CAEBRQ	NA	NA	NA
TRINITY_DN143937_c1_g2_i3	NA	NA	NA	NA
TRINITY_DN143937_c1_g4_i1	NA	NA	NA	NA
TRINITY_DN143938_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143938_c6_g2_i3	NA	NA	NA	NA
TRINITY_DN143939_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN143939_c4_g2_i4	NA	NA	NA	NA
TRINITY_DN143939_c4_g4_i1	NA	NA	NA	NA
TRINITY_DN14393_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN143940_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN143940_c6_g1_i2	NA	NA	NA	NA
TRINITY_DN143940_c7_g1_i4	NA	NA	NA	NA
TRINITY_DN143943_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN143943_c8_g3_i4	NA	NA	NA	NA
TRINITY_DN143943_c8_g5_i1	NA	NA	NA	NA
TRINITY_DN143944_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN143944_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN143945_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN143945_c3_g2_i3	NA	NA	NA	NA
TRINITY_DN143945_c4_g1_i18	NA	NA	NA	NA
TRINITY_DN143947_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143947_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN143947_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143948_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN143949_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN143950_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143950_c7_g1_i4	NA	NA	NA	NA
TRINITY_DN143952_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143953_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN143953_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143953_c5_g1_i4	NA	NA	NA	NA
TRINITY_DN143953_c5_g2_i2	NA	NA	NA	NA
TRINITY_DN143954_c10_g1_i3	NA	NA	NA	NA
TRINITY_DN143954_c10_g2_i6	NA	NA	NA	NA
TRINITY_DN143954_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143954_c8_g1_i1	NA	NA	NA	NA
TRINITY_DN143954_c9_g1_i1	NA	NA	NA	NA
TRINITY_DN143955_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN143955_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN143956_c2_g1_i9	NA	NA	NA	NA
TRINITY_DN143956_c3_g1_i8	NA	NA	NA	NA
TRINITY_DN143956_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN143956_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN143959_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN143959_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143959_c3_g1_i4	NA	NA	NA	NA
TRINITY_DN143959_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143959_c4_g2_i2	NA	NA	NA	NA
TRINITY_DN143960_c5_g1_i4	NA	NA	NA	NA
TRINITY_DN143961_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN143961_c2_g1_i3	NAPOL_HTL32POL_HTL32Q	NA	NA	NA
TRINITY_DN143962_c4_g1_i5	NA	NA	NA	NA
TRINITY_DN143962_c4_g2_i8	NA	NA	NA	NA
TRINITY_DN143963_c10_g1_i4	NARSSA_XENTRRSSA_XENTRQ	NA	NA	NA
TRINITY_DN143963_c12_g1_i14	NA	NA	NA	NA
TRINITY_DN143963_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143963_c9_g1_i1	NA	NA	NA	NA
TRINITY_DN143964_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143964_c8_g1_i5	NALORF1_MOUSELORF1_MOUSEQ	NA	NA	NA
TRINITY_DN143965_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN143965_c3_g1_i9	NA	NA	NA	NA
TRINITY_DN143965_c3_g2_i2	NA	NA	NA	NA
TRINITY_DN143966_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN143966_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN143966_c4_g3_i3	NA	NA	NA	NA
TRINITY_DN143967_c5_g1_i3	NAExpAA=4903PredHel=2Topology=o15-37i73-95o	NA	NA	NA
TRINITY_DN143968_c3_g1_i2	NAExpAA=1952PredHel=1Topology=i78-100o	NA	NA	NA
TRINITY_DN143968_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN143969_c2_g1_i5	NAZN551_HUMANZN551_HUMANQ	NA	NA	NA
TRINITY_DN143970_c2_g1_i13	NA	NA	NA	NA
TRINITY_DN143971_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143971_c3_g2_i3	NA	NA	NA	NA
TRINITY_DN143972_c2_g1_i3	NAExpAA=1703PredHel=1Topology=o4-26i	NA	NA	NA
TRINITY_DN143972_c2_g2_i3	NA	NA	NA	NA
TRINITY_DN143972_c2_g3_i2	NAExpAA=2218PredHel=1Topology=o178-200i	NA	NA	NA
TRINITY_DN143972_c2_g4_i1	NA	NA	NA	NA
TRINITY_DN143973_c5_g2_i3	NA	NA	NA	NA
TRINITY_DN143973_c6_g2_i7	NA	NA	NA	NA
TRINITY_DN143973_c6_g3_i2	NA	NA	NA	NA
TRINITY_DN143973_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN143974_c0_g1_i3	NADAB2_HUMANDAB2_HUMANQ	NA	NA	NA
TRINITY_DN143974_c0_g2_i3	NA	NA	NA	NA
TRINITY_DN143974_c1_g1_i5	NA	NA	NA	NA
TRINITY_DN143975_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN143975_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN143975_c6_g1_i2	NA	NA	NA	NA
TRINITY_DN143975_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN143976_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN143976_c0_g3_i2	NA	NA	NA	NA
TRINITY_DN143976_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN143977_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN143977_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN143977_c2_g2_i2	NA	NA	NA	NA
TRINITY_DN143979_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN143979_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN143979_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN143980_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143981_c11_g1_i4	NA	NA	NA	NA
TRINITY_DN143981_c12_g1_i6	NA	NA	NA	NA
TRINITY_DN143981_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143982_c1_g1_i3	NAExpAA=4541PredHel=2Topology=i40-59o118-140i	NA	NA	NA
TRINITY_DN143983_c3_g3_i18	NAZFP1_HUMANZFP1_HUMANQ	NA	NA	NA
TRINITY_DN143984_c6_g2_i1	NA	NA	NA	NA
TRINITY_DN143985_c1_g1_i8	NA	NA	NA	NA
TRINITY_DN143986_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN143987_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN143988_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN143988_c2_g1_i1	NAMUC2L_RATMUC2L_RATQ	NA	NA	NA
TRINITY_DN143988_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN143989_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN143989_c0_g2_i8	NAExpAA=2124PredHel=1Topology=o15-37i	NA	NA	NA
TRINITY_DN143989_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN143989_c1_g1_i3	NATSC2_RATTSC2_RATQ	NA	NA	NA
TRINITY_DN143991_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN143991_c4_g1_i4	NA	NA	NA	NA
TRINITY_DN143993_c6_g3_i1	NA	NA	NA	NA
TRINITY_DN143993_c7_g1_i1	NALORF2_MOUSELORF2_MOUSEQ	NA	NA	NA
TRINITY_DN143994_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN143995_c3_g1_i6	NA	NA	NA	NA
TRINITY_DN143995_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN143995_c9_g1_i2	NA	NA	NA	NA
TRINITY_DN143995_c9_g2_i1	NA	NA	NA	NA
TRINITY_DN143996_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN143997_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN143997_c8_g1_i9	NA	NA	NA	NA
TRINITY_DN143997_c8_g2_i2	NA	NA	NA	NA
TRINITY_DN143997_c8_g6_i1	NA	NA	NA	NA
TRINITY_DN143998_c8_g2_i1	NA	NA	NA	NA
TRINITY_DN143998_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN143998_c9_g1_i1	NA	NA	NA	NA
TRINITY_DN143998_c9_g2_i2	NA	NA	NA	NA
TRINITY_DN143999_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN143999_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN143999_c3_g2_i4	NA	NA	NA	NA
TRINITY_DN143999_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN144000_c5_g1_i3	NA	NA	NA	NA
TRINITY_DN144000_c5_g2_i3	NA	NA	NA	NA
TRINITY_DN144000_c5_g5_i1	NAExpAA=5469PredHel=3Topology=i57-79o94-116i129-146o	NA	NA	NA
TRINITY_DN144001_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN144001_c4_g2_i6	NATCB2_CAEBRTCB2_CAEBRQ	NA	NA	NA
TRINITY_DN144002_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN144002_c9_g1_i7	NA	NA	NA	NA
TRINITY_DN144003_c10_g1_i2	NA	NA	NA	NA
TRINITY_DN144003_c10_g3_i1	NA	NA	NA	NA
TRINITY_DN144003_c6_g1_i2	NA	NA	NA	NA
TRINITY_DN144003_c6_g2_i1	NA	NA	NA	NA
TRINITY_DN144003_c6_g3_i1	NA	NA	NA	NA
TRINITY_DN144003_c6_g5_i1	NA	NA	NA	NA
TRINITY_DN144003_c8_g1_i2	NA	NA	NA	NA
TRINITY_DN144003_c9_g2_i2	NA	NA	NA	NA
TRINITY_DN144004_c1_g2_i3	NA	NA	NA	NA
TRINITY_DN144007_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN144007_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN144008_c10_g1_i6	NAExpAA=4381PredHel=2Topology=i39-61o81-103i	NA	NA	NA
TRINITY_DN144009_c4_g1_i10	NAPOL_MLVRKPOL_MLVRKQ	NA	NA	NA
TRINITY_DN144009_c4_g2_i1	NAPOL_FENV1POL_FENV1Q	NA	NA	NA
TRINITY_DN144010_c1_g1_i14	NA	NA	NA	NA
TRINITY_DN144011_c2_g2_i2	NA	NA	NA	NA
TRINITY_DN144011_c2_g3_i2	NA	NA	NA	NA
TRINITY_DN144011_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN144012_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN144012_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN144012_c4_g1_i4	NA	NA	NA	NA
TRINITY_DN144012_c4_g4_i3	NATRY1_XENLATRY1_XENLAQ	NA	NA	NA
TRINITY_DN144013_c0_g1_i5	NA	NA	NA	NA
TRINITY_DN144014_c3_g1_i3	NA	NA	NA	NA
TRINITY_DN144014_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN144014_c4_g3_i2	NA	NA	NA	NA
TRINITY_DN144014_c4_g6_i2	NA	NA	NA	NA
TRINITY_DN144015_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN144015_c7_g2_i2	NA	NA	NA	NA
TRINITY_DN144016_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN144017_c0_g1_i2	NAExpAA=4313PredHel=2Topology=i37-56o76-98i	NA	NA	NA
TRINITY_DN14401_c0_g1_i1	NADHE3_DICDIDHE3_DICDIQ	NA	NA	NA
