stage	sb	ID	Fa	trans	dnds	dn	ds
any	unbias	any_unbias	NA	TRINITY_DN119810_c0_g1_i3	0.0347	0.0403	1.1629
any	unbias	any_unbias	NA	TRINITY_DN119820_c4_g1_i2	0.0531	0.0716	1.3498
any	unbias	any_unbias	NA	TRINITY_DN119827_c0_g1_i4	0.0671	0.1121	1.6711
any	unbias	any_unbias	NA	TRINITY_DN119831_c6_g1_i11	0.0556	0.0849	1.5275
any	unbias	any_unbias	NA	TRINITY_DN119842_c4_g2_i3	0.0107	0.0144	1.3486
any	unbias	any_unbias	NA	TRINITY_DN119850_c0_g2_i3	0.0414	0.0485	1.1709
any	unbias	any_unbias	NA	TRINITY_DN119860_c3_g2_i3	0.001	0.0008	0.7774
any	unbias	any_unbias	NA	TRINITY_DN119879_c4_g5_i1	0.0649	0.1156	1.781
any	unbias	any_unbias	NA	TRINITY_DN119882_c5_g1_i5	0.0801	0.0537	0.6701
any	unbias	any_unbias	NA	TRINITY_DN119952_c0_g1_i4	0.0262	0.0519	1.9808
any	unbias	any_unbias	NA	TRINITY_DN119963_c3_g1_i1	0.2408	0.4566	1.8964
any	unbias	any_unbias	NA	TRINITY_DN119972_c4_g4_i1	0.0607	0.1194	1.967
any	unbias	any_unbias	NA	TRINITY_DN119981_c2_g3_i1	0.0413	0.0638	1.5433
any	unbias	any_unbias	NA	TRINITY_DN119999_c4_g2_i4	0.0452	0.086	1.9042
any	unbias	any_unbias	NA	TRINITY_DN120061_c10_g2_i2	0.0299	0.0554	1.8558
any	unbias	any_unbias	NA	TRINITY_DN120118_c2_g2_i6	0.0265	0.0209	0.7886
any	unbias	any_unbias	NA	TRINITY_DN120131_c4_g1_i1	0.0622	0.0791	1.2726
any	unbias	any_unbias	NA	TRINITY_DN120155_c1_g2_i1	0.0436	0.078	1.7897
any	unbias	any_unbias	NA	TRINITY_DN120161_c6_g2_i3	0.0157	0.0217	1.3864
any	unbias	any_unbias	NA	TRINITY_DN120184_c2_g2_i2	0.0458	0.0558	1.2172
any	unbias	any_unbias	NA	TRINITY_DN120283_c13_g3_i1	0.0787	0.1271	1.6155
any	unbias	any_unbias	NA	TRINITY_DN120306_c6_g1_i5	0.116	0.2314	1.9945
any	unbias	any_unbias	NA	TRINITY_DN120328_c7_g1_i3	0.0252	0.0434	1.7232
any	unbias	any_unbias	NA	TRINITY_DN120336_c4_g1_i1	0.0396	0.0734	1.8521
any	unbias	any_unbias	NA	TRINITY_DN120337_c3_g2_i4	0.0686	0.0556	0.8109
any	unbias	any_unbias	NA	TRINITY_DN120351_c3_g3_i1	0.0341	0.0613	1.7994
any	unbias	any_unbias	NA	TRINITY_DN120364_c6_g1_i4	0.087	0.0826	0.9497
any	unbias	any_unbias	NA	TRINITY_DN120372_c0_g1_i2	0.0645	0.1225	1.9005
any	unbias	any_unbias	NA	TRINITY_DN120386_c6_g1_i2	0.075	0.093	1.2412
any	unbias	any_unbias	NA	TRINITY_DN120410_c5_g1_i2	0.0673	0.1156	1.7165
any	unbias	any_unbias	NA	TRINITY_DN120417_c6_g1_i1	0.1209	0.22	1.8195
any	unbias	any_unbias	NA	TRINITY_DN120446_c7_g1_i7	0.1021	0.1935	1.895
any	unbias	any_unbias	NA	TRINITY_DN120449_c1_g1_i3	0.0923	0.1703	1.8458
any	unbias	any_unbias	NA	TRINITY_DN120460_c3_g2_i2	0.0254	0.045	1.7737
any	unbias	any_unbias	NA	TRINITY_DN120479_c2_g2_i2	0.1672	0.3285	1.9643
any	unbias	any_unbias	NA	TRINITY_DN120505_c0_g4_i1	0.1298	0.2086	1.6076
any	unbias	any_unbias	NA	TRINITY_DN120522_c1_g2_i4	0.1172	0.163	1.3916
any	unbias	any_unbias	NA	TRINITY_DN120550_c10_g1_i1	0.0227	0.0409	1.8016
any	unbias	any_unbias	NA	TRINITY_DN120566_c0_g1_i3	0.0209	0.0193	0.919
any	unbias	any_unbias	NA	TRINITY_DN120568_c1_g1_i2	0.001	0.0012	1.1813
any	unbias	any_unbias	NA	TRINITY_DN120568_c1_g4_i2	0.1034	0.1311	1.2686
any	unbias	any_unbias	NA	TRINITY_DN120594_c1_g4_i1	0.0214	0.0333	1.5553
any	unbias	any_unbias	NA	TRINITY_DN120618_c1_g1_i1	0.1274	0.2437	1.9131
any	unbias	any_unbias	NA	TRINITY_DN120620_c6_g1_i1	0.059	0.0739	1.2514
any	unbias	any_unbias	NA	TRINITY_DN120715_c3_g1_i1	0.1701	0.3324	1.9538
any	unbias	any_unbias	NA	TRINITY_DN120754_c6_g2_i2	0.0467	0.0752	1.6112
any	unbias	any_unbias	NA	TRINITY_DN120776_c1_g6_i2	0.1199	0.2321	1.9362
any	unbias	any_unbias	NA	TRINITY_DN120783_c0_g2_i1	0.1466	0.2882	1.9653
any	unbias	any_unbias	NA	TRINITY_DN120805_c1_g1_i1	0.0879	0.1338	1.5216
any	unbias	any_unbias	NA	TRINITY_DN120827_c4_g1_i7	0.0851	0.138	1.6205
any	unbias	any_unbias	NA	TRINITY_DN120830_c3_g1_i2	0.1629	0.1978	1.2139
any	unbias	any_unbias	NA	TRINITY_DN120848_c1_g1_i9	0.091	0.1255	1.3794
any	unbias	any_unbias	NA	TRINITY_DN120858_c3_g1_i4	0.0643	0.1094	1.6994
any	unbias	any_unbias	NA	TRINITY_DN120864_c3_g1_i1	0.0437	0.0704	1.6094
any	unbias	any_unbias	NA	TRINITY_DN120867_c6_g2_i2	0.0791	0.0689	0.8712
any	unbias	any_unbias	NA	TRINITY_DN120872_c1_g1_i4	0.0599	0.1149	1.9174
any	unbias	any_unbias	NA	TRINITY_DN120910_c3_g1_i1	0.001	0.0016	1.6055
any	unbias	any_unbias	NA	TRINITY_DN120910_c3_g2_i1	0.0707	0.1086	1.5364
any	unbias	any_unbias	NA	TRINITY_DN120915_c2_g2_i1	0.0414	0.0772	1.8649
any	unbias	any_unbias	NA	TRINITY_DN120943_c0_g2_i3	0.0027	0.0038	1.3951
any	unbias	any_unbias	NA	TRINITY_DN120964_c0_g2_i5	0.0643	0.1249	1.9418
any	unbias	any_unbias	NA	TRINITY_DN121057_c0_g1_i5	0.1052	0.1609	1.5298
any	unbias	any_unbias	NA	TRINITY_DN121076_c4_g1_i2	0.0196	0.0337	1.7171
any	unbias	any_unbias	NA	TRINITY_DN121077_c0_g2_i4	0.0049	0.0086	1.7343
any	unbias	any_unbias	NA	TRINITY_DN121081_c7_g2_i6	0.0577	0.1075	1.8629
any	unbias	any_unbias	NA	TRINITY_DN121106_c2_g2_i1	0.0746	0.1283	1.7196
any	unbias	any_unbias	NA	TRINITY_DN121126_c7_g1_i1	0.0439	0.0798	1.8194
any	unbias	any_unbias	NA	TRINITY_DN121171_c0_g1_i2	0.0685	0.1045	1.5247
any	unbias	any_unbias	NA	TRINITY_DN121184_c0_g1_i7	0.1558	0.274	1.7588
any	unbias	any_unbias	NA	TRINITY_DN121191_c2_g1_i2	0.0515	0.1012	1.9658
any	unbias	any_unbias	NA	TRINITY_DN121240_c5_g1_i5	0.7265	0.8133	1.1196
any	unbias	any_unbias	NA	TRINITY_DN121288_c2_g1_i1	0.008	0.0116	1.4609
any	unbias	any_unbias	NA	TRINITY_DN121316_c1_g1_i4	0.0481	0.0518	1.0762
any	unbias	any_unbias	NA	TRINITY_DN121412_c2_g3_i3	0.0353	0.0229	0.6484
any	unbias	any_unbias	NA	TRINITY_DN121488_c0_g1_i1	0.6997	0.7992	1.1422
any	unbias	any_unbias	NA	TRINITY_DN121522_c0_g1_i4	0.043	0.066	1.5338
any	unbias	any_unbias	NA	TRINITY_DN121525_c2_g2_i4	0.0443	0.0732	1.6534
any	unbias	any_unbias	NA	TRINITY_DN121535_c2_g1_i2	0.0911	0.1641	1.8022
any	unbias	any_unbias	NA	TRINITY_DN121544_c0_g1_i1	0.0324	0.059	1.8201
any	unbias	any_unbias	NA	TRINITY_DN121557_c0_g1_i1	0.0651	0.0949	1.4586
any	unbias	any_unbias	NA	TRINITY_DN121615_c1_g1_i4	0.1022	0.1724	1.6862
any	unbias	any_unbias	NA	TRINITY_DN121636_c2_g2_i4	0.0259	0.048	1.8526
any	unbias	any_unbias	NA	TRINITY_DN121640_c9_g1_i10	0.1041	0.1965	1.8884
any	unbias	any_unbias	NA	TRINITY_DN121683_c1_g2_i2	0.0805	0.1419	1.7637
any	unbias	any_unbias	NA	TRINITY_DN121699_c2_g1_i11	0.028	0.0228	0.8125
any	unbias	any_unbias	NA	TRINITY_DN121713_c1_g2_i2	0.049	0.0746	1.5226
any	unbias	any_unbias	NA	TRINITY_DN121745_c2_g1_i4	0.0566	0.1025	1.8109
any	unbias	any_unbias	NA	TRINITY_DN121746_c3_g2_i2	0.027	0.043	1.5896
any	unbias	any_unbias	NA	TRINITY_DN121748_c5_g1_i5	0.0146	0.0264	1.8094
any	unbias	any_unbias	NA	TRINITY_DN121766_c2_g3_i6	0.0859	0.1543	1.7949
any	unbias	any_unbias	NA	TRINITY_DN121768_c0_g1_i4	0.0157	0.0173	1.1025
any	unbias	any_unbias	NA	TRINITY_DN121795_c4_g1_i2	0.0357	0.0701	1.9636
any	unbias	any_unbias	NA	TRINITY_DN121807_c4_g4_i1	0.1668	0.3143	1.8844
any	unbias	any_unbias	NA	TRINITY_DN121828_c3_g1_i1	0.0509	0.0997	1.9594
any	unbias	any_unbias	NA	TRINITY_DN121841_c3_g2_i5	0.0693	0.0751	1.0845
any	unbias	any_unbias	NA	TRINITY_DN121866_c1_g4_i2	0.0298	0.0493	1.6546
any	unbias	any_unbias	NA	TRINITY_DN121935_c3_g1_i4	0.0398	0.0672	1.6898
any	unbias	any_unbias	NA	TRINITY_DN121953_c0_g1_i1	0.0254	0.0432	1.7003
any	unbias	any_unbias	NA	TRINITY_DN121967_c4_g4_i3	0.071	0.117	1.6471
any	unbias	any_unbias	NA	TRINITY_DN121983_c4_g1_i6	0.0683	0.1252	1.834
any	unbias	any_unbias	NA	TRINITY_DN121986_c0_g2_i2	0.6228	1.1021	1.7697
any	unbias	any_unbias	NA	TRINITY_DN121988_c4_g1_i1	0.0519	0.1011	1.9481
any	unbias	any_unbias	NA	TRINITY_DN121990_c1_g1_i2	0.0648	0.1003	1.5475
any	unbias	any_unbias	NA	TRINITY_DN122004_c0_g1_i1	0.0881	0.1308	1.4847
any	unbias	any_unbias	NA	TRINITY_DN122029_c0_g1_i9	0.052	0.0856	1.6455
any	unbias	any_unbias	NA	TRINITY_DN122040_c1_g1_i1	0.0512	0.0821	1.6038
any	unbias	any_unbias	NA	TRINITY_DN122069_c4_g2_i4	0.0626	0.0677	1.0813
any	unbias	any_unbias	NA	TRINITY_DN122091_c5_g3_i2	0.0861	0.1254	1.4562
any	unbias	any_unbias	NA	TRINITY_DN122118_c0_g1_i7	0.0868	0.13	1.4974
any	unbias	any_unbias	NA	TRINITY_DN122145_c0_g1_i1	0.1571	0.2756	1.7546
any	unbias	any_unbias	NA	TRINITY_DN122147_c1_g1_i3	0.0734	0.1387	1.8907
any	unbias	any_unbias	NA	TRINITY_DN122163_c0_g1_i6	0.0201	0.0338	1.6825
any	unbias	any_unbias	NA	TRINITY_DN122171_c1_g3_i1	0.0282	0.0399	1.4154
any	unbias	any_unbias	NA	TRINITY_DN122178_c1_g1_i2	0.0238	0.044	1.8522
any	unbias	any_unbias	NA	TRINITY_DN122187_c0_g1_i1	0.0975	0.1637	1.6782
any	unbias	any_unbias	NA	TRINITY_DN122210_c0_g1_i10	0.0448	0.0703	1.5697
any	unbias	any_unbias	NA	TRINITY_DN122261_c3_g4_i4	0.0497	0.0739	1.4865
any	unbias	any_unbias	NA	TRINITY_DN122275_c3_g3_i1	0.1752	0.3343	1.9083
any	unbias	any_unbias	NA	TRINITY_DN122282_c1_g1_i2	0.0789	0.1273	1.6124
any	unbias	any_unbias	NA	TRINITY_DN122291_c1_g1_i2	0.0913	0.1666	1.8261
any	unbias	any_unbias	NA	TRINITY_DN122295_c1_g2_i3	0.0939	0.1733	1.8462
any	unbias	any_unbias	NA	TRINITY_DN122298_c1_g2_i4	0.0309	0.0587	1.897
any	unbias	any_unbias	NA	TRINITY_DN122320_c3_g1_i1	0.0609	0.1017	1.669
any	unbias	any_unbias	NA	TRINITY_DN122322_c1_g1_i1	0.1356	0.2308	1.7016
any	unbias	any_unbias	NA	TRINITY_DN122340_c0_g1_i1	0.0211	0.0294	1.3913
any	unbias	any_unbias	NA	TRINITY_DN122340_c1_g3_i3	0.0412	0.0678	1.6457
any	unbias	any_unbias	NA	TRINITY_DN122390_c5_g1_i1	0.059	0.098	1.6621
any	unbias	any_unbias	NA	TRINITY_DN122425_c3_g1_i7	0.0136	0.0185	1.3666
any	unbias	any_unbias	NA	TRINITY_DN122447_c1_g1_i1	0.0796	0.0906	1.1371
any	unbias	any_unbias	NA	TRINITY_DN122608_c0_g1_i3	0.0387	0.046	1.1872
any	unbias	any_unbias	NA	TRINITY_DN122651_c4_g1_i3	0.0103	0.0114	1.1081
any	unbias	any_unbias	NA	TRINITY_DN122657_c1_g1_i2	0.0741	0.137	1.8484
any	unbias	any_unbias	NA	TRINITY_DN122683_c2_g3_i2	0.0926	0.1222	1.319
any	unbias	any_unbias	NA	TRINITY_DN122690_c2_g3_i1	0.0476	0.0256	0.5375
any	unbias	any_unbias	NA	TRINITY_DN122705_c0_g1_i2	0.1235	0.1737	1.4063
any	unbias	any_unbias	NA	TRINITY_DN122711_c0_g1_i1	0.0346	0.066	1.9089
any	unbias	any_unbias	NA	TRINITY_DN122727_c0_g1_i1	0.0171	0.0222	1.2964
any	unbias	any_unbias	NA	TRINITY_DN122727_c1_g1_i1	0.0035	0.0048	1.3654
any	unbias	any_unbias	NA	TRINITY_DN122730_c7_g1_i1	0.0159	0.0253	1.5922
any	unbias	any_unbias	NA	TRINITY_DN122766_c1_g1_i2	0.074	0.1476	1.9956
any	unbias	any_unbias	NA	TRINITY_DN122821_c0_g2_i10	0.3045	0.5529	1.8161
any	unbias	any_unbias	NA	TRINITY_DN122826_c8_g1_i2	0.044	0.0797	1.8133
any	unbias	any_unbias	NA	TRINITY_DN122851_c3_g1_i1	0.14	0.2145	1.5317
any	unbias	any_unbias	NA	TRINITY_DN122873_c4_g1_i2	0.0373	0.0685	1.836
any	unbias	any_unbias	NA	TRINITY_DN122883_c2_g1_i2	0.024	0.041	1.7044
any	unbias	any_unbias	NA	TRINITY_DN122892_c0_g2_i1	0.0697	0.0882	1.2653
any	unbias	any_unbias	NA	TRINITY_DN122911_c3_g1_i2	0.0352	0.0398	1.1305
any	unbias	any_unbias	NA	TRINITY_DN122922_c0_g1_i1	0.0336	0.0446	1.3264
any	unbias	any_unbias	NA	TRINITY_DN122961_c5_g2_i1	0.2613	0.5032	1.9254
any	unbias	any_unbias	NA	TRINITY_DN122971_c8_g1_i1	0.1602	0.2561	1.598
any	unbias	any_unbias	NA	TRINITY_DN122985_c3_g1_i1	0.0894	0.1681	1.8801
any	unbias	any_unbias	NA	TRINITY_DN123003_c9_g2_i1	0.1525	0.2217	1.454
any	unbias	any_unbias	NA	TRINITY_DN123012_c3_g1_i7	0.0285	0.0421	1.4771
any	unbias	any_unbias	NA	TRINITY_DN123017_c1_g3_i2	0.0075	0.0121	1.6059
any	unbias	any_unbias	NA	TRINITY_DN123042_c2_g1_i2	0.052	0.1031	1.9807
any	unbias	any_unbias	NA	TRINITY_DN123043_c1_g1_i4	0.0783	0.0974	1.2436
any	unbias	any_unbias	NA	TRINITY_DN123052_c3_g1_i1	0.0434	0.0832	1.9156
any	unbias	any_unbias	NA	TRINITY_DN123060_c5_g1_i3	0.0113	0.0189	1.6736
any	unbias	any_unbias	NA	TRINITY_DN123159_c2_g2_i2	0.2611	0.1866	0.7147
any	unbias	any_unbias	NA	TRINITY_DN123183_c1_g1_i2	0.0698	0.1162	1.6641
any	unbias	any_unbias	NA	TRINITY_DN123188_c6_g3_i1	0.2414	0.3891	1.6119
any	unbias	any_unbias	NA	TRINITY_DN123190_c4_g1_i1	0.1557	0.1792	1.1512
any	unbias	any_unbias	NA	TRINITY_DN123200_c2_g3_i1	0.0395	0.0719	1.822
any	unbias	any_unbias	NA	TRINITY_DN123210_c2_g1_i8	0.0216	0.0312	1.4474
any	unbias	any_unbias	NA	TRINITY_DN123238_c3_g1_i1	0.1704	0.2467	1.4479
any	unbias	any_unbias	NA	TRINITY_DN123243_c1_g1_i1	0.0545	0.0967	1.7733
any	unbias	any_unbias	NA	TRINITY_DN123263_c1_g1_i4	0.1186	0.0977	0.8242
any	unbias	any_unbias	NA	TRINITY_DN123392_c7_g2_i1	0.0233	0.0446	1.9126
any	unbias	any_unbias	NA	TRINITY_DN123401_c8_g1_i5	0.0879	0.0369	0.4201
any	unbias	any_unbias	NA	TRINITY_DN123418_c5_g2_i1	0.0023	0.0023	1.0031
any	unbias	any_unbias	NA	TRINITY_DN123423_c0_g1_i10	0.2716	0.269	0.9905
any	unbias	any_unbias	NA	TRINITY_DN123439_c0_g1_i1	0.0791	0.1014	1.2811
any	unbias	any_unbias	NA	TRINITY_DN123446_c4_g1_i1	0.0477	0.0443	0.9304
any	unbias	any_unbias	NA	TRINITY_DN123461_c2_g3_i1	0.0387	0.0433	1.1199
any	unbias	any_unbias	NA	TRINITY_DN123477_c6_g1_i1	0.0395	0.0433	1.0976
any	unbias	any_unbias	NA	TRINITY_DN123501_c1_g1_i1	0.0298	0.0452	1.5169
any	unbias	any_unbias	NA	TRINITY_DN123543_c6_g2_i1	0.1237	0.2139	1.7291
any	unbias	any_unbias	NA	TRINITY_DN123551_c2_g2_i4	0.0637	0.1245	1.9562
any	unbias	any_unbias	NA	TRINITY_DN123581_c1_g4_i3	0.0394	0.0593	1.5065
any	unbias	any_unbias	NA	TRINITY_DN123604_c2_g2_i1	0.0124	0.0106	0.8566
any	unbias	any_unbias	NA	TRINITY_DN123631_c0_g2_i3	0.0484	0.0641	1.3227
any	unbias	any_unbias	NA	TRINITY_DN123633_c3_g1_i7	0.0196	0.0327	1.6678
any	unbias	any_unbias	NA	TRINITY_DN123634_c3_g1_i2	0.0046	0.004	0.8693
any	unbias	any_unbias	NA	TRINITY_DN123776_c2_g1_i6	0.0555	0.061	1.0991
any	unbias	any_unbias	NA	TRINITY_DN123794_c0_g1_i2	0.0277	0.0338	1.2225
any	unbias	any_unbias	NA	TRINITY_DN123843_c7_g2_i1	0.0381	0.0712	1.8695
any	unbias	any_unbias	NA	TRINITY_DN123863_c7_g1_i1	0.029	0.0507	1.7495
any	unbias	any_unbias	NA	TRINITY_DN123911_c8_g1_i1	0.0619	0.0704	1.1381
any	unbias	any_unbias	NA	TRINITY_DN123913_c1_g1_i7	0.0777	0.0592	0.7627
any	unbias	any_unbias	NA	TRINITY_DN123919_c3_g1_i1	0.0309	0.0598	1.9358
any	unbias	any_unbias	NA	TRINITY_DN123930_c2_g1_i2	0.0287	0.0271	0.9428
any	unbias	any_unbias	NA	TRINITY_DN123960_c10_g1_i2	0.0879	0.1494	1.7
any	unbias	any_unbias	NA	TRINITY_DN123973_c2_g1_i1	0.0604	0.095	1.5732
any	unbias	any_unbias	NA	TRINITY_DN123983_c4_g1_i2	0.1293	0.1958	1.5141
any	unbias	any_unbias	NA	TRINITY_DN124003_c4_g2_i7	0.0889	0.1388	1.5611
any	unbias	any_unbias	NA	TRINITY_DN124017_c3_g1_i6	0.0338	0.0671	1.9823
any	unbias	any_unbias	NA	TRINITY_DN124064_c3_g1_i1	0.0601	0.1202	1.9989
any	unbias	any_unbias	NA	TRINITY_DN124077_c3_g1_i16	0.0653	0.0453	0.6937
any	unbias	any_unbias	NA	TRINITY_DN124117_c0_g2_i1	0.0018	0.0024	1.3387
any	unbias	any_unbias	NA	TRINITY_DN124160_c1_g1_i4	0.0642	0.122	1.9
any	unbias	any_unbias	NA	TRINITY_DN124171_c3_g1_i4	0.0914	0.1371	1.4997
any	unbias	any_unbias	NA	TRINITY_DN124172_c0_g1_i2	0.0751	0.1434	1.9105
any	unbias	any_unbias	NA	TRINITY_DN124193_c3_g4_i1	0.0276	0.0477	1.7297
any	unbias	any_unbias	NA	TRINITY_DN124196_c0_g1_i1	0.0953	0.1728	1.8137
any	unbias	any_unbias	NA	TRINITY_DN124201_c6_g2_i2	0.0423	0.0607	1.4377
any	unbias	any_unbias	NA	TRINITY_DN124215_c5_g1_i1	0.0943	0.1848	1.9607
any	unbias	any_unbias	NA	TRINITY_DN124262_c0_g2_i1	0.0148	0.0197	1.334
any	unbias	any_unbias	NA	TRINITY_DN124294_c2_g4_i2	0.1444	0.2415	1.6731
any	unbias	any_unbias	NA	TRINITY_DN124351_c8_g1_i1	0.0771	0.1405	1.8232
any	unbias	any_unbias	NA	TRINITY_DN124357_c0_g1_i2	0.2106	0.1029	0.4884
any	unbias	any_unbias	NA	TRINITY_DN124397_c1_g1_i12	0.0722	0.1434	1.9863
any	unbias	any_unbias	NA	TRINITY_DN124421_c4_g5_i2	0.1412	0.264	1.8703
any	unbias	any_unbias	NA	TRINITY_DN124455_c3_g1_i4	0.0603	0.0994	1.6466
any	unbias	any_unbias	NA	TRINITY_DN124489_c5_g5_i1	0.0231	0.0368	1.597
any	unbias	any_unbias	NA	TRINITY_DN124504_c0_g1_i2	0.0101	0.02	1.9763
any	unbias	any_unbias	NA	TRINITY_DN124506_c2_g3_i2	0.0825	0.1502	1.8219
any	unbias	any_unbias	NA	TRINITY_DN124514_c0_g1_i2	0.0854	0.0958	1.1221
any	unbias	any_unbias	NA	TRINITY_DN124515_c6_g1_i1	0.076	0.1225	1.6125
any	unbias	any_unbias	NA	TRINITY_DN124580_c2_g1_i2	0.1198	0.1909	1.5938
any	unbias	any_unbias	NA	TRINITY_DN124622_c3_g1_i1	0.0486	0.0837	1.7211
any	unbias	any_unbias	NA	TRINITY_DN124638_c0_g2_i12	0.0397	0.0627	1.5786
any	unbias	any_unbias	NA	TRINITY_DN124645_c0_g1_i1	0.2235	0.2395	1.0715
any	unbias	any_unbias	NA	TRINITY_DN124655_c0_g1_i6	0.2255	0.2772	1.2293
any	unbias	any_unbias	NA	TRINITY_DN124746_c4_g1_i8	0.1236	0.1436	1.1618
any	unbias	any_unbias	NA	TRINITY_DN124776_c4_g1_i1	0.0819	0.0858	1.0475
any	unbias	any_unbias	NA	TRINITY_DN124778_c2_g4_i3	0.0268	0.0434	1.6182
any	unbias	any_unbias	NA	TRINITY_DN124830_c1_g2_i3	0.1254	0.1264	1.0084
any	unbias	any_unbias	NA	TRINITY_DN124848_c2_g1_i5	0.096	0.1858	1.9353
any	unbias	any_unbias	NA	TRINITY_DN124853_c0_g3_i2	0.1728	0.2262	1.3093
any	unbias	any_unbias	NA	TRINITY_DN124869_c2_g2_i5	0.0358	0.0561	1.5671
any	unbias	any_unbias	NA	TRINITY_DN124894_c7_g1_i2	0.0662	0.0679	1.0258
any	unbias	any_unbias	NA	TRINITY_DN124895_c1_g1_i4	0.1494	0.1432	0.958
any	unbias	any_unbias	NA	TRINITY_DN124909_c2_g1_i1	0.052	0.0766	1.4746
any	unbias	any_unbias	NA	TRINITY_DN124951_c2_g1_i3	0.096	0.1227	1.2772
any	unbias	any_unbias	NA	TRINITY_DN124981_c1_g2_i1	0.0178	0.0237	1.328
any	unbias	any_unbias	NA	TRINITY_DN125020_c3_g1_i6	0.0396	0.0633	1.5991
any	unbias	any_unbias	NA	TRINITY_DN125025_c1_g2_i2	0.0235	0.037	1.5736
any	unbias	any_unbias	NA	TRINITY_DN125116_c3_g2_i6	0.0261	0.0321	1.2278
any	unbias	any_unbias	NA	TRINITY_DN125121_c2_g1_i1	0.1438	0.2221	1.5441
any	unbias	any_unbias	NA	TRINITY_DN125136_c1_g1_i2	0.0567	0.0875	1.5443
any	unbias	any_unbias	NA	TRINITY_DN125191_c3_g1_i5	0.1049	0.183	1.7439
any	unbias	any_unbias	NA	TRINITY_DN125214_c2_g1_i9	0.0199	0.0125	0.6258
any	unbias	any_unbias	NA	TRINITY_DN125262_c1_g1_i1	0.0563	0.0644	1.1434
any	unbias	any_unbias	NA	TRINITY_DN125278_c0_g1_i3	0.0736	0.1205	1.6386
any	unbias	any_unbias	NA	TRINITY_DN125306_c0_g1_i2	0.0872	0.1558	1.7862
any	unbias	any_unbias	NA	TRINITY_DN125315_c6_g2_i1	0.0197	0.0186	0.9457
any	unbias	any_unbias	NA	TRINITY_DN125353_c0_g1_i10	0.3628	0.6833	1.8833
any	unbias	any_unbias	NA	TRINITY_DN125358_c4_g1_i1	0.0537	0.0603	1.1239
any	unbias	any_unbias	NA	TRINITY_DN125372_c3_g5_i2	0.0566	0.0834	1.4745
any	unbias	any_unbias	NA	TRINITY_DN125392_c2_g4_i2	0.0799	0.1453	1.8196
any	unbias	any_unbias	NA	TRINITY_DN125442_c2_g1_i4	0.069	0.1013	1.4682
any	unbias	any_unbias	NA	TRINITY_DN125459_c1_g1_i5	0.0227	0.0379	1.6708
any	unbias	any_unbias	NA	TRINITY_DN125484_c0_g1_i6	0.0446	0.0497	1.1144
any	unbias	any_unbias	NA	TRINITY_DN125519_c2_g1_i1	0.0282	0.053	1.8824
any	unbias	any_unbias	NA	TRINITY_DN125549_c2_g1_i1	0.1154	0.2043	1.77
any	unbias	any_unbias	NA	TRINITY_DN125585_c4_g1_i2	0.0905	0.1692	1.8694
any	unbias	any_unbias	NA	TRINITY_DN125598_c0_g1_i2	0.0956	0.1822	1.9067
any	unbias	any_unbias	NA	TRINITY_DN125602_c3_g3_i1	0.1233	0.183	1.4842
any	unbias	any_unbias	NA	TRINITY_DN125608_c0_g1_i2	0.0086	0.0065	0.7621
any	unbias	any_unbias	NA	TRINITY_DN125615_c3_g1_i3	0.0436	0.063	1.447
any	unbias	any_unbias	NA	TRINITY_DN125620_c3_g1_i9	0.0904	0.1168	1.2915
any	unbias	any_unbias	NA	TRINITY_DN125636_c2_g1_i3	0.0616	0.09	1.4619
any	unbias	any_unbias	NA	TRINITY_DN125651_c0_g1_i1	0.056	0.0922	1.6476
any	unbias	any_unbias	NA	TRINITY_DN125667_c2_g1_i2	0.0857	0.1599	1.8649
any	unbias	any_unbias	NA	TRINITY_DN125673_c1_g1_i7	0.0241	0.039	1.6189
any	unbias	any_unbias	NA	TRINITY_DN125698_c3_g1_i4	0.038	0.0409	1.0757
any	unbias	any_unbias	NA	TRINITY_DN125758_c3_g3_i3	0.0035	0.0029	0.8186
any	unbias	any_unbias	NA	TRINITY_DN125797_c6_g1_i4	0.0494	0.0774	1.566
any	unbias	any_unbias	NA	TRINITY_DN125797_c6_g5_i2	0.012	0.0158	1.3219
any	unbias	any_unbias	NA	TRINITY_DN125818_c3_g1_i1	0.0645	0.105	1.6276
any	unbias	any_unbias	NA	TRINITY_DN125827_c4_g1_i3	0.0948	0.1887	1.9909
any	unbias	any_unbias	NA	TRINITY_DN125851_c0_g1_i2	0.0267	0.038	1.4228
any	unbias	any_unbias	NA	TRINITY_DN125897_c0_g1_i2	0.042	0.0459	1.0927
any	unbias	any_unbias	NA	TRINITY_DN125907_c0_g1_i1	0.0381	0.0574	1.5079
any	unbias	any_unbias	NA	TRINITY_DN125942_c0_g1_i1	0.1346	0.2104	1.5627
any	unbias	any_unbias	NA	TRINITY_DN125963_c0_g1_i3	0.0696	0.0952	1.3672
any	unbias	any_unbias	NA	TRINITY_DN126008_c2_g1_i5	0.0226	0.0347	1.5355
any	unbias	any_unbias	NA	TRINITY_DN126018_c5_g1_i3	0.001	0.0016	1.6098
any	unbias	any_unbias	NA	TRINITY_DN126047_c1_g1_i7	0.0615	0.0571	0.9285
any	unbias	any_unbias	NA	TRINITY_DN126063_c3_g3_i2	0.0768	0.1319	1.7171
any	unbias	any_unbias	NA	TRINITY_DN126102_c2_g1_i5	0.0647	0.0923	1.4273
