Gid	gname	chr	start	end	dN_dS	dN	dS
TRINITY_DN126296_c0_g1_i4	ID=Xetrov90002634mgName=parp2]PARP2_MOUSEPARP2_MOUSEQ	Chr01	131017542	131040383	0.1037	0.1925	1.8572
TRINITY_DN126301_c1_g2_i3	ID=Xetrov90002749mgName=fer]FER_CANLFFER_CANLFQ	Chr01	135858059	135942643	0.0508	0.0663	1.3036
TRINITY_DN126305_c6_g1_i1	ID=Xetrov90001997mgName=Xetrov90001997mg]CILP2_HUMANCILP2_HUMANQ	Chr01	101423083	101449889	0.1073	0.1959	1.8253
TRINITY_DN126308_c0_g1_i1	ID=Xetrov90003408mgName=rad17-like]RAD17_PONABRAD17_PONABQ	Chr01	167485640	167498866	0.1094	0.1709	1.5613
TRINITY_DN126327_c1_g2_i14	ID=Xetrov90003439mgName=LOC100135092]RASA1_HUMANRASA1_HUMANQ	Chr01	169808784	169854757	0.0408	0.0422	1.0351
TRINITY_DN126332_c1_g1_i1	ID=Xetrov90003141mgName=orai2]CRCM1_XENLACRCM1_XENLAQ	Chr01	153669594	153676094	0.06	0.0576	0.9602
TRINITY_DN126339_c7_g1_i6	ID=Xetrov90002400mgName=irf9]IRF8_MOUSEIRF8_MOUSEQ	Chr01	127143348	127161385	0.1389	0.2553	1.8377
TRINITY_DN126394_c6_g1_i5	ID=Xetrov90002568mgName=tox4]TOX4_XENTRTOX4_XENTRQ	Chr01	129555702	129567223	0.075	0.0943	1.258
TRINITY_DN126409_c1_g2_i2	ID=Xetrov90002136mgName=c9orf72]CI072_RATCI072_RATQ	Chr01	110233810	110257830	0.0355	0.0559	1.5721
TRINITY_DN126491_c1_g1_i2	ID=Xetrov90002695mgName=sart3]SART3_DANRESART3_DANREQ	Chr01	132846936	132863386	0.0677	0.1045	1.5443
TRINITY_DN126623_c2_g3_i2	ID=Xetrov90002263mgName=tmem2]TMEM2_HUMANTMEM2_HUMANQ	Chr01	118055189	118119760	0.0987	0.1229	1.2449
TRINITY_DN126634_c2_g1_i4	ID=Xetrov90003013mgName=txnrd2]TRXR2_RATTRXR2_RATQ	Chr01	146327214	146380668	0.1016	0.1239	1.2196
TRINITY_DN126707_c3_g1_i6	ID=Xetrov90003048mgName=sfswap]SFSWA_HUMANSFSWA_HUMANQ	Chr01	148348742	148405438	0.1015	0.1511	1.4884
TRINITY_DN126709_c0_g1_i1	ID=Xetrov90001150mgName=aimp1]AIMP1_HUMANAIMP1_HUMANQ	Chr01	62768413	62809992	0.0954	0.1016	1.0649
TRINITY_DN126710_c0_g1_i4	ID=Xetrov90000679mgName=exoc1]EXOC1_HUMANEXOC1_HUMANQ	Chr01	31405894	31437329	0.0241	0.0397	1.646
TRINITY_DN126728_c3_g1_i2	ID=Xetrov90001703mgName=klhl26-like]KLH26_DANREKLH26_DANREQ	Chr01	87859248	87863187	0.0526	0.0656	1.2475
TRINITY_DN126731_c1_g1_i2	ID=Xetrov90000885mgName=sfrp2]SFRP2_CANLFSFRP2_CANLFQ	Chr01	45713108	45722258	0.0409	0.0323	0.7897
TRINITY_DN126794_c1_g1_i3	ID=Xetrov90003219mgName=suds3]SDS3_PONABSDS3_PONABQ	Chr01	156928872	156946340	0.0279	0.0382	1.3713
TRINITY_DN126818_c5_g2_i1	ID=Xetrov90001369mgName=paqr3]PAQR3_MOUSEPAQR3_MOUSEQ	Chr01	75965288	75984135	0.0215	0.0254	1.1831
TRINITY_DN126884_c5_g1_i1	ID=Xetrov90000385mgName=nelfa]NELFA_HUMANNELFA_HUMANQ	Chr01	12542971	12555972	0.0428	0.0521	1.2179
TRINITY_DN126906_c2_g1_i2	ID=Xetrov90000976mgName=clgn-like]CLGN_CANLFCLGN_CANLFQ	Chr01	51220422	51244688	0.0912	0.1477	1.6191
TRINITY_DN126924_c4_g3_i2	ID=Xetrov90002388mgName=sptlc1]SPTC1_BOVINSPTC1_BOVINQ	Chr01	126819515	126856911	0.0239	0.0335	1.4008
TRINITY_DN126936_c2_g4_i1	ID=Xetrov90002763mgName=slco4c1]SO4C1_MOUSESO4C1_MOUSEQ	Chr01	137467781	137496046	0.1421	0.1946	1.3695
TRINITY_DN126954_c1_g1_i1	ID=Xetrov90003527mgName=dimt1]DIM1_HUMANDIM1_HUMANQ	Chr01	176073443	176081769	0.0321	0.0568	1.7702
TRINITY_DN126954_c2_g1_i1	ID=Xetrov90003525mgName=ipo11]IPO11_HUMANIPO11_HUMANQ	Chr01	175963583	176073156	0.0587	0.0833	1.4187
TRINITY_DN126955_c8_g1_i1	ID=Xetrov90001700mgName=crlf1]CRLF1_MOUSECRLF1_MOUSEQ	Chr01	87594384	87670986	0.0587	0.0379	0.6462
TRINITY_DN127055_c0_g2_i3	ID=Xetrov90002253mgName=tjp2]ZO2_HUMANZO2_HUMANQ	Chr01	117168055	117214525	0.08	0.1201	1.5012
TRINITY_DN127079_c1_g1_i2	ID=Xetrov90003379mgName=foxd1]FOXD1_XENTRFOXD1_XENTRQ	Chr01	166530851	166532635	0.0637	0.1118	1.755
TRINITY_DN127086_c4_g2_i1	ID=Xetrov90001806mgName=cds1]CDS1_MOUSECDS1_MOUSEQ	Chr01	92574911	92621684	0.1022	0.1151	1.1264
TRINITY_DN127093_c1_g1_i1	ID=Xetrov90002816mgName=tpst2]TPST2_CHICKTPST2_CHICKQ	Chr01	140271818	140299150	0.0481	0.051	1.0606
TRINITY_DN127096_c7_g1_i1	ID=Xetrov90000658mgName=sgcb]SGCB_BOVINSGCB_BOVINQ	Chr01	30041959	30067766	0.0569	0.0835	1.467
TRINITY_DN127111_c3_g1_i6	ID=Xetrov90001441mgName=sgta]SGTA_BOVINSGTA_BOVINQ	Chr01	80308197	80316362	0.0634	0.1046	1.6501
TRINITY_DN127125_c1_g3_i6	ID=Xetrov90001833mgName=ccni]CCNI_HUMANCCNI_HUMANQ	Chr01	94789672	94825198	0.1931	0.159	0.8231
TRINITY_DN127167_c4_g2_i1	ID=Xetrov90002969mgName=car15]CAH15_MOUSECAH15_MOUSEQ	Chr01	144942381	144953715	0.1303	0.1977	1.5175
TRINITY_DN127170_c2_g1_i2	ID=Xetrov90003209mgName=rfc5]RFC5_MOUSERFC5_MOUSEQ	Chr01	156682095	156704713	0.0391	0.0485	1.2409
TRINITY_DN127170_c3_g1_i4	ID=Xetrov90001297mgName=cers4-like]CERS4_MOUSECERS4_MOUSEQ	Chr01	73803417	73840371	0.1073	0.1978	1.8433
TRINITY_DN127187_c6_g2_i1	ID=Xetrov90003712mgName=lman1]LMAN1_MOUSELMAN1_MOUSEQ	Chr01	188111030	188133224	0.0695	0.1314	1.8894
TRINITY_DN127188_c0_g1_i7	ID=Xetrov90002597mgName=pnp]PNPH_BOVINPNPH_BOVINQ	Chr01	130312418	130328781	0.105	0.1693	1.6127
TRINITY_DN127203_c7_g1_i7	ID=Xetrov90002337mgName=fam175a]F175A_XENTRF175A_XENTRQ	Chr01	123992821	124005175	0.1546	0.2737	1.7699
TRINITY_DN127236_c4_g1_i10	ID=Xetrov90002674mgName=cabp7]CABP7_RATCABP7_RATQ	Chr01	132254155	132304680	0.0091	0.0086	0.9476
TRINITY_DN127287_c2_g2_i1	ID=Xetrov90002383mgName=auh]AUHM_MOUSEAUHM_MOUSEQ	Chr01	126397660	126536355	0.0846	0.0819	0.9674
TRINITY_DN127389_c6_g1_i1	ID=Xetrov90002023mgName=ncln]NCLN_HUMANNCLN_HUMANQ	Chr01	102251284	102262757	0.0475	0.0553	1.1643
TRINITY_DN127391_c4_g1_i2	ID=Xetrov90000461mgName=fbxl5]FBXL5_XENLAFBXL5_XENLAQ	Chr01	16988064	17003500	0.1245	0.1436	1.1541
TRINITY_DN127397_c0_g2_i1	ID=Xetrov90003642mgName=ranbp3l-like]RNB3L_HUMANRNB3L_HUMANQ	Chr01	183953687	183988555	0.1846	0.3355	1.8172
TRINITY_DN127403_c4_g1_i3	ID=Xetrov90000751mgName=casp3]CASP3_XENLACASP3_XENLAQ	Chr01	35599082	35625853	0.108	0.1535	1.4208
TRINITY_DN127408_c0_g1_i2	ID=Xetrov90000313mgName=cct7]TCPH_CHICKTCPH_CHICKQ	Chr01	10430696	10441144	0.0236	0.0371	1.5701
TRINITY_DN127414_c0_g1_i3	ID=Xetrov90001178mgName=manba-like]MANBA_HUMANMANBA_HUMANQ	Chr01	64203660	64222277	0.1484	0.2551	1.719
TRINITY_DN127462_c2_g2_i4	ID=Xetrov90002330mgName=fancc]FANCC_HUMANFANCC_HUMANQ	Chr01	123494974	123562619	0.2927	0.3213	1.0977
TRINITY_DN127508_c4_g2_i2	ID=Xetrov90003311mgName=commd10]COMDA_HUMANCOMDA_HUMANQ	Chr01	163212991	163233891	0.0879	0.0902	1.0268
TRINITY_DN127523_c0_g1_i2	ID=Xetrov90000255mgName=LOC101732970]ANR53_HUMANANR53_HUMANQ	Chr01	8176111	8179579	0.3017	0.4413	1.4626
TRINITY_DN127564_c2_g1_i19	ID=Xetrov90001474mgName=Xetrov90001474mg]GPX4_CALJAGPX4_CALJAQ	Chr01	81284059	81292209	0.0344	0.0418	1.2157
TRINITY_DN127587_c0_g2_i9	ID=Xetrov90002118mgName=klf4]KLF4_MOUSEKLF4_MOUSEQ	Chr01	108567020	108576604	0.1295	0.1154	0.8906
TRINITY_DN127591_c3_g1_i1	ID=Xetrov90000760mgName=ing2]ING2_HUMANING2_HUMANQ	Chr01	35947272	35950455	0.0742	0.1057	1.4253
TRINITY_DN127625_c4_g2_i1	ID=Xetrov90001580mgName=lsm4]LSM4_HUMANLSM4_HUMANQ	Chr01	84349586	84364465	0.0112	0.0195	1.7438
TRINITY_DN127651_c1_g1_i2	ID=Xetrov90000531mgName=ppargc1a]PRGC1_PIGPRGC1_PIGQ	Chr01	22008831	22063035	0.132	0.0802	0.6077
TRINITY_DN127656_c7_g1_i5	ID=Xetrov90002805mgName=crybb2]CRBB2_LITCTCRBB2_LITCTQ	Chr01	139297946	139305895	0.1102	0.0602	0.5468
TRINITY_DN127656_c7_g2_i2	ID=Xetrov90002804mgName=crybb3]CRBB3_MOUSECRBB3_MOUSEQ	Chr01	139272933	139286386	0.0476	0.053	1.1128
TRINITY_DN127675_c5_g3_i1	ID=Xetrov90001933mgName=ocel1]MALD2_XENTRMALD2_XENTRQ	Chr01	99481568	99488919	0.156	0.2508	1.6081
TRINITY_DN127688_c2_g1_i4	ID=Xetrov90002409mgName=dcaf11]DCA11_RATDCA11_RATQ	Chr01	127254242	127267702	0.0603	0.0817	1.3556
TRINITY_DN127749_c1_g1_i3	ID=Xetrov90001066mgName=hadh]HCDH_PIGHCDH_PIGQ	Chr01	57549002	57560785	0.0347	0.0636	1.8345
TRINITY_DN127828_c0_g1_i2	ID=Xetrov90002977mgName=LOC100492311-like]CLH1_MOUSECLH1_MOUSEQ	Chr01	145104510	145173028	0.0111	0.018	1.6209
TRINITY_DN127836_c2_g1_i2	ID=Xetrov90000418mgName=smyd1]SMYD1_HUMANSMYD1_HUMANQ	Chr01	15203364	15225513	0.0629	0.103	1.6369
TRINITY_DN127871_c4_g1_i2	ID=Xetrov90001871mgName=LOC100487354]TSCOT_CANLFTSCOT_CANLFQ	Chr01	96280632	96284241	0.1531	0.2898	1.893
TRINITY_DN127902_c0_g1_i1	ID=Xetrov90002360mgName=LOC100216076]MF14A_HUMANMF14A_HUMANQ	Chr01	125274335	125312059	0.0536	0.0636	1.1876
TRINITY_DN127909_c5_g2_i2	ID=Xetrov90000883mgName=plrg1]PLRG1_BOVINPLRG1_BOVINQ	Chr01	45313874	45334606	0.0289	0.0285	0.9864
TRINITY_DN127914_c0_g1_i6	ID=Xetrov90001433mgName=pigg-like]PIGG_HUMANPIGG_HUMANQ	Chr01	80113835	80137125	0.098	0.1498	1.528
TRINITY_DN127931_c2_g1_i2	ID=Xetrov90003139mgName=tmem120b]T12BB_XENLAT12BB_XENLAQ	Chr01	153609208	153629241	0.0503	0.0584	1.1615
TRINITY_DN127942_c0_g1_i2	ID=Xetrov90001497mgName=pgpep1]PGPI_RATPGPI_RATQ	Chr01	82082017	82092430	0.0805	0.1385	1.7216
TRINITY_DN127954_c0_g1_i2	ID=Xetrov90002396mgName=tm9sf1-like]TM9S1_MOUSETM9S1_MOUSEQ	Chr01	127058796	127063371	0.0346	0.0481	1.3891
TRINITY_DN127958_c2_g1_i1	ID=Xetrov90001470mgName=hmha1]HMHA1_XENLAHMHA1_XENLAQ	Chr01	81200285	81249701	0.0921	0.1504	1.6335
TRINITY_DN127978_c6_g1_i3	ID=Xetrov90003171mgName=atxn2]ATX2_MOUSEATX2_MOUSEQ	Chr01	154471748	154525434	0.0648	0.0733	1.1309
TRINITY_DN128047_c1_g1_i2	ID=Xetrov90000408mgName=fgfrl1]FGRL1_CHICKFGRL1_CHICKQ	Chr01	14724047	14773338	0.0273	0.0512	1.873
TRINITY_DN128055_c0_g1_i2	ID=Xetrov90001179mgName=nfkb1]NFKB1_CHICKNFKB1_CHICKQ	Chr01	64228708	64277836	0.0939	0.1619	1.7245
TRINITY_DN128160_c2_g2_i11	ID=Xetrov90000646mgName=tec]TEC_HUMANTEC_HUMANQ	Chr01	29623054	29664884	0.0511	0.0923	1.8041
TRINITY_DN128163_c0_g1_i3	ID=Xetrov90001702mgName=tmem59l]TMM59_MOUSETMM59_MOUSEQ	Chr01	87808570	87840960	0.0928	0.1126	1.2141
TRINITY_DN128164_c0_g1_i2	ID=Xetrov90003574mgName=skiv2l2-like]SK2L2_MOUSESK2L2_MOUSEQ	Chr01	178712368	178776173	0.028	0.051	1.8235
TRINITY_DN128165_c5_g3_i1	ID=Xetrov90001568mgName=mob3a]MOB3A_HUMANMOB3A_HUMANQ	Chr01	83845067	83857436	0.0117	0.0205	1.7502
TRINITY_DN128172_c0_g1_i3	ID=Xetrov90000690mgName=ppat]PUR1_CHICKPUR1_CHICKQ	Chr01	31660752	31677145	0.0338	0.054	1.5991
TRINITY_DN128176_c6_g1_i3	ID=Xetrov90003088mgName=eif2b1]EI2BA_MACFAEI2BA_MACFAQ	Chr01	152378996	152385738	0.0462	0.0683	1.4786
TRINITY_DN128198_c6_g1_i5	ID=Xetrov90001421mgName=tcf3]TFE2_XENLATFE2_XENLAQ	Chr01	79654994	79719338	0.1014	0.1213	1.1953
TRINITY_DN128238_c4_g2_i3	ID=Xetrov90003794mgName=smad2]SMAD2_HUMANSMAD2_HUMANQ	Chr01	192659496	192694550	0.0031	0.0031	1.0063
TRINITY_DN128239_c6_g1_i2	ID=Xetrov90003271mgName=c5orf48]TEX43_BOVINTEX43_BOVINQ	Chr01	159749929	159753130	0.3247	0.2943	0.9061
TRINITY_DN128244_c0_g1_i1	ID=Xetrov90003070mgName=LOC734015]DHX37_HUMANDHX37_HUMANQ	Chr01	151510761	151533529	0.0685	0.1129	1.6491
TRINITY_DN128251_c4_g1_i2	ID=Xetrov90003134mgName=wdr66]WDR66_HUMANWDR66_HUMANQ	Chr01	153461529	153490778	0.1486	0.2044	1.3756
TRINITY_DN128254_c4_g1_i2	ID=Xetrov90002708mgName=sdsl]SDSL_MOUSESDSL_MOUSEQ	Chr01	133730878	133757001	0.084	0.162	1.9283
TRINITY_DN128265_c3_g3_i5	ID=Xetrov90000578mgName=klhl5-like]KLHL5_HUMANKLHL5_HUMANQ	Chr01	26330435	26359390	0.0358	0.0553	1.5441
TRINITY_DN128284_c1_g1_i2	ID=Xetrov90002942mgName=smarcb1]SNF5_XENLASNF5_XENLAQ	Chr01	144686502	144703824	0.0059	0.007	1.1782
TRINITY_DN128313_c0_g1_i1	ID=Xetrov90002242mgName=LOC100486127-like]CP2J6_MOUSECP2J6_MOUSEQ	Chr01	116814354	116821236	0.1476	0.2426	1.6441
TRINITY_DN128343_c3_g2_i2	ID=Xetrov90001838mgName=tmod1-like]TMOD1_MOUSETMOD1_MOUSEQ	Chr01	95145290	95157653	0.049	0.0716	1.4617
TRINITY_DN128372_c0_g1_i5	ID=Xetrov90002869mgName=rnf10]RNF10_XENLARNF10_XENLAQ	Chr01	143248542	143269274	0.0949	0.1317	1.3882
TRINITY_DN128425_c4_g1_i1	ID=Xetrov90002427mgName=zfhx2-like]ZFHX2_HUMANZFHX2_HUMANQ	Chr01	127716566	127737102	0.1228	0.1989	1.6199
TRINITY_DN128473_c3_g1_i1	ID=Xetrov90000400mgName=uvssa]UVSSA_XENTRUVSSA_XENTRQ	Chr01	13985998	14024044	0.1013	0.1874	1.8497
TRINITY_DN128501_c2_g1_i1	ID=Xetrov90002970mgName=dgcr2]IDD_HUMANIDD_HUMANQ	Chr01	144962925	144987677	0.0464	0.0548	1.1806
TRINITY_DN128528_c3_g1_i3	ID=Xetrov90001717mgName=rasgef1b]RGF1B_XENTRRGF1B_XENTRQ	Chr01	88441809	88470876	0.027	0.0393	1.4555
TRINITY_DN128541_c5_g2_i1	ID=Xetrov90002296mgName=cep78]CEP78_XENTRCEP78_XENTRQ	Chr01	120315587	120342619	0.1539	0.212	1.3774
TRINITY_DN128542_c3_g2_i2	ID=Xetrov90001187mgName=ddit4l]DDT4L_PONABDDT4L_PONABQ	Chr01	64930595	64931500	0.1517	0.2686	1.7707
TRINITY_DN128588_c4_g1_i1	ID=Xetrov90001753mgName=LOC100496655]SARAF_XENLASARAF_XENLAQ	Chr01	90067561	90074145	0.1061	0.1898	1.7888
TRINITY_DN128607_c5_g1_i1	ID=Xetrov90002113mgName=tmem38b]T38BB_XENLAT38BB_XENLAQ	Chr01	108142570	108157146	0.1712	0.2231	1.3031
TRINITY_DN128609_c1_g4_i1	ID=Xetrov90003179mgName=tmem116]TM116_DANRETM116_DANREQ	Chr01	154948960	154966453	0.2389	0.3862	1.6165
TRINITY_DN128650_c0_g1_i3	ID=Xetrov90003473mgName=rfesd-like]RFESD_HUMANRFESD_HUMANQ	Chr01	172602337	172606934	0.1514	0.2357	1.5568
TRINITY_DN128675_c3_g3_i5	ID=Xetrov90003420mgName=ssbp2]SSBP2_HUMANSSBP2_HUMANQ	Chr01	167954422	168055938	0.0128	0.0091	0.71
TRINITY_DN128709_c3_g1_i2	ID=Xetrov90001189mgName=h2afz]H2AZL_XENTRH2AZL_XENTRQ	Chr01	65008501	65013205	0.0272	0.0401	1.4759
TRINITY_DN128732_c0_g1_i3	ID=Xetrov90000851mgName=etfdh]ETFD_PIGETFD_PIGQ	Chr01	43724131	43741890	0.0532	0.0742	1.3959
TRINITY_DN128741_c0_g1_i6	ID=Xetrov90003572mgName=Xetrov90003572mg]PLPP1_HUMANPLPP1_HUMANQ	Chr01	178656582	178713358	0.0623	0.0724	1.1632
TRINITY_DN128745_c1_g3_i3	ID=Xetrov90003084mgName=atp6v0a2]VPP2_HUMANVPP2_HUMANQ	Chr01	152279891	152311200	0.0813	0.1313	1.6139
TRINITY_DN128761_c0_g1_i1	ID=Xetrov90001920mgName=LOC100494497]ENP1_TORCAENP1_TORCAQ	Chr01	98837770	98845872	0.1196	0.2344	1.9602
TRINITY_DN128796_c6_g1_i7	ID=Xetrov90002405mgName=emc9-like]EMC9_MOUSEEMC9_MOUSEQ	Chr01	127225501	127231809	0.0987	0.1458	1.4775
TRINITY_DN128814_c2_g2_i6	ID=Xetrov90001452mgName=rps15]RS15_XENLARS15_XENLAQ	Chr01	80522220	80526277	0.0021	0.0037	1.7478
TRINITY_DN128824_c5_g1_i1	ID=Xetrov90003611mgName=LOC100490930]CE028_XENLACE028_XENLAQ	Chr01	182019902	182023215	0.06	0.0777	1.2952
TRINITY_DN128839_c0_g1_i1	ID=Xetrov90001145mgName=dkk2]DKK2_MOUSEDKK2_MOUSEQ	Chr01	62532686	62589744	0.1006	0.115	1.1433
TRINITY_DN128870_c4_g4_i2	ID=Xetrov90003514mgName=trim23]TRI23_MOUSETRI23_MOUSEQ	Chr01	175024225	175036109	0.0167	0.0207	1.241
TRINITY_DN128905_c1_g1_i5	ID=Xetrov90002348mgName=cdc14b]CC14A_HUMANCC14A_HUMANQ	Chr01	124060262	124084732	0.1117	0.1291	1.1562
TRINITY_DN129005_c0_g1_i6	ID=Xetrov90000456mgName=prom1]PRM1A_DANREPRM1A_DANREQ	Chr01	16833401	16902042	0.0826	0.121	1.4647
TRINITY_DN129018_c2_g1_i3	ID=Xetrov90003785mgName=Xetrov90003785mg]DYM_XENLADYM_XENLAQ	Chr01	192377329	192452220	0.0461	0.0859	1.8645
TRINITY_DN129042_c0_g1_i7	ID=Xetrov90003801mgName=katnal2]KATL2_XENTRKATL2_XENTRQ	Chr01	193108413	193131472	0.0484	0.0824	1.7044
TRINITY_DN129092_c1_g2_i3	ID=Xetrov90002913mgName=snrpd3]SMD3_XENLASMD3_XENLAQ	Chr01	144097371	144103066	0.001	0.0011	1.1051
TRINITY_DN129100_c1_g3_i2	ID=Xetrov90003118mgName=zcchc8]ZCHC8_PONABZCHC8_PONABQ	Chr01	153110233	153130102	0.1232	0.2272	1.8438
TRINITY_DN129155_c0_g2_i6	ID=Xetrov90003458mgName=nr2f1]N2F1A_DANREN2F1A_DANREQ	Chr01	171601333	171612702	0.005	0.0042	0.8413
TRINITY_DN129186_c2_g1_i1	ID=Xetrov90002881mgName=Xetrov90002881mg]RN185_MOUSERN185_MOUSEQ	Chr01	143481864	143488212	0.0186	0.0256	1.3721
TRINITY_DN129220_c0_g1_i1	ID=Xetrov90002660mgName=sec14l3]S14L2_RATS14L2_RATQ	Chr01	131870504	131894434	0.052	0.0877	1.6866
TRINITY_DN129238_c0_g1_i8	ID=Xetrov90002566mgName=mettl3]MTA70_MOUSEMTA70_MOUSEQ	Chr01	129543285	129555605	0.0462	0.0709	1.5355
TRINITY_DN129247_c0_g1_i1	ID=Xetrov90000970mgName=rnf150]RN150_HUMANRN150_HUMANQ	Chr01	50883857	50965078	0.0657	0.0633	0.9634
TRINITY_DN129259_c3_g4_i1	ID=Xetrov90001561mgName=plekhj1]PKHJ1_XENTRPKHJ1_XENTRQ	Chr01	83634649	83645782	0.0458	0.0809	1.7672
TRINITY_DN129263_c2_g1_i5	ID=Xetrov90001476mgName=tmem259]MBRL_HUMANMBRL_HUMANQ	Chr01	81416115	81438310	0.0413	0.0663	1.6069
TRINITY_DN129276_c5_g1_i1	ID=Xetrov90001859mgName=ugcg]CEGT_XENTRCEGT_XENTRQ	Chr01	95778004	95806065	0.0181	0.0231	1.2742
TRINITY_DN129325_c1_g3_i1	ID=Xetrov90003314mgName=ap3s1]AP3S1_MOUSEAP3S1_MOUSEQ	Chr01	163300087	163334222	0.0044	0.0044	0.997
TRINITY_DN129441_c2_g2_i3	ID=Xetrov90001300mgName=sppl2b]SPP2B_CHICKSPP2B_CHICKQ	Chr01	73880850	73935527	0.0713	0.113	1.5862
TRINITY_DN129444_c3_g1_i3	ID=Xetrov90002180mgName=zdhhc21]ZDH21_PONABZDH21_PONABQ	Chr01	111993185	112012872	0.0814	0.0565	0.694
TRINITY_DN129450_c4_g1_i2	ID=Xetrov90003359mgName=poc5-like]POC5_XENLAPOC5_XENLAQ	Chr01	165422580	165442589	0.1683	0.2004	1.1909
TRINITY_DN129455_c2_g2_i5	ID=Xetrov90003213mgName=vsig10]VSI10_XENLAVSI10_XENLAQ	Chr01	156752619	156762437	0.326	0.5009	1.5368
TRINITY_DN129482_c0_g1_i3	ID=Xetrov90000457mgName=fgfbp2]FGFP2_CHICKFGFP2_CHICKQ	Chr01	16906025	16910204	0.157	0.2731	1.7389
TRINITY_DN129494_c2_g3_i1	ID=Xetrov90003644mgName=nadk2]NAKD2_XENTRNAKD2_XENTRQ	Chr01	183992568	184017173	0.0629	0.0937	1.4897
TRINITY_DN129509_c4_g2_i1	ID=Xetrov90002736mgName=apc]APC_XENLAAPC_XENLAQ	Chr01	134763527	134828878	0.0614	0.1184	1.9278
TRINITY_DN129549_c4_g1_i4	ID=Xetrov90001840mgName=ncbp1]NBP1A_XENLANBP1A_XENLAQ	Chr01	95179418	95202877	0.0414	0.0639	1.5439
TRINITY_DN129559_c2_g2_i1	ID=Xetrov90001682mgName=rnf126]RN126_XENTRRN126_XENTRQ	Chr01	86710924	86734485	0.0705	0.0691	0.981
TRINITY_DN129624_c7_g1_i4	ID=Xetrov90001783mgName=sec31a]SC31A_HUMANSC31A_HUMANQ	Chr01	91624136	91690979	0.1005	0.1334	1.3282
TRINITY_DN129666_c1_g1_i2	ID=Xetrov90002209mgName=Xetrov90002209mg]RCL1_MOUSERCL1_MOUSEQ	Chr01	115032146	115056173	0.0407	0.0631	1.5502
TRINITY_DN129675_c0_g1_i1	ID=Xetrov90001302mgName=tmprss9]TMPS9_RATTMPS9_RATQ	Chr01	73951201	73998651	0.0791	0.0981	1.2415
TRINITY_DN129683_c0_g1_i1	ID=Xetrov90000888mgName=kiaa0922-like]T131L_HUMANT131L_HUMANQ	Chr01	45783941	45859139	0.1757	0.2051	1.1671
TRINITY_DN129829_c0_g1_i2	ID=Xetrov90001801mgName=LOC100485787]GPAT3_XENLAGPAT3_XENLAQ	Chr01	91817278	91864721	0.0733	0.0996	1.3588
TRINITY_DN129840_c1_g3_i4	ID=Xetrov90001863mgName=ptbp3]PTBP3_HUMANPTBP3_HUMANQ	Chr01	95962064	96023987	0.0514	0.0465	0.9051
TRINITY_DN129870_c2_g1_i11	ID=Xetrov90002669mgName=mtmr3]MTMR3_HUMANMTMR3_HUMANQ	Chr01	132148616	132204829	0.0744	0.1043	1.4034
TRINITY_DN129949_c0_g1_i1	ID=Xetrov90003181mgName=naa25]NAA25_HUMANNAA25_HUMANQ	Chr01	155058146	155089591	0.0811	0.0986	1.2156
TRINITY_DN129959_c1_g7_i2	ID=Xetrov90003291mgName=snx24]SNX24_HUMANSNX24_HUMANQ	Chr01	160897943	160969781	0.0716	0.0933	1.3032
TRINITY_DN129979_c0_g1_i2	ID=Xetrov90003649mgName=nipbl]NIPBL_HUMANNIPBL_HUMANQ	Chr01	184093608	184180218	0.0394	0.0605	1.5362
TRINITY_DN130024_c3_g2_i2	ID=Xetrov90003162mgName=pptc7]PPTC7_XENLAPPTC7_XENLAQ	Chr01	154213561	154242187	0.0091	0.0077	0.8488
TRINITY_DN130064_c1_g1_i2	ID=Xetrov90001243mgName=LOC100487567-like]PPM1K_XENLAPPM1K_XENLAQ	Chr01	69722063	69733333	0.0589	0.0885	1.5017
TRINITY_DN130075_c7_g1_i1	ID=Xetrov90000806mgName=nek1]NEK1_HUMANNEK1_HUMANQ	Chr01	40766102	40824255	0.1069	0.156	1.459
TRINITY_DN130090_c0_g1_i5	ID=Xetrov90002837mgName=hscb]HSC20_HUMANHSC20_HUMANQ	Chr01	141921629	141929923	0.1619	0.3095	1.9112
TRINITY_DN130098_c0_g1_i4	ID=Xetrov90000776mgName=wdr17-like]WDR17_HUMANWDR17_HUMANQ	Chr01	38582869	38635473	0.0194	0.0244	1.259
TRINITY_DN130262_c0_g1_i1	ID=Xetrov90003313mgName=LOC100496094]AMPQ_HUMANAMPQ_HUMANQ	Chr01	163253604	163283889	0.1679	0.2744	1.6339
TRINITY_DN130282_c1_g1_i1	ID=Xetrov90003753mgName=mbd2]MBD2_HUMANMBD2_HUMANQ	Chr01	190347040	190388678	0.0574	0.0697	1.2158
TRINITY_DN130316_c1_g3_i1	ID=Xetrov90001963mgName=klf2]KLF2_HUMANKLF2_HUMANQ	Chr01	100271353	100274957	0.0889	0.1226	1.3783
TRINITY_DN130328_c0_g2_i3	ID=Xetrov90003580mgName=LOC100145599]GPX8B_XENLAGPX8B_XENLAQ	Chr01	178928228	178936012	0.1028	0.1718	1.672
TRINITY_DN130332_c6_g1_i1	ID=Xetrov90001837mgName=tdrd7]TDRD7_XENTRTDRD7_XENTRQ	Chr01	95091536	95132870	0.1265	0.2098	1.658
