gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	logFC.XY43.XYa43	logFC.XYa43.F43	logFC.M43.F43	PV.XY43.XX43	PV.XY43.XYa43	PV.XYa43.F43	PV.M43.F43	FDR.XY43.XX43	FDR.XY43.XYa43	FDR.XYa43.F43	FDR.M43.F43	Tv1_431	Tv1_432	Tv2_431	Tv3_431	Tv5_431	Tv5_432	Tv5_433	Tv5_434	Tv6_431	Tv6_432	Tv6_433
TRINITY_DN139908_c0_g2_i1	ID=Xetrov90023304mgName=nme4]NDKM_HUMANNDKM_HUMANQ	Chr09	15200553	15200553	3.131528352	-2.293675246	-1.965359917	-0.328315329	-2.129517582	8.77E-05	0.000495332	0.408218658	0.000113158	0.010802826	0.069614008	0.999972759	0.020573388	2.671062065	0.892607933	3.81986775	1.538666283	2.640119068	2.343278231	3.635504601	2.678750689	3.778587407	3.858545907	3.672721245
TRINITY_DN139917_c10_g1_i2	ID=Xetrov90022549mgName=LOC101733085-like]ZO84_XENLAZO84_XENLAQ	Chr09	475181	475181	2.187192951	-0.589048751	-1.024611202	0.43556245	-0.806829977	0.28016042	0.058218818	0.28874583	0.113035106	0.972677011	0.808071591	0.999972759	0.787499825	2.124763564	1.24762839	3.534145821	1.664149731	2.048422108	1.748162248	2.363700442	2.049701725	2.15568493	1.643154264	2.05123989
TRINITY_DN139963_c5_g1_i3	ID=Xetrov90023313mgName=plk1]PLK1_XENTRPLK1_XENTRQ	Chr09	15428870	15428870	5.350562757	-1.496480415	-1.13108245	-0.365397964	-1.313781432	0.000558293	0.00646449	0.239643584	0.001102624	0.026680998	0.292701903	0.999972759	0.064631526	4.952466199	3.972755353	5.47982216	4.418592691	4.822853263	5.256158307	6.14946171	5.353237224	5.586715396	5.780722671	5.772955945
TRINITY_DN139987_c2_g2_i1	ID=Xetrov90024540mgName=LOC100487091-like]ZFN2B_HUMANZFN2B_HUMANQ	Chr09	78673304	78673304	1.199510516	-0.206390155	-0.551723305	0.34533315	-0.37905673	0.734720698	0.355391203	0.458473767	0.498249465	0.999969	1	0.999972759	0.999992197	0.653423057	0.470552004	2.484870934	1.166864904	1.028028033	1.3228993	1.285516934	0.24518196	1.209831557	0.810155518	1.088465759
TRINITY_DN140050_c0_g1_i2	ID=Xetrov90024333mgName=cobll1]COBL1_HUMANCOBL1_HUMANQ	Chr09	65672097	65672097	5.44273882	-0.2445057	-0.365977133	0.121471433	-0.305241416	0.486647198	0.285260328	0.65245407	0.342563081	0.999969	1	0.999972759	0.999992197	5.641664656	5.156493695	5.67357792	5.206704463	5.286856354	5.532804563	5.337099368	5.49282995	5.376874623	5.564832106	5.498494709
TRINITY_DN140121_c0_g2_i1	ID=Xetrov90023232mgName=MGC145244]THAP6_HUMANTHAP6_HUMANQ	Chr09	13324446	13324446	1.952106395	-0.546286655	-0.635196718	0.088910063	-0.590741687	0.281146893	0.197943494	0.81508988	0.205778623	0.974208989	1	0.999972759	0.948140267	1.747380863	1.578534974	2.499491335	1.327252047	1.574500549	1.687498763	1.652240127	1.462522177	2.61070007	2.357806408	2.239163463
TRINITY_DN140200_c0_g3_i1	ID=Xetrov90023312mgName=ern2]ERN2_HUMANERN2_HUMANQ	Chr09	15406472	15406472	2.89026067	0.013653285	-0.052919279	0.066572564	-0.019632997	0.973786561	0.895315242	0.836030243	0.958369431	0.999969	1	0.999972759	0.999992197	3.255165021	2.785560481	2.370223348	2.949244205	2.710803275	3.030873319	2.838056875	3.009621433	2.815034679	2.854737442	3.010304574
TRINITY_DN140233_c3_g1_i2	ID=Xetrov90023252mgName=mlst8]LST8_XENLALST8_XENLAQ	Chr09	13557905	13557905	4.631654187	-0.279348406	-0.497628138	0.218279732	-0.388488272	0.472389078	0.191233367	0.463881174	0.276914752	0.999969	1	0.999972759	0.999992197	4.367768804	4.320901784	5.356748739	4.266103383	4.388618042	4.348613586	4.7573545	4.459633467	5.097906052	4.593887402	4.524068299
TRINITY_DN140374_c1_g1_i3	ID=Xetrov90023289mgName=trap1-like]TRAP1_MOUSETRAP1_MOUSEQ	Chr09	14796782	14796782	4.963911983	-0.3051046	-0.063917015	-0.241187585	-0.184510807	0.410022213	0.856956086	0.39302598	0.581920724	0.999969	1	0.999972759	0.999992197	5.062495479	4.999705177	4.61633654	4.612062716	4.597038148	4.827630077	4.998043104	4.953006643	4.914953976	5.301243268	5.45445503
TRINITY_DN140386_c1_g1_i9	ID=Xetrov90023587mgName=brat1]BRAT1_HUMANBRAT1_HUMANQ	Chr09	25873700	25873700	2.631272283	-0.959772856	-0.707346182	-0.252426674	-0.833559519	0.031721761	0.09997943	0.44154399	0.042909699	0.399967877	0.991477551	0.999972759	0.505672866	2.467919204	1.601103639	2.782562799	2.197966882	2.471230668	2.419861328	2.849399793	2.777277368	2.670422526	2.896174934	3.22251544
TRINITY_DN140392_c1_g1_i12	ID=Xetrov90024262mgName=itga6]ITA6_CHICKITA6_CHICKQ	Chr09	62129173	62129173	2.83925089	0.356794401	0.595265324	-0.238470923	0.476029863	0.51919508	0.259388746	0.582762805	0.331351561	0.999969	1	0.999972759	0.999992197	3.451802997	2.834001673	2.708988561	3.521752841	2.261198348	2.757475491	2.978983281	2.280652905	0.964722314	2.602746757	3.379202328
TRINITY_DN140411_c2_g2_i2	ID=Xetrov90023163mgName=LOC101733400]MSLNL_HUMANMSLNL_HUMANQ	Chr09	10833307	10833307	5.637140229	-0.718774753	-0.84801429	0.129239537	-0.783394522	0.178065659	0.105019088	0.747217554	0.113910044	0.874999301	1	0.999972759	0.788224673	4.993454314	4.921162984	5.776207001	5.000557957	4.098222449	6.33765944	5.827588016	6.259334837	5.167953493	6.150718188	5.907727332
TRINITY_DN140443_c0_g2_i1	ID=Xetrov90024468mgName=thsd7b-like]THS7B_HUMANTHS7B_HUMANQ	Chr09	76325797	76325797	2.555206129	0.285731728	0.211935056	0.073796672	0.248833392	0.51382775	0.615582741	0.82935284	0.525990914	0.999969	1	0.999972759	0.999992197	2.393309281	2.899197858	2.689993408	2.586735297	2.58096731	2.158954326	2.273951368	2.113217923	3.097692096	2.430119486	2.564535013
TRINITY_DN140518_c0_g1_i8	ID=Xetrov90023622mgName=Xetrov90023622mg]MRP1_CHICKMRP1_CHICKQ	Chr09	28010260	28010260	3.134261662	-1.225102719	-0.825418144	-0.399684575	-1.025260432	0.014092332	0.083561538	0.269252718	0.025911859	0.24270462	0.941730832	0.999972759	0.381443365	2.671062065	2.008135856	3.332523698	2.479841268	2.710803275	2.303406203	3.757925529	3.023857623	3.677422705	3.674317344	3.561365733
TRINITY_DN140519_c1_g2_i3	ID=Xetrov90024290mgName=ubr3]UBR3_HUMANUBR3_HUMANQ	Chr09	63173517	63173517	3.93795779	0.097817176	0.264732219	-0.166915043	0.181274697	0.78548781	0.441918277	0.549530878	0.573319259	0.999969	1	0.999972759	0.999992197	4.220177348	4.222440333	3.498198384	3.942959032	3.918755508	3.767981121	3.870766	3.637615	3.903303651	4.181234489	3.97812566
TRINITY_DN140631_c1_g1_i1	ID=Xetrov90023338mgName=hn1l]HN1L_MOUSEHN1L_MOUSEQ	Chr09	15737579	15737579	2.7956204	-0.243138899	-0.167979103	-0.075159796	-0.205559001	0.619909424	0.722399904	0.841160706	0.644353798	0.999969	1	0.999972759	0.999992197	3.186125056	2.378468625	3.163800274	2.840447491	2.487427689	2.319487488	2.455632986	1.861716983	3.017173921	3.157038877	3.216135503
TRINITY_DN140644_c0_g1_i2	ID=Xetrov90024358mgName=ly75]LY75_HUMANLY75_HUMANQ	Chr09	67919858	67919858	0.372064728	0.109501529	0.708205359	-0.59870383	0.408853444	0.861125013	0.233332932	0.222802057	0.46074063	0.999969	1	0.999972759	0.999992197	0.547310576	-0.557868214	-0.029988416	1.327252047	0.178171892	-0.029000171	-0.130093866	-0.39725453	-0.121763268	0.720724746	1.221821814
TRINITY_DN140711_c0_g1_i2	ID=Xetrov90023119mgName=rai1-like]RAI1_HUMANRAI1_HUMANQ	Chr09	9628793	9628793	5.728484271	0.092065738	0.031296679	0.060769059	0.061681208	0.80492539	0.930864826	0.833967302	0.854563728	0.999969	1	0.999972759	0.999992197	5.950900972	5.754460081	5.990605539	5.796371541	5.337995112	5.709474022	5.769810465	5.56437541	5.426214353	5.771010079	5.807316901
TRINITY_DN140765_c1_g1_i2	ID=Xetrov90024490mgName=znf142]ZN142_HUMANZN142_HUMANQ	Chr09	77204517	77204517	2.066150641	-0.538550601	-0.358070847	-0.180479754	-0.448310724	0.236961843	0.414152098	0.597026086	0.281259217	0.941660685	1	0.999972759	0.999992197	1.862481871	1.769968318	2.378156568	1.633787184	2.091444229	1.998413103	2.196126285	1.476391368	2.358116893	2.098546888	2.502973029
TRINITY_DN140848_c5_g1_i2	ID=Xetrov90023970mgName=eef1b2]EF1B_XENLAEF1B_XENLAQ	Chr09	48465675	48465675	9.611596071	-0.016121132	0.021941408	-0.03806254	0.002910138	0.957419216	0.939937285	0.87057401	0.991483333	0.999969	1	0.999972759	0.999992197	9.543296551	9.64150241	9.68329895	9.589246261	9.502422174	9.619058148	9.76837839	9.699069086	9.403735349	9.594231415	9.648959301
TRINITY_DN140904_c1_g1_i2	ID=Xetrov90024553mgName=rab3gap1]RB3GP_XENLARB3GP_XENLAQ	Chr09	79014539	79014539	4.117180306	0.299303577	0.25663663	0.042666947	0.277970104	0.421254818	0.47445357	0.883661147	0.404153543	0.999969	1	0.999972759	0.999992197	4.604451282	4.490665884	3.868548669	4.166220312	3.734254299	3.939068706	3.742798977	3.949931263	3.910751744	4.13870844	4.425202155
TRINITY_DN140906_c1_g1_i3	ID=Xetrov90023290mgName=slx4]SLX4_MOUSESLX4_MOUSEQ	Chr09	14814768	14814768	4.145262746	-0.123043262	0.002840023	-0.125883285	-0.06010162	0.722099836	0.993186252	0.636045345	0.847512228	0.999969	1	0.999972759	0.999992197	4.250082901	4.104968031	4.116318173	4.095570382	3.879405062	4.007669234	4.113537324	4.010759861	4.092022693	4.458672082	4.37453957
TRINITY_DN141056_c1_g1_i1	ID=Xetrov90024323mgName=xirp2-like]XIRP2_HUMANXIRP2_HUMANQ	Chr09	64568675	64568675	2.917703487	0.555260768	0.349167218	0.206093549	0.452213993	0.305519216	0.505399126	0.630886972	0.34929269	0.98579819	1	0.999972759	0.999992197	3.229660636	3.542385852	3.565750067	2.918087948	3.403941459	3.059880266	2.762070906	2.437766987	1.487281947	2.201304565	2.065505703
TRINITY_DN141081_c0_g1_i6	ID=Xetrov90024574mgName=parp141]PAR14_HUMANPAR14_HUMANQ	Chr09	80165970	80165970	5.161742088	-1.079486014	-0.412468087	-0.667017927	-0.74597705	0.044733029	0.41450994	0.090842032	0.127265044	0.48346911	1	0.999972759	0.823375031	4.328262529	4.215143402	4.123415092	4.780898201	5.855865438	5.473854375	5.627177338	5.655580159	4.378308977	4.36953883	6.053518207
TRINITY_DN141128_c0_g2_i6	ID=Xetrov90024130mgName=mcm3ap-like]GANP_HUMANGANP_HUMANQ	Chr09	56040813	56040813	4.838571459	0.323775625	0.38666481	-0.062889185	0.355220218	0.348963939	0.243857273	0.81636891	0.248975578	0.999969	1	0.999972759	0.991334414	4.926244387	4.695937368	4.696248051	5.452655778	4.841875055	4.648261828	4.827859992	4.704658041	4.702527126	4.729020953	4.802672832
TRINITY_DN141147_c0_g1_i9	ID=Xetrov90022620mgName=LOC100492973]PERF_RATPERF_RATQ	Chr09	1221934	1221934	3.314127843	-2.150398162	-2.694217733	0.543819571	-2.422307948	0.181242513	0.099864586	0.629052556	0.121253067	0.879501535	0.991464609	0.999972759	0.809189687	-1.531194447	-3.129889089	0.829989676	2.056342917	4.51842855	4.681304714	3.62564289	5.295733487	-0.982750736	-0.885214438	0.426460928
TRINITY_DN141243_c0_g2_i2	ID=Xetrov90024259mgName=LOC100495965-like]NEB1_HUMANNEB1_HUMANQ	Chr09	62051228	62051228	3.009785257	-0.418837363	-0.37515667	-0.043680693	-0.396997016	0.421880366	0.457150809	0.912109702	0.405036534	0.999969	1	0.999972759	0.999992197	3.296695272	2.662200936	3.745155034	2.700971517	2.534955467	2.104309635	2.656253792	2.327315336	3.169820427	3.662358313	3.25399866
TRINITY_DN141267_c4_g1_i4	ID=Xetrov90023561mgName=psmg3]PSMG3_HUMANPSMG3_HUMANQ	Chr09	23996882	23996882	2.0694511	-0.131574056	-0.033715093	-0.097858963	-0.082644574	0.774017184	0.939115781	0.780856503	0.842031474	0.999969	1	0.999972759	0.999992197	2.438536614	1.847524145	1.159507994	2.145128448	2.19370061	2.11356203	2.178246513	2.139605822	2.078425715	1.949054908	2.200903716
TRINITY_DN141269_c1_g1_i3	ID=Xetrov90024074mgName=fn1]FINC_XENLAFINC_XENLAQ	Chr09	53651233	53651233	10.21608614	0.253634103	0.032372349	0.221261754	0.143003226	0.486170687	0.927247814	0.438611608	0.66356662	0.999969	1	0.999972759	0.999992197	10.73774104	9.683251073	10.203962	10.75839381	9.839141323	10.4073392	10.15708797	10.32470615	9.485502073	10.23777886	9.994369861
TRINITY_DN141468_c6_g1_i6	ID=Xetrov90023784mgName=sf3b1]SF3B1_XENLASF3B1_XENLAQ	Chr09	37507388	37507388	6.74333161	0.088268067	0.136007986	-0.047739919	0.112138026	0.819281688	0.714662835	0.87358435	0.746901229	0.999969	1	0.999972759	0.999992197	6.62039361	6.937728248	6.417503324	6.727487918	6.87478867	6.695899227	6.671635111	6.720926772	6.988126144	6.710395177	6.727346604
TRINITY_DN141488_c4_g1_i16	ID=Xetrov90022943mgName=MGC75714]RAB35_RATRAB35_RATQ	Chr09	6869540	6869540	5.063729658	0.186522517	0.022059825	0.164462692	0.104291171	0.58621361	0.947134753	0.539003097	0.736031767	0.999969	1	0.999972759	0.999992197	4.967973527	5.072173335	5.019015043	5.202831574	4.678655679	5.019497115	5.085777259	5.245998373	5.299549215	5.096504141	4.913289262
TRINITY_DN141501_c1_g1_i5	ID=Xetrov90023560mgName=tmem184a]T184A_HUMANT184A_HUMANQ	Chr09	23940801	23940801	2.00070785	-0.061937142	-0.243489221	0.181552079	-0.152713181	0.885015989	0.55820959	0.581663	0.695095767	0.999969	1	0.999972759	0.999992197	2.196729702	1.828522539	1.82587271	1.899287694	1.662725691	2.008367762	1.764346224	2.240580447	2.21303946	2.167858685	2.065505703
TRINITY_DN141514_c0_g2_i2	ID=Xetrov90024309mgName=lrp2]LRP2_HUMANLRP2_HUMANQ	Chr09	63677200	63677200	5.148290824	0.255841616	0.200444568	0.055397047	0.228143092	0.514643068	0.596954228	0.856829187	0.517232439	0.999969	1	0.999972759	0.999992197	4.494531898	5.488509719	5.217774563	5.151514422	5.557170768	5.012095038	5.101278983	5.570853902	5.143927191	4.597032076	4.861086954
TRINITY_DN141656_c1_g1_i2	ID=Xetrov90024340mgName=Xetrov90024340mg]IFIH1_MOUSEIFIH1_MOUSEQ	Chr09	66898823	66898823	3.28002045	-1.284334523	-0.595833194	-0.68850133	-0.940083858	0.031697092	0.289532577	0.111682803	0.085310615	0.399781797	1	0.999972759	0.700102473	2.882214601	2.391474636	2.090153002	2.554680274	4.478470176	3.209762852	3.322052367	3.70983668	2.979893037	2.044286352	4.118153066
TRINITY_DN141664_c3_g2_i4	ID=Xetrov90023230mgName=rab26]RAB26_RATRAB26_RATQ	Chr09	13294193	13294193	3.159606313	0.875514083	0.294219004	0.581295079	0.584866544	0.029693596	0.453240282	0.072584968	0.102453313	0.384738574	1	0.999972759	0.760127494	3.429573514	3.649123622	3.569219292	3.488203669	3.053081127	2.87094124	2.257016087	3.389025253	3.017173921	2.551796269	2.821479065
TRINITY_DN141709_c3_g1_i1	ID=Xetrov90023640mgName=rsl1d1-like]RL1D1_BOVINRL1D1_BOVINQ	Chr09	28469042	28469042	5.278474789	-0.896261703	-0.771978525	-0.124283177	-0.834120114	0.018000658	0.035226507	0.658165455	0.017192698	0.281417261	0.641247713	0.999972759	0.30535776	5.132976059	4.532362937	5.753514983	4.608163721	5.24340707	5.013331358	5.690040001	5.130143475	5.533030495	5.435540198	5.457162715
TRINITY_DN141758_c1_g4_i1	ID=Xetrov90024232mgName=nfe2l2]NF2L2_BOVINNF2L2_BOVINQ	Chr09	60569577	60569577	6.477870668	0.15931416	-0.066028552	0.225342712	0.046642804	0.682018842	0.86171093	0.458452555	0.894657758	0.999969	1	0.999972759	0.999992197	6.713032518	6.424759483	6.464368858	6.575536479	6.465530292	6.561219758	6.322227482	6.888482372	6.094857205	6.265843546	6.310182225
TRINITY_DN141759_c1_g1_i5	ID=Xetrov90022706mgName=pfas]PUR4_HUMANPUR4_HUMANQ	Chr09	3120017	3120017	5.236344805	-0.825497022	-0.414234784	-0.411262238	-0.619865903	0.048751432	0.298943934	0.186443253	0.104880523	0.505238701	1	0.999972759	0.766118195	4.769884459	4.7575098	5.292087036	4.680500639	4.528247581	4.945006003	5.544975818	5.297687667	5.276673038	5.895000107	5.841914799
TRINITY_DN141896_c8_g1_i2	ID=Xetrov90024488mgName=rqcd1]RCD1_RATRCD1_RATQ	Chr09	77137470	77137470	5.538845609	-0.361221298	-0.365181113	0.003959816	-0.363201205	0.322081587	0.301947542	0.988639566	0.276286352	0.992060003	1	0.999972759	0.999992197	5.289282428	5.162196611	5.865683467	5.305119382	5.389539315	5.522421851	5.729709471	5.578107601	5.681925338	5.639934493	5.604881217
TRINITY_DN141906_c0_g2_i1	ID=Xetrov90024512mgName=abcb6]ABCB6_XENTRABCB6_XENTRQ	Chr09	77853885	77853885	1.83961057	0.284895393	0.785513927	-0.500618533	0.53520466	0.591105833	0.117672741	0.228705279	0.251934861	0.999969	1	0.999972759	0.993198099	2.06833061	2.090198274	1.380965364	2.40989344	1.175272723	1.862334512	1.558594723	0.846017089	0.906306489	2.711203845	2.036831602
TRINITY_DN141999_c3_g3_i8	ID=Xetrov90023370mgName=Xetrov90023370mg]TM100_MOUSETM100_MOUSEQ	Chr09	16552367	16552367	3.576986572	0.345665361	0.364411238	-0.018745877	0.355038299	0.351854828	0.30710138	0.948653922	0.283766852	0.999969	1	0.999972759	0.999992197	3.238212293	3.783460333	3.576132814	3.933641967	3.671842032	3.451482776	3.651792448	3.377984796	3.781298725	3.078219023	3.581359724
TRINITY_DN142001_c5_g1_i2	ID=Xetrov90024119mgName=prmt2]ANM2_XENLAANM2_XENLAQ	Chr09	55864011	55864011	3.913774312	0.383176081	0.422551785	-0.039375705	0.402863933	0.455279327	0.391274278	0.922130363	0.377906158	0.999969	1	0.999972759	0.999992197	4.348150891	4.374288386	2.424861047	4.081578052	4.492581843	4.099005406	4.191369067	4.103046693	3.370409692	3.139891728	3.024978885
TRINITY_DN142081_c7_g1_i1	ID=Xetrov90024083mgName=sh3bp4]SH3B4_XENTRSH3B4_XENTRQ	Chr09	54192079	54192079	4.41860862	-0.144187733	-0.05853531	-0.085652423	-0.101361522	0.694388907	0.868479925	0.761364219	0.760285542	0.999969	1	0.999972759	0.999992197	4.279381112	4.251264496	4.279811305	4.420817237	4.281229284	4.793496236	4.361447726	4.542723641	3.949838249	4.36953883	4.846703657
TRINITY_DN142186_c2_g1_i4	ID=Xetrov90024388mgName=gpd2]GPDM_HUMANGPDM_HUMANQ	Chr09	69289280	69289280	3.853152051	1.093493349	0.744483841	0.349009508	0.918988595	0.010080663	0.068930278	0.307804564	0.01344119	0.196047991	0.868573187	0.999972759	0.263052101	4.215854068	4.493684543	4.264912913	4.568583013	3.569049077	3.231172841	2.569751093	3.450040443	3.474595316	3.944998965	3.3734803
TRINITY_DN142213_c2_g1_i4	ID=Xetrov90023066mgName=rogdi]ROGDI_HUMANROGDI_HUMANQ	Chr09	8647277	8647277	3.367407799	0.346366025	0.052040051	0.294325974	0.199203038	0.411677288	0.899188753	0.375419099	0.600332522	0.999969	1	0.999972759	0.999992197	3.422086914	2.935171323	3.472491386	3.91482536	3.542164241	3.623260325	3.424196739	3.646842918	3.044515676	2.627562745	2.854716545
TRINITY_DN142243_c0_g1_i6	ID=Xetrov90023996mgName=fam126b]F126B_MOUSEF126B_MOUSEQ	Chr09	49324879	49324879	0.569857081	-0.021977777	0.015553966	-0.037531743	-0.003211906	0.967049711	0.975753887	0.926857538	0.994676732	0.999969	1	0.999972759	0.999992197	0.601342189	0.565419219	1.103186171	0.571631549	0.678967545	0.508674053	0.291839882	0.398731921	-0.08179807	0.575238372	0.777882103
TRINITY_DN142276_c2_g2_i1	ID=Xetrov90023213mgName=LOC100489456]UVS2_XENLAUVS2_XENLAQ	Chr09	12912869	12912869	4.67916659	-6.272950766	-6.45203702	0.179086254	-6.362493893	1.57E-05	9.49E-06	0.820584532	9.20E-06	0.005955565	0.00659742	0.999972759	0.004949637	4.439974845	-0.773177617	6.268616684	-1.745852752	4.611889508	0.982616054	4.586559786	-0.872151005	5.982129193	5.163792625	4.999402426
TRINITY_DN142324_c5_g1_i2	ID=Xetrov90023608mgName=LOC100493204]NOTU2_XENLANOTU2_XENLAQ	Chr09	26892655	26892655	3.073282181	-0.372905402	-0.071436637	-0.301468765	-0.22217102	0.419193558	0.87146329	0.389417384	0.595078766	0.999969	1	0.999972759	0.999992197	3.312978311	3.157023103	2.378156568	2.586735297	3.717186648	3.161511673	3.305675581	2.985577752	2.846444251	2.430119486	3.326868226
TRINITY_DN142349_c2_g1_i3	ID=Xetrov90023838mgName=idh1]IDHC_MICMEIDHC_MICMEQ	Chr09	41040770	41040770	6.833210142	-0.162050211	-0.104119604	-0.057930607	-0.133084908	0.7217924	0.812582556	0.868517958	0.747072841	0.999969	1	0.999972759	0.999992197	6.850452095	6.968431741	6.887261858	6.434586119	7.122403538	7.261557516	7.134941335	6.991675963	5.765088583	6.618991961	6.577375262
TRINITY_DN142384_c0_g1_i1	ID=Xetrov90024514mgName=fam134a]F134A_RATF134A_RATQ	Chr09	77884200	77884200	3.743254129	0.756811463	0.638651847	0.118159616	0.697731655	0.071187564	0.113091828	0.7234514	0.059139578	0.601581897	1	0.999972759	0.596278718	3.701041002	3.621791374	3.942640004	4.726186267	4.027984084	3.87794274	3.014685352	3.332958168	3.218647104	3.392431607	3.478497997
TRINITY_DN142436_c0_g1_i1	ID=Xetrov90023208mgName=fam83g]FA83G_XENLAFA83G_XENLAQ	Chr09	12729576	12729576	4.015350745	1.067003923	0.470047288	0.596956635	0.768525605	0.039962398	0.352600217	0.15515547	0.093751978	0.455978313	1	0.999972759	0.73114579	5.107531209	4.374288386	4.399621782	4.72798394	2.817154144	3.273062576	2.904814022	3.286480858	3.395401255	4.13870844	3.718578756
TRINITY_DN142449_c1_g2_i5	ID=Xetrov90023287mgName=crebbp]CBP_RATCBP_RATQ	Chr09	14744555	14744555	4.992962462	0.155730421	0.103199465	0.052530956	0.129464943	0.645536048	0.752432898	0.842191428	0.671038499	0.999969	1	0.999972759	0.999992197	5.11219105	5.062040955	4.950169585	5.127199553	4.678655679	5.08328355	4.908698189	4.964123142	4.835002379	5.129455137	5.006813893
TRINITY_DN142479_c1_g1_i4	ID=Xetrov90023832mgName=Xetrov90023832mg]TRPM2_HUMANTRPM2_HUMANQ	Chr09	40244414	40244414	0.282867023	-2.124317373	-1.565250554	-0.559066819	-1.844783964	0.009947247	0.047815801	0.31151582	0.016822975	0.194484837	0.742073998	0.999972759	0.301417318	-0.678457838	-1.333619867	-0.649902498	-1.110404977	0.936608291	1.171653292	1.502220941	0.510793558	-0.340101626	-1.032944514	0.470010252
TRINITY_DN142543_c1_g1_i1	ID=Xetrov90024510mgName=ttll4]TTLL4_MOUSETTLL4_MOUSEQ	Chr09	77814176	77814176	4.01482384	-0.511677071	-0.485078433	-0.026598638	-0.498377752	0.176813112	0.186590796	0.925927782	0.151645752	0.873708453	1	0.999972759	0.868581375	4.254304964	3.659913162	4.192527819	3.534135335	3.870169716	3.794110925	4.038716935	3.792539769	4.289681749	3.842736794	4.557256858
TRINITY_DN142602_c1_g3_i1	ID=Xetrov90023807mgName=cpsf4]CPSF4_XENTRCPSF4_XENTRQ	Chr09	38913642	38913642	3.809592741	-0.714650744	-0.614307654	-0.100343089	-0.664479199	0.073855353	0.112240969	0.736758753	0.07094733	0.612701698	1	0.999972759	0.64832399	3.523520839	3.231242251	4.275570298	3.273593225	3.646822237	3.677296926	4.134551918	3.46054498	4.17477588	3.853295427	4.158640081
TRINITY_DN142625_c2_g1_i10	ID=Xetrov90023583mgName=lfng]LFNG_XENLALFNG_XENLAQ	Chr09	25672157	25672157	5.552629502	-0.186750485	-0.203645052	0.016894567	-0.195197769	0.652646772	0.612408255	0.957749047	0.605142184	0.999969	1	0.999972759	0.999992197	5.501290316	5.173535254	5.267739057	5.578545855	5.914692217	5.777266661	5.674180642	6.16667734	4.952726174	5.398170623	5.222688794
TRINITY_DN142670_c5_g1_i5	ID=Xetrov90024295mgName=ccdc173]CC173_HUMANCC173_HUMANQ	Chr09	63336161	63336161	2.870069168	0.227492551	-0.133825735	0.361318286	0.046833408	0.602110747	0.753657978	0.290293295	0.905781041	0.999969	1	0.999972759	0.999992197	3.141234734	3.004534185	3.360824208	2.751336313	3.132473292	2.703351663	2.402720011	2.506966835	3.194440317	2.590176831	2.359829826
TRINITY_DN142670_c5_g2_i1	ID=Xetrov90024294mgName=phospho2]PHOP2_XENTRPHOP2_XENTRQ	Chr09	63330238	63330238	3.968523403	-0.25645234	-0.205656266	-0.050796075	-0.231054303	0.466264674	0.54525304	0.850194853	0.470571118	0.999969	1	0.999972759	0.999992197	3.85353641	3.822398419	4.252019253	3.737000871	4.0608272	3.904838036	4.171171706	3.770194578	4.087648242	3.920104919	3.974350258
TRINITY_DN142724_c3_g1_i11	ID=Xetrov90023281mgName=glis2-like]GLIS2_XENLAGLIS2_XENLAQ	Chr09	14536981	14536981	1.265975615	0.766344635	0.763954015	0.00239062	0.765149325	0.21710031	0.198107933	0.996158251	0.160299437	0.92460534	1	0.999972759	0.885508232	1.747380863	1.128393582	1.559017263	2.317401908	0.293203463	0.050229515	0.536019781	-0.001597464	1.288172079	1.405568555	1.713564728
TRINITY_DN142737_c7_g1_i2	ID=Xetrov90023201mgName=b9d1]B9D1_XENLAB9D1_XENLAQ	Chr09	12492498	12492498	2.406512458	-0.433541919	-0.471282018	0.0377401	-0.452411969	0.297328407	0.243270922	0.904339695	0.235659038	0.983328694	1	0.999972759	0.977023995	2.566287049	1.938950156	2.409460275	2.11247082	2.519286204	2.49258324	2.643278627	2.540360586	2.46316236	2.401627713	2.226522617
TRINITY_DN142886_c6_g1_i1	ID=Xetrov90024507mgName=nhej1]NHEJ1_HUMANNHEJ1_HUMANQ	Chr09	77707789	77707789	1.579697769	-0.240120601	-0.320277451	0.08015685	-0.280199026	0.613955141	0.487667716	0.824880958	0.518851806	0.999969	1	0.999972759	0.999992197	1.301699002	1.096978869	1.544990709	1.5549617	1.271945803	1.445199568	1.96538687	1.669860282	2.16401936	1.405568555	1.58081887
TRINITY_DN142996_c2_g1_i2	ID=Xetrov90024349mgName=psmd14]PSDE_MOUSEPSDE_MOUSEQ	Chr09	67253328	67253328	6.177376602	-0.452817907	-0.299424304	-0.153393602	-0.376121105	0.272770839	0.451266336	0.624224239	0.317747739	0.968829007	1	0.999972759	0.999992197	6.258922197	5.65550191	6.158922926	6.053821712	5.910944265	6.364549471	6.553505582	6.361891512	5.548232893	6.265843546	6.471542808
TRINITY_DN143018_c0_g1_i1	ID=Xetrov90023484mgName=trrap-like]TRRAP_HUMANTRRAP_HUMANQ	Chr09	20505049	20505049	5.259640434	-0.316905404	-0.165521588	-0.151383816	-0.241213496	0.376938469	0.631359668	0.579954894	0.458978972	0.999969	1	0.999972759	0.999992197	5.264379279	5.084238999	5.152204489	5.045941679	5.197378202	5.451225916	5.558861516	5.3930824	4.804673182	5.213813477	5.516779559
