gid	gname	chr	start	end	logCPM	logFC.XY46.XXm46	PV.XY46.XXm46	FDR.XY46.XXm46	Tv1_463	Tv2_461	Tv2_462	Tv2_464
TRINITY_DN136721_c0_g1_i2	ID=Xetrov90020644mgName=tap1]TAP1_GORGOTAP1_GORGOQ	Chr08	47308666	47334370	2.728507671	-1.406874575	0.024719964	0.999945023	1.591334774	1.395786672	3.631154533	3.088800042
TRINITY_DN136746_c5_g1_i2	ID=Xetrov90021285mgName=hhipl1]HIPL1_HUMANHIPL1_HUMANQ	Chr08	69770465	69793126	2.294109046	1.324733843	0.085337848	0.999945023	3.402681841	1.754141532	1.223120687	1.763623212
TRINITY_DN136759_c0_g1_i5	ID=Xetrov90020079mgName=tktl2]TKTL2_MOUSETKTL2_MOUSEQ	Chr08	14475097	14499376	5.568013456	0.111040168	0.81910755	0.999945023	5.909128474	5.447348226	5.484015874	5.367625669
TRINITY_DN136771_c1_g1_i2	ID=Xetrov90022164mgName=rprd2-like]RPRD2_HUMANRPRD2_HUMANQ	Chr08	107013126	107067888	3.824813051	-0.096592799	0.844000836	0.999945023	3.567792254	3.734577942	3.89633715	4.055503779
TRINITY_DN136789_c5_g2_i13	ID=Xetrov90021133mgName=ift43]IFT43_XENTRIFT43_XENTRQ	Chr08	61322505	61331622	1.745939232	-0.288279901	0.590394913	0.999945023	1.740746756	1.694471517	1.953497024	1.566139302
TRINITY_DN136795_c1_g1_i2	ID=Xetrov90021710mgName=Xetrov90021710mg]SUSD6_HUMANSUSD6_HUMANQ	Chr08	89659944	89671143	4.095662196	-0.150330916	0.747600788	0.999945023	4.000083105	3.975661127	4.206522021	4.185709725
TRINITY_DN136841_c0_g1_i2	ID=Xetrov90019939mgName=g6pd]G6PD_MACROG6PD_MACROQ	Chr08	7974054	8004627	5.531437543	-0.366803766	0.452380721	0.999945023	5.203471675	5.849779462	5.797244095	5.122603589
TRINITY_DN136844_c2_g2_i2	ID=Xetrov90020898mgName=pbx2]PBX2_XENTRPBX2_XENTRQ	Chr08	54361681	54379854	2.884073525	0.078250591	0.884977589	0.999945023	2.839188336	2.444366165	2.825321532	3.304199598
TRINITY_DN136910_c5_g2_i1	ID=Xetrov90021751mgName=ap4s1]AP4S1_BOVINAP4S1_BOVINQ	Chr08	92958468	92963192	0.945936817	0.148967056	0.794859355	0.999945023	1.352170144	0.887786715	0.835930263	0.608145625
TRINITY_DN136922_c0_g2_i3	ID=Xetrov90019922mgName=ccdc22]CCD22_XENLACCD22_XENLAQ	Chr08	7716533	7732755	5.276059608	0.280641825	0.583457135	0.999945023	4.767968181	5.596264184	5.060975921	5.522472752
TRINITY_DN136931_c2_g2_i1	ID=Xetrov90022180mgName=vps45]VPS45_MOUSEVPS45_MOUSEQ	Chr08	107768728	107805134	2.267917929	0.048493361	0.932305069	0.999945023	2.080604448	1.949113083	2.231855678	2.701111108
TRINITY_DN136961_c0_g1_i2	ID=Xetrov90019888mgName=setx]SETX_MOUSESETX_MOUSEQ	Chr08	6763504	6799545	2.365512487	0.047902306	0.929142098	0.999945023	2.383012224	2.196538292	2.32972072	2.536382656
TRINITY_DN136963_c2_g1_i2	ID=Xetrov90021037mgName=Xetrov90021037mg]RYR3_HUMANRYR3_HUMANQ	Chr08	59132996	59162140	4.706314968	0.259614888	0.594112202	0.999945023	4.617636374	4.494827011	4.507704508	5.112884864
TRINITY_DN137053_c0_g1_i1	ID=Xetrov90021004mgName=ccdc97]CCD97_MOUSECCD97_MOUSEQ	Chr08	58072232	58075090	2.418202761	0.015720628	0.976583714	0.999945023	2.327390318	2.38628505	2.406491001	2.544668401
TRINITY_DN137053_c1_g1_i1	ID=Xetrov90020944mgName=LOC100487902]ZFYV1_MOUSEZFYV1_MOUSEQ	Chr08	56190765	56210683	0.448917446	-0.281299259	0.58615975	0.999945023	0.268882623	0.270257363	0.646352662	0.576168408
TRINITY_DN137260_c1_g1_i4	ID=Xetrov90021295mgName=lrfn5]LRFN5_HUMANLRFN5_HUMANQ	Chr08	70773442	70784651	2.176738373	-0.243189182	0.697363439	0.999945023	1.174430487	2.152867844	2.353183765	2.648264257
TRINITY_DN137295_c4_g1_i1	ID=Xetrov90021047mgName=lgals4]LEG4_PIGLEG4_PIGQ	Chr08	59403212	59418586	3.24595377	0.759954658	0.42509184	0.999945023	4.51348971	2.820364394	2.646960728	0.867917932
TRINITY_DN137299_c2_g1_i3	ID=Xetrov90020596mgName=slain2-like]SLAIL_XENTRSLAIL_XENTRQ	Chr08	44168561	44188718	2.878050082	-0.185595836	0.713705971	0.999945023	2.825869692	2.573012035	3.013788549	3.054396406
TRINITY_DN137300_c6_g1_i3	ID=Xetrov90020173mgName=tmem35]TMM35_XENTRTMM35_XENTRQ	Chr08	17432523	17436588	0.606091442	-0.842245356	0.0963924	0.999945023	0.010913936	0.445959593	1.171261864	0.543466321
TRINITY_DN137324_c0_g1_i1	ID=Xetrov90022460mgName=LOC100492306]FCRL5_HUMANFCRL5_HUMANQ	Chr08	116358784	116433322	4.447701207	1.584695703	0.022649559	0.999945023	5.524203433	3.759750305	3.131541134	4.250459775
TRINITY_DN137370_c2_g1_i2	ID=Xetrov90020751mgName=LOC100144947]BT1A1_HUMANBT1A1_HUMANQ	Chr08	50497124	50512843	3.069665667	-0.383161323	0.426950322	0.999945023	2.959936177	3.010630055	3.345529944	2.920728218
TRINITY_DN137400_c0_g2_i2	ID=Xetrov90020797mgName=tap2]TAP2_RATTAP2_RATQ	Chr08	51569527	51584826	2.100627189	-1.339500014	0.020648094	0.999945023	1.559501537	0.902930181	2.963857791	2.190614129
TRINITY_DN137491_c1_g1_i1	ID=Xetrov90020819mgName=gnl1]GNL1_HUMANGNL1_HUMANQ	Chr08	52549845	52566307	2.900936272	-0.071071128	0.887996465	0.999945023	2.678056335	3.014120988	2.95366087	2.933404748
TRINITY_DN137501_c2_g2_i2	ID=Xetrov90020986mgName=cyp2a6]CP2G1_RABITCP2G1_RABITQ	Chr08	57594694	57608498	6.355625649	0.820235678	0.115848127	0.999945023	6.845526669	6.458355231	5.701469569	6.181827316
TRINITY_DN137509_c2_g1_i1	ID=Xetrov90020590mgName=pou4f12]BRN3_CHICKBRN3_CHICKQ	Chr08	43965386	43968070	0.445432094	-0.392296743	0.452602651	0.999945023	0.010913936	0.506697119	0.720393789	0.440662366
TRINITY_DN137538_c0_g3_i1	ID=Xetrov90021584mgName=dlgap5]DLGP5_HUMANDLGP5_HUMANQ	Chr08	84371648	84391162	4.502189162	-0.083544297	0.860442621	0.999945023	4.696589999	4.102419538	4.564089117	4.579654617
TRINITY_DN137544_c0_g1_i9	ID=Xetrov90020657mgName=fhl1]FHL1_RATFHL1_RATQ	Chr08	47667731	47702997	8.951206854	-0.010520218	0.985286704	0.999945023	8.920283363	9.065050649	8.959088337	8.852082077
TRINITY_DN137584_c0_g1_i1	ID=Xetrov90021718mgName=LOC101731188]RYR3_MOUSERYR3_MOUSEQ	Chr08	90005887	90078941	6.27771594	0.196170519	0.683905664	0.999945023	6.33348114	6.479659305	6.128271904	6.139374571
TRINITY_DN137624_c1_g1_i8	ID=Xetrov90022257mgName=hdgf]HDGF_MOUSEHDGF_MOUSEQ	Chr08	110018458	110036242	5.379771485	-0.089584795	0.845717795	0.999945023	5.41169899	5.294969891	5.446330648	5.361775877
TRINITY_DN137630_c6_g1_i2	ID=Xetrov90020528mgName=MGC75700]ADT2_RATADT2_RATQ	Chr08	38467681	38470618	10.29250976	0.191510056	0.766612643	0.999945023	10.41861304	10.3261801	10.14655359	10.26522636
TRINITY_DN137644_c0_g3_i2	ID=Xetrov90020542mgName=xpnpep2]XPP2_HUMANXPP2_HUMANQ	Chr08	38702218	38743348	2.810338713	0.088338105	0.899618632	0.999945023	3.730300076	2.250810961	2.744821339	1.749355682
TRINITY_DN137649_c1_g1_i4	ID=Xetrov90021236mgName=spc25]SPC25_XENLASPC25_XENLAQ	Chr08	66757091	66763211	2.382687225	0.081516272	0.880059089	0.999945023	2.513351451	2.505169417	2.321814135	2.158580966
TRINITY_DN137674_c0_g1_i3	ID=Xetrov90021776mgName=LOC100497371-like]PKHG3_MOUSEPKHG3_MOUSEQ	Chr08	93885246	93912390	4.744138273	-0.06170069	0.892630553	0.999945023	4.572496005	4.735879442	4.790075437	4.862504721
TRINITY_DN137682_c3_g1_i3	ID=Xetrov90020835mgName=ctgfl]NOV_XENLANOV_XENLAQ	Chr08	52884217	52892287	1.117934751	-0.191229311	0.760374087	0.999945023	1.559501537	0.222772071	1.256685746	1.154452591
TRINITY_DN137701_c4_g1_i1	ID=Xetrov90021140mgName=irf2bpl]I2BLB_XENLAI2BLB_XENLAQ	Chr08	61460014	61464393	4.39621142	-0.224498683	0.626645147	0.999945023	4.272158516	4.183717901	4.560733886	4.532524835
TRINITY_DN137708_c1_g1_i1	ID=Xetrov90020384mgName=amer1]AMER1_HUMANAMER1_HUMANQ	Chr08	25347960	25358506	1.196993858	-0.217044773	0.699334616	0.999945023	0.947282086	0.932748431	1.352935331	1.482353255
TRINITY_DN137749_c4_g1_i4	ID=Xetrov90021686mgName=snx6]SNX6_PONABSNX6_PONABQ	Chr08	89044050	89063874	4.73495353	0.067048082	0.885377486	0.999945023	4.62918347	4.965987738	4.684588708	4.631141188
TRINITY_DN137758_c2_g2_i4	ID=Xetrov90020908mgName=agbl5]CBPC5_XENTRCBPC5_XENTRQ	Chr08	54720353	54750209	2.522585971	-0.431603053	0.421186923	0.999945023	2.080604448	2.285890669	2.830903256	2.759228248
TRINITY_DN137764_c0_g4_i5	ID=Xetrov90022374mgName=copa]COPA_HUMANCOPA_HUMANQ	Chr08	114112373	114129616	6.95528228	0.088109115	0.859293793	0.999945023	6.858257098	7.125724206	6.888738635	6.932902649
TRINITY_DN137767_c0_g1_i6	ID=Xetrov90020879mgName=LOC100488374-like]	Chr08	53972047	53991884	3.685563605	0.132215552	0.793337794	0.999945023	3.424936171	3.613228832	3.585657097	4.043860116
TRINITY_DN137775_c5_g4_i1	ID=Xetrov90021364mgName=nid2]NID2_HUMANNID2_HUMANQ	Chr08	74899135	74944832	7.419186413	0.101755611	0.845339037	0.999945023	7.602702526	7.534355239	7.342231164	7.155823764
TRINITY_DN137789_c0_g1_i7	ID=Xetrov90021209mgName=tc2n]TAC2N_HUMANTAC2N_HUMANQ	Chr08	66123369	66152145	2.672772621	-0.457106678	0.360636339	0.999945023	2.373889554	2.651321121	2.998989927	2.593407742
TRINITY_DN137815_c0_g3_i2	ID=Xetrov90021702mgName=dcaf5]DCAF5_HUMANDCAF5_HUMANQ	Chr08	89450283	89477591	4.105651199	0.073627323	0.87706226	0.999945023	3.98218508	4.055757015	4.050210923	4.312428155
TRINITY_DN137816_c0_g3_i2	ID=Xetrov90020253mgName=hsf3]HSF3_CHICKHSF3_CHICKQ	Chr08	19639925	19657085	2.860915319	0.032751275	0.953151793	0.999945023	2.521635946	2.500199218	2.836463467	3.398644909
TRINITY_DN137822_c0_g1_i1	ID=Xetrov90020914mgName=wdr62]WDR62_HUMANWDR62_HUMANQ	Chr08	54813180	54837468	1.13882158	-0.186780625	0.73196202	0.999945023	1.065322164	0.961962843	1.273179905	1.23857628
TRINITY_DN137869_c2_g1_i4	ID=Xetrov90021225mgName=rin3]RIN3_HUMANRIN3_HUMANQ	Chr08	66448642	66490588	2.561823562	-0.098415315	0.855064021	0.999945023	2.41893676	2.285890669	2.634247883	2.848943443
TRINITY_DN137878_c1_g1_i2	ID=Xetrov90021290mgName=ctage5]CTGE5_HUMANCTGE5_HUMANQ	Chr08	69889150	69913371	4.949045254	0.040293058	0.930646701	0.999945023	4.827652466	5.09191141	4.918830139	4.94463375
TRINITY_DN137890_c2_g2_i7	ID=Xetrov90020984mgName=Xetrov90020984mg]CP2G1_RABITCP2G1_RABITQ	Chr08	57553355	57563198	5.053419539	1.161360173	0.021271868	0.999945023	5.2403308	5.471038655	4.10882053	5.061841713
TRINITY_DN137942_c3_g1_i3	ID=Xetrov90021745mgName=g2e3]G2E3_HUMANG2E3_HUMANQ	Chr08	92755900	92771863	1.654119816	-0.496161953	0.350351277	0.999945023	1.606991808	1.385041839	2.003781453	1.549766853
TRINITY_DN137956_c3_g1_i2	ID=Xetrov90020691mgName=ppp5c]PPP5_HUMANPPP5_HUMANQ	Chr08	49225385	49241327	5.406098755	0.218489135	0.643837314	0.999945023	5.543656102	5.549516731	5.23945565	5.261035394
TRINITY_DN137993_c6_g1_i4	ID=Xetrov90021421mgName=trmt61a]TRM61_RATTRM61_RATQ	Chr08	77516706	77540414	1.864163798	0.067644298	0.902506236	0.999945023	2.046562184	1.919634614	1.813912388	1.645325315
TRINITY_DN138002_c0_g3_i5	ID=Xetrov90021431mgName=zfyve21]ZFY21_HUMANZFY21_HUMANQ	Chr08	77719925	77736621	2.545670591	-0.366204446	0.610167329	0.999945023	0.706920069	2.7551042	2.808445607	2.989109832
TRINITY_DN138022_c0_g1_i1	ID=Xetrov90020923mgName=sycn]DHX34_MOUSEDHX34_MOUSEQ	Chr08	55675118	55675632	3.108209291	0.017791733	0.970976588	0.999945023	3.205958593	3.078892533	3.094895565	3.048581851
TRINITY_DN138029_c2_g1_i1	ID=Xetrov90022398mgName=pex19]PEX19_HUMANPEX19_HUMANQ	Chr08	114995785	115006602	5.212973957	-0.077337006	0.877503722	0.999945023	4.940088213	5.652225699	5.27059488	4.84416057
TRINITY_DN138110_c0_g2_i1	ID=Xetrov90019855mgName=hmcn2]HMCN2_HUMANHMCN2_HUMANQ	Chr08	5457325	5535449	1.80876828	-0.434801805	0.414792093	0.999945023	1.836829766	1.737343293	2.117761679	1.464995894
TRINITY_DN138170_c0_g1_i3	ID=Xetrov90022265mgName=Xetrov90022265mg]MEG10_MOUSEMEG10_MOUSEQ	Chr08	110403040	110431338	2.178641646	0.205985157	0.705466751	0.999945023	2.209267828	2.268457435	2.023414537	2.201135719
TRINITY_DN138245_c0_g1_i4	ID=Xetrov90021688mgName=baz1a]BAZ1A_HUMANBAZ1A_HUMANQ	Chr08	89100073	89133848	4.123601804	-0.004723053	0.992020158	0.999945023	4.01483036	4.052365506	4.127083662	4.285489407
TRINITY_DN138311_c8_g6_i1	ID=Xetrov90021812mgName=rhov]RHOV_RATRHOV_RATQ	Chr08	95013459	95022674	1.822413799	-0.048832177	0.929717901	0.999945023	1.526950017	1.770746427	1.858317446	2.080949221
TRINITY_DN138341_c1_g1_i2	ID=Xetrov90020818mgName=abcf1-like]ABCF1_HUMANABCF1_HUMANQ	Chr08	52516184	52549482	6.219466796	0.082919467	0.861309057	0.999945023	6.05965907	6.283889185	6.156885855	6.359066305
TRINITY_DN138356_c6_g1_i12	ID=Xetrov90020296mgName=ogt]OGT1_RABITOGT1_RABITQ	Chr08	22869486	22899873	7.920507305	-0.142688971	0.796022698	0.999945023	7.413666317	7.934164772	8.026156771	8.196386524
TRINITY_DN138376_c2_g1_i2	ID=Xetrov90022171mgName=txnip]TXNIP_HUMANTXNIP_HUMANQ	Chr08	107270402	107275581	7.096265161	1.039373246	0.175280124	0.999945023	6.669848775	6.061964802	6.255644763	8.240249581
TRINITY_DN138418_c2_g2_i1	ID=Xetrov90022159mgName=mcl1]MCL1_FELCAMCL1_FELCAQ	Chr08	106601058	106606312	6.704173528	0.11703977	0.832189931	0.999945023	6.257393794	6.400512502	6.615564587	7.30442138
TRINITY_DN138441_c0_g1_i1	ID=Xetrov90021411mgName=exoc3l4]EX3L4_HUMANEX3L4_HUMANQ	Chr08	77284520	77304932	2.514116302	-0.294342346	0.575975051	0.999945023	2.570368073	2.140143864	2.726970981	2.561098483
TRINITY_DN138451_c0_g1_i1	ID=Xetrov90021172mgName=sel1l-like]SE1L1_HUMANSE1L1_HUMANQ	Chr08	62691272	62712824	4.898664028	-0.084361073	0.857519471	0.999945023	4.544311356	5.075297679	4.961437532	4.958653945
TRINITY_DN138474_c0_g2_i1	ID=Xetrov90021303mgName=klhl28]KLH28_MOUSEKLH28_MOUSEQ	Chr08	71686334	71693556	3.604661043	-0.074047222	0.877783065	0.999945023	3.389162579	3.665221893	3.659662965	3.68389155
TRINITY_DN138522_c0_g1_i4	ID=Xetrov90021367mgName=Xetrov90021367mg]FRMD6_HUMANFRMD6_HUMANQ	Chr08	75043188	75075689	1.188252764	-0.422313072	0.464024686	0.999945023	1.526950017	0.674926356	1.486245706	0.894093223
TRINITY_DN138547_c6_g1_i6	ID=Xetrov90021527mgName=pcnxl4]PCX4_XENLAPCX4_XENLAQ	Chr08	82445145	82503313	3.401512147	-0.10546948	0.827790811	0.999945023	3.18002362	3.37880529	3.479495473	3.542112402
TRINITY_DN138614_c4_g1_i1	ID=Xetrov90020822mgName=flot1]FLOT1_MOUSEFLOT1_MOUSEQ	Chr08	52645300	52662635	1.496790824	-0.675050394	0.207070301	0.999945023	1.019258483	1.374216381	1.963695099	1.464995894
TRINITY_DN138643_c0_g1_i5	ID=Xetrov90019879mgName=LOC100491950-like]UCK1A_XENLAUCK1A_XENLAQ	Chr08	6345609	6354505	3.181927556	0.331619453	0.512993988	0.999945023	3.424936171	3.068856804	2.927848726	3.259594725
TRINITY_DN138765_c1_g5_i1	ID=Xetrov90020307mgName=gjb1]CXB1_XENLACXB1_XENLAQ	Chr08	23152513	23160803	2.867927932	0.501847396	0.355337991	0.999945023	3.281078251	3.000106285	2.479381674	2.561098483
TRINITY_DN138769_c1_g2_i11	ID=Xetrov90021881mgName=Xetrov90021881mg]GEPH_MOUSEGEPH_MOUSEQ	Chr08	98771287	99011391	5.322378723	0.024349228	0.958504495	0.999945023	5.155034531	5.28849804	5.304089179	5.518271596
TRINITY_DN138787_c4_g2_i2	ID=Xetrov90020782mgName=wdr46]WDR46_HUMANWDR46_HUMANQ	Chr08	50989052	51004469	2.76862305	-0.353605978	0.471379676	0.999945023	2.632884789	2.704145689	3.023570632	2.67869907
TRINITY_DN138793_c0_g1_i1	ID=Xetrov90019798mgName=LOC100492442-like]GOGA2_RATGOGA2_RATQ	Chr08	3971744	4017544	5.160530125	-0.104974115	0.816900986	0.999945023	5.110417582	5.094387051	5.238406011	5.194137777
TRINITY_DN138817_c0_g1_i1	ID=Xetrov90021000mgName=axl]UFO_HUMANUFO_HUMANQ	Chr08	57958031	58009126	3.692077808	-0.170023122	0.725175285	0.999945023	3.840366177	3.376094829	3.816998306	3.691374072
TRINITY_DN138831_c0_g1_i3	ID=Xetrov90020831mgName=vars]SYVC_RATSYVC_RATQ	Chr08	52804315	52824708	5.101135166	-0.031686603	0.945143744	0.999945023	5.031395868	5.220620697	5.124849751	5.017881323
TRINITY_DN138922_c1_g1_i15	ID=Xetrov90021112mgName=dlst]ODO2_BOVINODO2_BOVINQ	Chr08	61055762	61071920	6.559798642	0.07192437	0.881207556	0.999945023	6.443852429	6.711276172	6.505566706	6.564528808
TRINITY_DN138952_c2_g2_i11	ID=Xetrov90021375mgName=LOC100495318-like]EMAL1_HUMANEMAL1_HUMANQ	Chr08	75532517	75594179	3.865888452	-0.548099677	0.242818802	0.999945023	3.789816326	3.81082309	4.255076041	3.504378286
TRINITY_DN138986_c1_g1_i3	ID=Xetrov90020491mgName=tmem185a]T185A_HUMANT185A_HUMANQ	Chr08	36366464	36378284	4.727356584	0.004333922	0.992382379	0.999945023	4.743385506	4.740101649	4.724118406	4.701380607
TRINITY_DN138996_c3_g3_i1	ID=Xetrov90021281mgName=setd3]SETD3_XENTRSETD3_XENTRQ	Chr08	69572389	69620964	3.259960049	0.211357599	0.671093372	0.999945023	3.15893464	3.283667016	3.09952749	3.469987698
TRINITY_DN139007_c0_g2_i6	ID=Xetrov90020785mgName=rgl2]RGL2_CANLFRGL2_CANLFQ	Chr08	51026940	51044034	3.863535938	-0.721990994	0.178875832	0.999945023	2.865462339	3.689440969	4.366880928	4.120690276
TRINITY_DN139013_c1_g1_i6	ID=Xetrov90021611mgName=lrrc57]LRC57_XENLALRC57_XENLAQ	Chr08	85323740	85332796	4.114952167	0.201926867	0.678431882	0.999945023	3.905123504	4.133245124	3.961396792	4.406353431
TRINITY_DN139024_c0_g1_i3	ID=Xetrov90019877mgName=pomt1]POMT1_HUMANPOMT1_HUMANQ	Chr08	6336429	6345187	2.18467965	-0.232018462	0.670875469	0.999945023	2.401086308	2.047788023	2.353183765	1.87295176
TRINITY_DN139025_c0_g1_i2	ID=Xetrov90020274mgName=stard8-like]STA13_MOUSESTA13_MOUSEQ	Chr08	20819458	20828436	1.348793406	-0.047876975	0.932693025	0.999945023	1.45955712	0.947429584	1.38364259	1.549766853
TRINITY_DN139026_c1_g1_i1	ID=Xetrov90020694mgName=snrpd2]SMD2_MOUSESMD2_MOUSEQ	Chr08	49274844	49280114	4.780686388	0.075108514	0.869401814	0.999945023	4.862312701	4.825034552	4.724118406	4.705081639
TRINITY_DN139040_c4_g1_i7	ID=Xetrov90021030mgName=meis3]MEIS3_XENTRMEIS3_XENTRQ	Chr08	58917012	58945170	1.092026814	0.093872862	0.865134865	0.999945023	1.042474161	1.261244679	1.023102295	1.018287206
TRINITY_DN139171_c0_g2_i1	ID=Xetrov90021565mgName=ktn1]KTN1_CHICKKTN1_CHICKQ	Chr08	84197256	84267887	7.370042409	0.062338679	0.903397998	0.999945023	7.265850205	7.290063281	7.32305058	7.578815884
TRINITY_DN139184_c3_g1_i1	ID=Xetrov90020473mgName=bcorl1]BCORL_MOUSEBCORL_MOUSEQ	Chr08	33872442	33900970	2.651050833	-0.135805746	0.792804208	0.999945023	2.554306238	2.449532133	2.750722714	2.821928193
TRINITY_DN139297_c10_g2_i2	ID=Xetrov90020110mgName=ndufa8]NDUA8_BOVINNDUA8_BOVINQ	Chr08	16202457	16207387	6.383286645	0.302612501	0.540590894	0.999945023	6.544345189	6.618288078	6.150762041	6.155018353
TRINITY_DN139313_c1_g1_i8	ID=Xetrov90020931mgName=LOC100145628]ZC3H4_MOUSEZC3H4_MOUSEQ	Chr08	55951603	55977603	2.71351309	-0.034518139	0.946443794	0.999945023	2.785159749	2.428756335	2.738895726	2.868877996
TRINITY_DN139315_c3_g1_i2	ID=Xetrov90020864mgName=dxo]DXO_XENLADXO_XENLAQ	Chr08	53693222	53702181	1.778044083	0.044925901	0.935667874	0.999945023	1.9879768	1.499050433	1.744631971	1.846386489
TRINITY_DN139354_c0_g7_i2	ID=Xetrov90020427mgName=LOC101735153]SYTL2_MOUSESYTL2_MOUSEQ	Chr08	29517071	29544286	4.068090244	-0.301943817	0.521030527	0.999945023	3.80347041	4.182167065	4.287914119	3.947164631
TRINITY_DN139357_c0_g1_i5	ID=Xetrov90019813mgName=sh3glb2]SHLB2_CHICKSHLB2_CHICKQ	Chr08	4081830	4100199	3.749172808	-0.1332529	0.780005422	0.999945023	3.535429369	3.776291139	3.847608182	3.816401667
TRINITY_DN139485_c0_g1_i1	ID=Xetrov90022430mgName=Xetrov90022430mg]SLAF8_HUMANSLAF8_HUMANQ	Chr08	115586334	115590591	0.290283092	-0.197600221	0.710034458	0.999945023	0.487645752	-0.041376213	0.42804009	0.251150611
TRINITY_DN139551_c3_g3_i2	ID=Xetrov90021798mgName=c15orf57]CO057_RATCO057_RATQ	Chr08	94676599	94680335	2.347330702	-0.069961214	0.897484064	0.999945023	2.505019109	2.423515299	2.398995218	2.010912034
TRINITY_DN139582_c0_g1_i2	ID=Xetrov90020892mgName=c4a]CO4_RATCO4_RATQ	Chr08	54226566	54272338	8.521906429	-0.355001517	0.518249075	0.999945023	8.464017347	8.219167135	8.779603829	8.568869966
TRINITY_DN139609_c4_g2_i1	ID=Xetrov90021169mgName=gtf2a1]TF2AA_HUMANTF2AA_HUMANQ	Chr08	62586720	62598465	3.787921282	-0.13233072	0.782394988	0.999945023	3.547650683	3.763903327	3.885649837	3.925119966
TRINITY_DN139617_c0_g1_i5	ID=Xetrov90020803mgName=brd2]BRD2_RATBRD2_RATQ	Chr08	52017621	52032919	6.10986555	-0.133473573	0.781087576	0.999945023	5.765664285	6.069114639	6.208718879	6.33538221
TRINITY_DN139718_c0_g1_i2	ID=Xetrov90019953mgName=huwe1]HUWE1_HUMANHUWE1_HUMANQ	Chr08	8393331	8485681	1.503434546	-0.250673007	0.645383038	0.999945023	1.195295786	1.613937762	1.684243166	1.464995894
TRINITY_DN139763_c0_g2_i2	ID=Xetrov90020347mgName=atp7a]ATP7A_HUMANATP7A_HUMANQ	Chr08	24572875	24617845	3.8369645	-0.412628319	0.376995007	0.999945023	3.705061385	3.755585294	4.133873169	3.706223688
TRINITY_DN139785_c0_g1_i1	ID=Xetrov90019917mgName=kdm5c]KDM5C_HUMANKDM5C_HUMANQ	Chr08	7542995	7566652	4.411626482	-0.191259573	0.682418266	0.999945023	4.083591632	4.383172831	4.552311509	4.575616948
TRINITY_DN139813_c1_g1_i2	ID=Xetrov90021603mgName=Xetrov90021603mg]RPAP1_BOVINRPAP1_BOVINQ	Chr08	85060951	85089833	3.653279148	0.050816561	0.917749641	0.999945023	3.917733329	3.505741493	3.615069661	3.537968131
TRINITY_DN139824_c2_g1_i3	ID=Xetrov90020721mgName=relb]RELB_XENLARELB_XENLAQ	Chr08	50022899	50035765	1.975607804	-0.729369774	0.197084609	0.999945023	1.256139955	1.737343293	2.479381674	2.147743215
TRINITY_DN139862_c6_g3_i1	ID=Xetrov90020474mgName=LOC100497733-like]M1I1B_DANREM1I1B_DANREQ	Chr08	33957207	33962355	4.181140467	0.003731834	0.99367841	0.999945023	4.055338294	4.169699994	4.178337897	4.309999858
TRINITY_DN139864_c4_g1_i1	ID=Xetrov90021012mgName=prss16]TSSP_MOUSETSSP_MOUSEQ	Chr08	58389591	58403740	3.527528578	0.426827946	0.434528636	0.999945023	3.523103641	3.065495987	3.197839317	4.09834923
TRINITY_DN139950_c5_g3_i2	ID=Xetrov90021059mgName=mrps12]RT12_MOUSERT12_MOUSEQ	Chr08	59672923	59690059	4.140421404	0.324899721	0.504852187	0.999945023	4.378609909	4.281105806	3.89100339	3.95028655
TRINITY_DN139964_c1_g2_i10	ID=Xetrov90021630mgName=zfyve1]ZFYV1_HUMANZFYV1_HUMANQ	Chr08	85981925	86004088	3.907747763	-0.246687938	0.628583827	0.999945023	3.514827594	3.582990804	4.087994311	4.295343613
TRINITY_DN139984_c1_g1_i2	ID=Xetrov90020483mgName=slitrk2]SLIK2_HUMANSLIK2_HUMANQ	Chr08	35228001	35230722	1.148294947	-0.330548792	0.601744977	0.999945023	0.145656546	1.018674643	1.38364259	1.645325315
TRINITY_DN140061_c0_g1_i8	ID=Xetrov90020301mgName=itgb1bp2]CHRD1_MOUSECHRD1_MOUSEQ	Chr08	23058002	23070020	2.690585897	-0.25303611	0.644102083	0.999945023	2.39207757	3.108587534	2.874796245	2.190614129
TRINITY_DN140108_c3_g1_i2	ID=Xetrov90022163mgName=LOC100496038]SYTC_BOVINSYTC_BOVINQ	Chr08	106991256	107006660	2.754062634	0.358753287	0.521107669	0.999945023	2.488208648	2.563513379	2.479381674	3.309071627
TRINITY_DN140161_c1_g1_i1	ID=Xetrov90019955mgName=phf8]PHF8_DANREPHF8_DANREQ	Chr08	8505281	8533237	1.585529626	-0.083682023	0.877038879	0.999945023	1.526950017	1.567174704	1.646758067	1.598337117
TRINITY_DN140166_c0_g1_i3	ID=Xetrov90019932mgName=slc27a4]S27A4_HUMANS27A4_HUMANQ	Chr08	7891739	7903083	4.142261272	-0.181364776	0.69574558	0.999945023	4.02068731	4.059140569	4.275687264	4.198894309
TRINITY_DN140188_c1_g1_i11	ID=Xetrov90022201mgName=Xetrov90022201mg]SLAF5_MOUSESLAF5_MOUSEQ	Chr08	108543498	108546143	1.112354124	0.609844776	0.305864424	0.999945023	1.236142331	0.872482605	0.646352662	1.549766853
