gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.XXm46	logFC.XXm46.XX46	logFC.XXM.XXF	PV.XY46.XX46	PV.XY46.XXm46	PV.XXm46.XX46	PV.XXM.XXF	FDR.XY46.XX46	FDR.XY46.XXm46	FDR.XXm46.XX46	FDR.XXM.XXF	Tv1_462	Tv1_463	Tv2_461	Tv2_462	Tv2_464	Tv5_461	Tv6_461
TRINITY_DN136688_c1_g1_i4	ID=Xetrov90017038mgName=cox6c]COX6C_TARSYCOX6C_TARSYQ	Chr06	113368668	113368668	7.286663471	0.292417289	0.333249493	-0.040832204	0.125792542	0.378989443	0.486731698	0.930896068	0.704683947	0.472710393	1	0.957273382	0.768827195	7.195913369	7.752875924	7.61031347	7.118537573	6.833469203	7.187289408	7.092610056
TRINITY_DN136696_c0_g1_i1	ID=Xetrov90016691mgName=gata6]GAT6B_XENLAGAT6B_XENLAQ	Chr06	93708636	93708636	2.611667966	1.021728068	0.780877529	0.24085054	0.631289304	0.009568584	0.177770136	0.660865152	0.10767813	0.02609124	1	0.767776517	0.17393743	2.080130478	3.527154207	2.648050953	2.304020406	2.923479908	1.9783164	2.134818162
TRINITY_DN136721_c0_g2_i4	ID=Xetrov90016147mgName=ripk1]RIPK1_MOUSERIPK1_MOUSEQ	Chr06	51057521	51057521	2.939240106	0.835702109	-0.288396526	1.124098635	0.979900372	0.023239076	0.569351213	0.021518298	0.007589063	0.052764108	1	0.075248048	0.021439466	2.68192594	3.184273729	2.990932315	3.47217133	3.359975376	2.228976387	2.089807568
TRINITY_DN136737_c0_g1_i4	ID=Xetrov90015585mgName=insig1]INSI1_XENLAINSI1_XENLAQ	Chr06	8886868	8886868	5.624795083	0.470265251	0.158148625	0.312116626	0.391190939	0.074399962	0.673586331	0.393520757	0.13669301	0.130628624	1	0.543911022	0.210073384	5.303732193	5.825698151	6.067008875	5.674501232	5.558944771	5.484260543	5.291852809
TRINITY_DN136826_c0_g1_i4	ID=Xetrov90017149mgName=Xetrov90017149mg]TAF2_CHICKTAF2_CHICKQ	Chr06	122981498	122981498	4.879974821	-1.13172605	0.151248316	-1.282974366	-1.207350208	3.27E-05	0.695245461	0.001877839	1.29E-05	0.000189954	1	0.011750187	8.34E-05	5.401423925	4.362206739	4.114048584	4.148169371	4.406437413	5.220599752	5.634443895
TRINITY_DN136871_c3_g4_i2	ID=Xetrov90016156mgName=foxc1]FXC1A_XENLAFXC1A_XENLAQ	Chr06	51752878	51752878	2.960438934	1.050707465	-0.338205842	1.388913307	1.219810386	0.009034258	0.538691419	0.008413942	0.002380283	0.024921935	1	0.037939484	0.008326986	2.501415633	2.59492331	3.245274056	3.590379471	3.710681524	1.8728757	2.192727806
TRINITY_DN136919_c1_g1_i1	ID=Xetrov90016973mgName=e2f5]E2F5_HUMANE2F5_HUMANQ	Chr06	110269792	110269792	2.459307716	-3.592057646	-0.412443206	-3.179614441	-3.385836044	1.26E-15	0.493170872	5.45E-06	4.85E-13	2.94E-14	1	9.08E-05	9.82E-12	3.808854122	0.219272068	-0.405732159	0.374148371	0.093047713	3.146275996	3.483109581
TRINITY_DN136932_c0_g1_i5	ID=Xetrov90016208mgName=cdh18]CAD18_HUMANCAD18_HUMANQ	Chr06	57986739	57986739	0.797064588	0.650491682	0.35243119	0.298060491	0.474276087	0.194036386	0.624697733	0.670016143	0.343203442	0.277462847	1	0.774928335	0.436233308	0.75496463	0.537100508	0.664526561	0.749342968	1.759106911	0.368932929	0.206771836
TRINITY_DN137008_c0_g1_i10	ID=Xetrov90016143mgName=pxdc1]PXDC1_RATPXDC1_RATQ	Chr06	50905883	50905883	3.878122492	1.112741392	-0.064166129	1.176907521	1.144824457	0.000941904	0.890744061	0.008050698	0.000633929	0.00375985	1	0.036716401	0.002698211	3.199185147	4.583354915	4.152547903	4.307677838	3.915030803	3.294985119	2.879651448
TRINITY_DN137039_c1_g1_i7	ID=Xetrov90016708mgName=kctd1]KCTD1_RATKCTD1_RATQ	Chr06	94888462	94888462	3.052292126	-1.116940789	-0.298926693	-0.818014096	-0.967477442	0.001756981	0.545653187	0.118073572	0.007007849	0.006400496	1	0.241426885	0.020097885	3.551548287	2.280385298	2.577774474	2.734612547	2.436526027	3.395054081	3.683230533
TRINITY_DN137068_c2_g2_i2	ID=Xetrov90015762mgName=pttg1ip2]PTTG_MOUSEPTTG_MOUSEQ	Chr06	22634368	22634368	2.798390322	-0.743420298	0.245834795	-0.989255094	-0.866337696	0.044643119	0.644848746	0.074326682	0.020658125	0.087574246	1	0.176870886	0.047673803	3.079777931	2.756775083	2.142813869	2.214809523	2.417088437	3.22089397	3.281038925
TRINITY_DN137235_c5_g2_i1	ID=Xetrov90015748mgName=olah]SAST_RATSAST_RATQ	Chr06	21315121	21315121	2.732155645	-0.536166154	-0.131744325	-0.404421829	-0.470293991	0.159497638	0.805907972	0.46233191	0.218213537	0.237429475	1	0.606115749	0.30452027	2.821955839	2.301530176	2.567449578	2.593103999	2.50256649	2.667727849	3.390257301
TRINITY_DN137336_c4_g1_i2	ID=Xetrov90016367mgName=uba5]UBA5_XENLAUBA5_XENLAQ	Chr06	71288641	71288641	5.007481141	0.272760306	0.047314376	0.22544593	0.249103118	0.303562973	0.899811087	0.542498399	0.346628595	0.396132478	1	0.67271324	0.439685673	4.989840619	5.141845886	5.258666691	5.078104723	4.958628644	4.768007674	4.791052256
TRINITY_DN137414_c3_g1_i6	ID=Xetrov90016900mgName=orc5]ORC5_MOUSEORC5_MOUSEQ	Chr06	105470332	105470332	3.987773121	-2.121753927	0.255701193	-2.37745512	-2.249604523	7.46E-10	0.596513483	1.36E-05	3.72E-10	9.16E-09	1	0.00019968	5.22E-09	4.526441023	3.008974424	2.62831883	2.467424369	2.474632767	5.138985863	4.770995324
TRINITY_DN137443_c1_g1_i5	ID=Xetrov90015779mgName=rpp38-like]PGBD4_HUMANPGBD4_HUMANQ	Chr06	23604499	23604499	4.410605655	-1.846902108	0.077810146	-1.924712254	-1.885807181	1.61E-09	0.855115369	5.02E-05	2.13E-09	1.89E-08	1	0.000603446	2.66E-08	5.375429999	3.549421172	3.084413327	3.261134511	3.349759613	5.258933554	4.857456377
TRINITY_DN137450_c0_g1_i4	ID=Xetrov90016749mgName=Xetrov90016749mg]DSG2_HUMANDSG2_HUMANQ	Chr06	96743932	96743932	3.634735033	-0.10107488	-0.47720681	0.37613193	0.137528525	0.795727894	0.375081603	0.486357954	0.72416393	0.84335084	1	0.626390767	0.784919887	3.66175803	2.686179264	4.136922155	3.990471169	3.349759613	3.735349462	3.432932004
TRINITY_DN137499_c0_g1_i3	ID=Xetrov90016216mgName=znf622]ZN622_HUMANZN622_HUMANQ	Chr06	59095871	59095871	5.626084158	-1.620235892	-0.073314086	-1.546921806	-1.583578849	8.60E-10	0.840681492	0.000119608	4.23E-09	1.05E-08	1	0.00124713	5.05E-08	6.493287768	4.74643877	4.735517034	4.776822172	4.625500623	6.098876469	6.346956262
TRINITY_DN137555_c0_g1_i2	ID=Xetrov90015825mgName=ccdc129]CC129_HUMANCC129_HUMANQ	Chr06	26678962	26678962	0.730878703	-0.130512398	0.136317204	-0.266829602	-0.198671	0.781935235	0.840856044	0.6946075	0.674194088	0.832075888	1	0.793883822	0.742182517	0.711297605	0.386920922	0.584866161	0.559486712	1.031845967	1.238490505	0.366260841
TRINITY_DN137561_c5_g1_i1	ID=Xetrov90015641mgName=zeb1]ZEB1_CHICKZEB1_CHICKQ	Chr06	14907537	14907537	3.197677375	0.917814968	0.166598154	0.751216814	0.834515891	0.009902396	0.74052187	0.118370234	0.018465501	0.026819401	1	0.241808902	0.043635516	2.520517529	3.350741099	3.40745567	3.384893474	3.844025747	2.815139255	2.560288053
TRINITY_DN137575_c3_g1_i1	ID=Xetrov90016885mgName=cspp1-like]CSPP1_HUMANCSPP1_HUMANQ	Chr06	104374678	104374678	3.208293465	-2.009650682	-0.745702087	-1.263948596	-1.636799639	2.18E-07	0.146907757	0.026425551	2.71E-05	1.86E-06	1	0.086930101	0.000164357	3.761469171	1.528866083	2.177171808	2.695577777	2.076562993	3.654445309	4.34415968
TRINITY_DN137604_c4_g1_i2	ID=Xetrov90016546mgName=dsp]DESP_HUMANDESP_HUMANQ	Chr06	83215592	83215592	8.845738702	1.128947903	-0.027354274	1.156302177	1.14262504	0.003687022	0.959760207	0.024156875	0.003162725	0.011956437	1	0.081484213	0.010533577	8.030721411	9.336724905	8.92624482	9.249920468	9.364493334	8.130854539	8.117663235
TRINITY_DN137622_c1_g3_i2	ID=Xetrov90016039mgName=macc1]MACC1_HUMANMACC1_HUMANQ	Chr06	43173299	43173299	3.495537553	1.306328183	0.429575275	0.876752909	1.091540546	0.000123612	0.375406175	0.053702302	0.00122938	0.000634889	1	0.141774238	0.004770546	2.606460695	4.171522828	3.732586702	3.565336333	4.04418136	2.638329272	2.825767992
TRINITY_DN137627_c0_g1_i1	ID=Xetrov90016244mgName=tmeff1]TEFF1_XENLATEFF1_XENLAQ	Chr06	61674499	61674499	1.858039867	1.650322369	-0.343875143	1.994197512	1.82225994	0.000644053	0.595244582	0.001158689	0.000160312	0.002713713	1	0.00805431	0.000812292	-0.180227377	1.510823264	2.373664736	2.621149839	2.708468806	0.934256604	0.956835385
TRINITY_DN137723_c0_g3_i1	ID=Xetrov90016665mgName=myom1]MPSF_CHICKMPSF_CHICKQ	Chr06	91922600	91922600	8.300666337	1.24262766	0.214617355	1.028010305	1.135318982	0.000663447	0.676867356	0.033252692	0.001737236	0.002784477	1	0.102474534	0.0063958	7.541602709	8.913273231	8.825597036	8.534579842	8.471823865	7.642960627	7.316687895
TRINITY_DN137739_c0_g1_i1	ID=Xetrov90016701mgName=Xetrov90016701mg]LAMA5_HUMANLAMA5_HUMANQ	Chr06	94146286	94146286	1.642956125	1.404447899	0.238965374	1.165482525	1.284965212	0.002218177	0.709756308	0.054437895	0.00487598	0.007785315	1	0.143127538	0.01500272	-0.22194821	2.301530176	2.093295221	1.896945376	1.987121187	1.17165742	0.956835385
TRINITY_DN137769_c0_g1_i1	ID=Xetrov90016997mgName=nbn-like]NBN_HUMANNBN_HUMANQ	Chr06	111308346	111308346	4.233699846	-0.566105958	0.028931615	-0.595037573	-0.580571766	0.074064847	0.948621314	0.198995493	0.068438094	0.130150143	1	0.342761374	0.12184966	4.85211802	4.136649598	4.061677107	3.938478396	3.657836502	4.536623505	4.114383077
TRINITY_DN137843_c0_g1_i2	ID=Xetrov90016667mgName=lpin2]LPIN2_HUMANLPIN2_HUMANQ	Chr06	92017846	92017846	2.886475881	-0.849006969	-0.266235407	-0.582771562	-0.715889266	0.053751373	0.663331457	0.361869213	0.104911124	0.101357684	1	0.51521692	0.170527615	2.309761088	2.620389204	1.933643717	2.695577777	2.643046331	3.326048626	3.81121511
TRINITY_DN137880_c0_g1_i1	ID=Xetrov90016253mgName=LOC100488561]E41LB_MOUSEE41LB_MOUSEQ	Chr06	62581439	62581439	3.971238398	-2.142128473	-0.084080447	-2.058048026	-2.10008825	1.71E-10	0.854915228	7.37E-05	1.22E-09	2.30E-09	1	0.000826809	1.58E-08	5.046947614	2.772004728	2.487563613	2.753740887	2.740100135	4.474209477	4.833764968
TRINITY_DN137911_c2_g4_i1	ID=Xetrov90017263mgName=Xetrov90017263mg]	Chr06	132760266	132760266	0.83891963	0.11613956	-0.340961368	0.457100928	0.286620244	0.802831286	0.596640214	0.474406479	0.535097617	0.849300495	1	0.616116612	0.620032633	1.063574304	1.017827706	0.625246111	1.16584793	0.840828655	0.136370013	0.816537782
TRINITY_DN137935_c1_g1_i1	ID=Xetrov90016406mgName=ano10]ANO10_HUMANANO10_HUMANQ	Chr06	73289067	73289067	2.260048685	-1.43296017	-0.158013876	-1.274946294	-1.353953232	0.000979434	0.794472148	0.050568671	0.002092885	0.003889458	1	0.136311355	0.007478488	2.935425136	1.790523504	1.688919236	1.619544305	0.65419844	2.481617076	3.148309339
TRINITY_DN138061_c4_g1_i1	ID=Xetrov90017157mgName=sntb1]SNTB1_HUMANSNTB1_HUMANQ	Chr06	123328810	123328810	2.803753111	-1.418196408	0.221929039	-1.640125447	-1.529160928	0.000169701	0.680659688	0.004799467	7.40E-05	0.000841528	1	0.024657962	0.000408749	3.435576277	1.760296405	2.093295221	1.8264235	2.240354536	3.683520577	3.198641475
TRINITY_DN138136_c2_g2_i1	ID=Xetrov90016685mgName=rock1]ROCK1_RABITROCK1_RABITQ	Chr06	93269111	93269111	5.808738389	-0.712982996	-0.065374601	-0.647608395	-0.680295695	0.00568846	0.856723832	0.086116258	0.0087163	0.017070208	1	0.19472565	0.023966943	6.089630821	5.510927284	5.296666614	5.517355826	5.537727399	6.09527474	6.298325991
TRINITY_DN138145_c4_g1_i8	ID=Xetrov90016103mgName=rbm24]RB24A_XENLARB24A_XENLAQ	Chr06	48594776	48594776	5.258457089	0.326736727	-0.073987497	0.400724224	0.363730476	0.208241247	0.839453491	0.26412071	0.160325486	0.293266798	1	0.415446139	0.238621624	4.962163984	5.282747879	5.253040452	5.451518836	5.575477662	5.005277877	5.177295075
TRINITY_DN138168_c3_g1_i8	ID=Xetrov90017220mgName=ptk2-like]FAK1_XENLAFAK1_XENLAQ	Chr06	130234020	130234020	2.993710656	0.831902895	0.066468941	0.765433954	0.798668425	0.020608914	0.895396528	0.115227641	0.025640669	0.04794414	1	0.237240879	0.056436934	2.780299014	3.345660476	3.317903925	3.238680982	3.2489221	2.280633089	2.321607549
TRINITY_DN138191_c9_g1_i4	ID=Xetrov90017151mgName=dscc1]DCC1_XENLADCC1_XENLAQ	Chr06	123073056	123073056	4.180416532	-3.5614999	-0.141362061	-3.42013784	-3.49081887	8.86E-27	0.748335132	1.15E-10	4.87E-23	5.34E-25	1	6.26E-09	2.85E-21	5.432010766	1.581678908	1.717215554	1.838419146	1.789658719	5.049687931	5.214463351
TRINITY_DN138283_c1_g2_i1	ID=Xetrov90017218mgName=Xetrov90017218mg]TPPC9_XENLATPPC9_XENLAQ	Chr06	130103986	130103986	4.816435231	-0.542582495	-0.052633473	-0.489949022	-0.516265758	0.043773679	0.88963739	0.20987971	0.056008837	0.086155589	1	0.355416955	0.104438931	5.288954915	4.433379271	4.524885282	4.604902808	4.687655538	4.884228458	5.080914658
TRINITY_DN138363_c2_g1_i10	ID=Xetrov90016772mgName=dyb-1]DTNA_HUMANDTNA_HUMANQ	Chr06	97889315	97889315	4.819392878	-0.840870129	-0.182889588	-0.657980541	-0.749425335	0.00397367	0.653121434	0.122867009	0.010661603	0.012724887	1	0.247773856	0.028149972	5.241775513	4.013913265	4.188362986	4.560331412	4.80820184	5.118727314	5.286044949
TRINITY_DN138412_c0_g5_i2	ID=Xetrov90016501mgName=herpud2]HERP2_XENTRHERP2_XENTRQ	Chr06	81445090	81445090	2.447313332	-0.896294141	0.632722058	-1.529016198	-1.21265517	0.023347962	0.280035019	0.012768918	0.002732977	0.052963702	1	0.051623348	0.009358897	2.606460695	1.93283148	1.807718628	1.426440174	2.357153156	3.260024546	2.870809472
TRINITY_DN138474_c0_g1_i4	ID=Xetrov90017315mgName=gpaa1]GPAA1_MOUSEGPAA1_MOUSEQ	Chr06	134387832	134387832	3.979034967	0.156211463	0.081460977	0.074750486	0.115480975	0.62401659	0.857328441	0.867762899	0.71681748	0.69967056	1	0.916673596	0.779107268	3.92809506	4.216746716	3.706946845	3.974253923	4.19160117	3.997051907	3.764242855
TRINITY_DN138475_c1_g2_i1	ID=Xetrov90016065mgName=LOC100495760]ADSV_BOVINADSV_BOVINQ	Chr06	46023776	46023776	4.029069814	0.942836752	-0.350455588	1.29329234	1.118064546	0.004130719	0.436833455	0.002814226	0.000654639	0.013123181	1	0.016148447	0.002770205	3.560804629	3.928142975	4.387843347	4.641307152	4.497165903	3.415417006	3.030186256
TRINITY_DN138487_c1_g1_i2	ID=Xetrov90015680mgName=prtfdc1]PRDC1_XENTRPRDC1_XENTRQ	Chr06	17440325	17440325	3.209050274	-0.58173683	0.31903072	-0.90076755	-0.74125219	0.096034838	0.528217266	0.084381848	0.03585501	0.159263555	1	0.192225589	0.073421393	3.377392741	2.996062037	3.158511541	2.648660852	2.70045141	3.510429435	3.7230776
TRINITY_DN138487_c2_g1_i1	ID=Xetrov90017150mgName=mtbp]MTBP_XENTRMTBP_XENTRQ	Chr06	123050202	123050202	3.768420466	-2.292419393	0.181378787	-2.47379818	-2.383108787	6.31E-10	0.724749541	2.58E-05	7.30E-10	7.85E-09	1	0.000344208	9.82E-09	4.268463147	2.741382952	2.281921831	2.186933886	1.973878807	4.991780699	4.591583688
TRINITY_DN138523_c1_g2_i2	ID=Xetrov90017115mgName=ncald]NCALD_XENTRNCALD_XENTRQ	Chr06	118923488	118923488	2.734394513	0.434239728	-0.119307598	0.553547326	0.493893527	0.296103814	0.837610662	0.331219281	0.233415423	0.388019897	1	0.48504818	0.32150787	3.036199478	2.603461985	3.095234655	3.003232149	2.909637419	2.248565038	1.804240474
TRINITY_DN138536_c0_g1_i3	ID=Xetrov90016893mgName=sulf1]SULF1_COTCOSULF1_COTCOQ	Chr06	105111004	105111004	3.844288782	1.0745733	-0.244483142	1.319056442	1.196814871	0.002377878	0.615188505	0.004501663	0.000691256	0.008248368	1	0.023514152	0.002902226	3.594245322	4.026667565	4.312565227	4.407678119	4.136212159	2.891884656	2.614261236
TRINITY_DN138564_c5_g1_i3	ID=Xetrov90015575mgName=galnt11]GLT11_XENTRGLT11_XENTRQ	Chr06	7010004	7010004	5.030552421	0.359260771	0.35928834	-2.76E-05	0.179616602	0.211544639	0.386926249	0.999945912	0.531618906	0.297102208	1	0.999945912	0.616911801	4.819070445	5.52672592	5.307563973	4.865955274	4.725678899	4.89359021	4.884064287
TRINITY_DN138581_c0_g2_i1	ID=Xetrov90016912mgName=rpl7]RL7_CHICKRL7_CHICKQ	Chr06	106237910	106237910	10.72901845	0.879543391	0.42903199	0.450511401	0.665027396	0.07012248	0.539575262	0.49807635	0.168044305	0.124572513	1	0.636473908	0.247525193	10.12515513	11.15547394	11.14435592	10.68151988	11.02838938	10.36196178	10.19560563
TRINITY_DN138721_c2_g1_i5	ID=Xetrov90016293mgName=blvra]BIEA_HUMANBIEA_HUMANQ	Chr06	65709874	65709874	2.933329663	-4.110864459	-0.538181876	-3.572682583	-3.841773521	2.75E-18	0.378517156	1.21E-06	1.04E-14	8.33E-17	1	2.41E-05	2.57E-13	3.819176048	0.174128524	-0.112241567	0.500313877	-0.117584598	3.380331133	4.60630752
TRINITY_DN138742_c5_g1_i1	ID=Xetrov90016111mgName=tpmt]TPMT_CANLFTPMT_CANLFQ	Chr06	49004691	49004691	3.010069372	-1.417991365	0.072315212	-1.490306577	-1.454148971	0.022103176	0.933556663	0.114857784	0.021400997	0.050716065	1	0.236748387	0.049012638	0.878554801	2.653659223	2.223938423	2.16804633	1.679770953	4.140255297	4.180276893
TRINITY_DN138809_c0_g2_i1	ID=Xetrov90016699mgName=npc1-like]NPC1_PIGNPC1_PIGQ	Chr06	94029643	94029643	5.5645693	-0.218107314	0.081961555	-0.30006887	-0.259088092	0.451679433	0.842311571	0.471848286	0.372372049	0.543266398	1	0.61389949	0.465639608	5.375429999	5.887309238	5.213030174	5.395785147	5.226292343	5.739187979	5.919690261
TRINITY_DN138884_c0_g1_i4	ID=Xetrov90016440mgName=ngly1-like]NGLY1_MACFANGLY1_MACFAQ	Chr06	76483027	76483027	1.695343388	-0.617664153	-0.500778866	-0.116885287	-0.36727472	0.199962483	0.45023528	0.863571268	0.444029824	0.284143674	1	0.914130738	0.534556799	1.665327963	1.209001005	0.863308581	1.8264235	1.789658719	1.17165742	2.608953881
TRINITY_DN139000_c0_g1_i4	ID=Xetrov90016270mgName=cdcp1]CDCP1_HUMANCDCP1_HUMANQ	Chr06	63628146	63628146	3.739635672	-2.333799205	-0.088867353	-2.244931852	-2.289365528	1.86E-11	0.851584457	3.30E-05	1.87E-10	2.78E-10	1	0.000423041	2.73E-09	4.63851228	2.074688847	2.288222901	2.379849957	2.484004232	4.363283765	4.806203943
TRINITY_DN139209_c5_g1_i2	ID=Xetrov90015974mgName=galnt4]GALT4_HUMANGALT4_HUMANQ	Chr06	38279472	38279472	3.04077465	-2.915716521	0.13581345	-3.051529971	-2.983623246	3.77E-14	0.799724271	8.19E-07	2.19E-13	7.54E-13	1	1.70E-05	4.61E-12	4.10934537	0.939059211	1.246510764	1.0048655	1.200503657	3.825063064	4.121855007
TRINITY_DN139217_c1_g1_i11	ID=Xetrov90015503mgName=setd2]SETD2_MOUSESETD2_MOUSEQ	Chr06	4262576	4262576	3.746449085	0.297941771	-0.317051153	0.614992924	0.456467348	0.35107141	0.474257773	0.15884781	0.151978505	0.444826365	1	0.294616095	0.228663185	3.66175803	3.739600131	3.778068308	4.128763961	3.915030803	3.368443629	3.503274181
TRINITY_DN139271_c1_g1_i1	ID=Xetrov90016808mgName=xkr4]XKR4_PANTRXKR4_PANTRQ	Chr06	100561881	100561881	1.489156606	0.997717157	-0.077126925	1.074844082	1.03628062	0.031203935	0.904287587	0.081170675	0.02463188	0.066431698	1	0.187378516	0.05463841	1.482590908	1.492551934	1.917475335	1.896945376	2.000243121	0.461367988	0.288719143
TRINITY_DN139281_c0_g1_i3	ID=Xetrov90016818mgName=rbm6]RS20_XENLARS20_XENLAQ	Chr06	100852173	100852173	10.07158449	0.957848517	0.460528328	0.497320189	0.727584353	0.03387416	0.479006932	0.41935366	0.104490957	0.070755024	1	0.567715211	0.16994625	9.553521458	10.62896054	10.50946138	10.02029531	10.28284907	9.599868197	9.408807718
TRINITY_DN139288_c1_g2_i1	ID=Xetrov90016330mgName=ddc]DDC_HUMANDDC_HUMANQ	Chr06	68654441	68654441	3.099919514	1.259769335	0.562610645	0.697158689	0.978464012	0.002905262	0.355525559	0.22161799	0.019725646	0.009764409	1	0.369043187	0.045940728	2.242326904	4.17725395	3.591951784	3.045239725	2.667928713	2.530443536	2.268738636
TRINITY_DN139334_c2_g2_i2	ID=Xetrov90016307mgName=Xetrov90016307mg]LORF2_HUMANLORF2_HUMANQ	Chr06	67304329	67304329	2.141967184	0.652909781	-0.325299237	0.978209018	0.8155594	0.124831683	0.578699638	0.085917007	0.054327429	0.195516905	1	0.194474158	0.101959841	2.080130478	1.713734067	2.294496571	2.648660852	2.778688299	1.489607057	1.37467074
TRINITY_DN139394_c0_g1_i2	ID=Xetrov90016386mgName=LOC100486063]CO6A6_HUMANCO6A6_HUMANQ	Chr06	72442725	72442725	3.165999832	0.436994347	-0.246136131	0.683130477	0.560062412	0.307037716	0.679057945	0.2406325	0.189293932	0.399840185	1	0.389684197	0.271902333	3.283603798	3.904152371	3.168793033	3.539850791	2.45570521	2.638329272	2.543694339
TRINITY_DN139426_c2_g2_i6	ID=Xetrov90015700mgName=mllt10-like]AF10_HUMANAF10_HUMANQ	Chr06	18780736	18780736	2.957819745	-0.507227044	-0.075878726	-0.431348318	-0.469287681	0.211976053	0.894653526	0.463255264	0.249561531	0.297495337	1	0.606690585	0.338705708	2.449205084	2.290996476	2.715062553	2.785068427	3.029683459	3.435496513	3.528792728
TRINITY_DN139458_c1_g1_i2	ID=Xetrov90016268mgName=lars2-like]SYLM_HUMANSYLM_HUMANQ	Chr06	63482736	63482736	3.783764962	0.345213019	-0.164469942	0.509682961	0.42744799	0.306526723	0.727631689	0.271960709	0.204408982	0.39929243	1	0.423703949	0.289132954	3.795846988	3.822393526	4.169713633	4.058712686	3.636984694	3.6122257	3.177285209
TRINITY_DN139487_c1_g4_i1	ID=Xetrov90015670mgName=pdss1]DPS1_HUMANDPS1_HUMANQ	Chr06	16737175	16737175	4.243842329	0.080323587	0.021541033	0.058782554	0.06955307	0.782695601	0.958382165	0.886190996	0.811133744	0.83270953	1	0.928839792	0.856136178	4.259016225	4.394546561	4.386375643	4.259420388	4.03145478	4.119128191	4.220852791
TRINITY_DN139524_c2_g1_i1	ID=Xetrov90015576mgName=kmt2c]KMT2C_HUMANKMT2C_HUMANQ	Chr06	7027410	7027410	3.18873085	-0.130039962	-0.021523158	-0.108516804	-0.119278383	0.714196158	0.96584331	0.829970895	0.737000791	0.776401402	1	0.892374001	0.795661921	3.009406232	3.126200534	2.983185465	3.150020818	3.265319889	3.146275996	3.559381264
TRINITY_DN139559_c0_g1_i6	ID=Xetrov90015878mgName=LOC100493339]PHLD_HUMANPHLD_HUMANQ	Chr06	31464420	31464420	4.8228913	1.436749749	0.273559947	1.163189802	1.299969775	2.75E-05	0.570565791	0.009633437	0.000131867	0.000162532	1	0.041997177	0.000685252	3.49472728	4.977489991	5.674614246	5.053873658	5.240185276	4.47974526	3.456762514
TRINITY_DN139591_c2_g1_i2	ID=Xetrov90015588mgName=rbm33]RBM33_MOUSERBM33_MOUSEQ	Chr06	9169562	9169562	3.321378266	-2.755845395	0.072227312	-2.828072707	-2.791959051	1.24E-12	0.892261613	4.69E-06	7.19E-12	2.13E-11	1	7.97E-05	1.26E-10	4.3772493	1.357731513	1.152935899	1.473351605	2.000243121	4.061228232	4.377314578
TRINITY_DN139620_c0_g2_i6	ID=Xetrov90017344mgName=gpt2]ALAT2_XENTRALAT2_XENTRQ	Chr06	135127120	135127120	7.524428588	0.330906634	0.322475095	0.008431539	0.169669087	0.317467837	0.498762747	0.985609672	0.607589323	0.410503937	1	0.991322505	0.684116198	7.330306166	7.664085094	8.036760718	7.380661244	7.318772165	7.539746653	7.229025759
TRINITY_DN139658_c6_g2_i1	ID=Xetrov90016631mgName=ndufv2]NDUV2_PANTRNDUV2_PANTRQ	Chr06	89344871	89344871	5.718052291	0.420346114	0.275226435	0.145119679	0.282732897	0.120210732	0.478442532	0.701841028	0.294796436	0.189818572	1	0.799642327	0.386820463	5.372804661	6.112638129	6.04485191	5.649186723	5.552278198	5.659724728	5.464872259
TRINITY_DN139671_c0_g1_i1	ID=Xetrov90015722mgName=cubn]CUBN_CANLFCUBN_CANLFQ	Chr06	20369455	20369455	4.28623547	0.398807055	0.481300167	-0.082493112	0.158156971	0.461566248	0.541181591	0.914580156	0.769860305	0.55263743	1	0.947164301	0.822877668	3.291038813	5.210527244	4.419760733	4.030234226	3.313423789	5.109829736	2.918783126
TRINITY_DN139719_c4_g2_i3	ID=Xetrov90015786mgName=ccdc132-like]VPS50_HUMANVPS50_HUMANQ	Chr06	23900764	23900764	1.77645938	-3.576228765	0.615748629	-4.191977394	-3.884103079	5.51E-15	0.382981523	6.46E-08	6.08E-15	1.21E-13	1	1.84E-06	1.55E-13	2.847393485	-0.594969662	-0.578402538	-1.19319483	-0.747284863	2.633370734	3.006162782
TRINITY_DN139732_c2_g1_i2	ID=Xetrov90017052mgName=mtdh]LYRIC_MOUSELYRIC_MOUSEQ	Chr06	114455736	114455736	4.437573828	-0.365633809	-0.071141388	-0.294492422	-0.330063116	0.242427878	0.871774044	0.512322076	0.292297577	0.331044937	1	0.648316955	0.384183335	4.923220321	4.523873037	4.161156299	4.331214438	4.053653158	4.103077313	4.728802248
TRINITY_DN139780_c5_g1_i2	ID=Xetrov90016554mgName=LOC100135367]CAID_PROSLCAID_PROSLQ	Chr06	83403059	83403059	3.497853184	0.729331367	0.288189119	0.441142248	0.585236808	0.063792683	0.608727803	0.415220482	0.135284231	0.11578331	1	0.563949986	0.208452124	2.242326904	4.067357118	3.835128696	3.525082906	3.472534317	3.518520061	3.212705352
TRINITY_DN139784_c4_g1_i11	ID=Xetrov90017146mgName=nov]NOV_XENLANOV_XENLAQ	Chr06	122892546	122892546	1.385055417	0.552155744	-0.079731607	0.631887351	0.592021547	0.207634446	0.8965175	0.290849889	0.174941941	0.292575434	1	0.44377347	0.25557792	1.317660962	1.316778333	1.405665946	1.66066165	1.947023719	1.072563381	0.661112339
