gid	dnds	dn	ds	chr	bias
TRINITY_DN116254_c0_g3_i1	0.0393	0.0664	1.6899	Chr02	unbias
TRINITY_DN140594_c2_g2_i1	0.0175	0.0296	1.6905	Chr02	unbias
TRINITY_DN126174_c0_g1_i1	0.042	0.071	1.6912	Chr02	unbias
TRINITY_DN116970_c0_g2_i1	0.1648	0.2788	1.6914	Chr02	unbias
TRINITY_DN127264_c0_g3_i2	0.06	0.1015	1.6922	Chr02	unbias
TRINITY_DN128823_c1_g2_i2	0.0429	0.0727	1.6938	Chr02	unbias
TRINITY_DN139916_c4_g1_i2	0.0696	0.118	1.6942	Chr02	unbias
TRINITY_DN115514_c0_g2_i14	0.0418	0.0709	1.6957	Chr02	unbias
TRINITY_DN115916_c4_g1_i2	0.0618	0.1048	1.6957	Chr02	unbias
TRINITY_DN126542_c0_g5_i2	0.0201	0.0341	1.6965	Chr02	unbias
TRINITY_DN130728_c2_g1_i8	0.2745	0.4662	1.6979	Chr02	unbias
TRINITY_DN117589_c12_g1_i2	0.0483	0.082	1.6991	Chr02	unbias
TRINITY_DN120858_c3_g1_i4	0.0643	0.1094	1.6994	Chr02	unbias
TRINITY_DN123960_c10_g1_i2	0.0879	0.1494	1.7	Chr02	unbias
TRINITY_DN121953_c0_g1_i1	0.0254	0.0432	1.7003	Chr02	unbias
TRINITY_DN114801_c7_g1_i2	0.0853	0.145	1.7005	Chr02	unbias
TRINITY_DN137345_c0_g3_i6	0.0602	0.1025	1.7006	Chr02	unbias
TRINITY_DN122322_c1_g1_i1	0.1356	0.2308	1.7016	Chr02	unbias
TRINITY_DN113092_c0_g1_i1	0.1102	0.1875	1.7019	Chr02	unbias
TRINITY_DN127761_c3_g2_i6	0.098	0.1668	1.7023	Chr02	unbias
TRINITY_DN128181_c1_g1_i6	0.0911	0.1551	1.7024	Chr02	unbias
TRINITY_DN130993_c2_g1_i1	0.0488	0.0831	1.7025	Chr02	unbias
TRINITY_DN130937_c9_g1_i8	0.077	0.1312	1.7032	Chr02	unbias
TRINITY_DN128149_c0_g1_i1	0.0478	0.0814	1.7039	Chr02	unbias
TRINITY_DN122883_c2_g1_i2	0.024	0.041	1.7044	Chr02	unbias
TRINITY_DN114750_c4_g4_i1	0.0289	0.0493	1.7071	Chr02	unbias
TRINITY_DN140182_c5_g1_i3	0.0592	0.101	1.7072	Chr02	unbias
TRINITY_DN118858_c3_g2_i2	0.1259	0.215	1.708	Chr02	unbias
TRINITY_DN136771_c1_g2_i1	0.0654	0.1117	1.7089	Chr02	unbias
TRINITY_DN130294_c0_g3_i3	0.0999	0.1708	1.709	Chr02	unbias
TRINITY_DN131648_c1_g1_i6	0.0504	0.0862	1.7094	Chr02	unbias
TRINITY_DN135144_c0_g1_i2	0.1091	0.1866	1.7097	Chr02	unbias
TRINITY_DN143680_c5_g1_i3	0.0817	0.1397	1.71	Chr02	unbias
TRINITY_DN138021_c2_g1_i6	0.102	0.1744	1.7102	Chr02	unbias
TRINITY_DN143388_c0_g1_i1	0.0896	0.1533	1.7108	Chr02	unbias
TRINITY_DN114333_c0_g1_i1	0.0235	0.0402	1.7114	Chr02	unbias
TRINITY_DN144021_c1_g1_i1	0.0669	0.1146	1.7116	Chr02	unbias
TRINITY_DN117589_c12_g2_i1	0.0419	0.0718	1.7125	Chr02	unbias
TRINITY_DN135461_c1_g2_i1	0.0242	0.0414	1.7136	Chr02	unbias
TRINITY_DN137970_c1_g2_i3	0.0731	0.1253	1.7137	Chr02	unbias
TRINITY_DN128487_c7_g1_i1	0.053	0.0909	1.7144	Chr02	unbias
TRINITY_DN117805_c7_g1_i2	0.0452	0.0776	1.716	Chr02	unbias
TRINITY_DN141055_c6_g1_i1	0.1022	0.1754	1.7162	Chr02	unbias
TRINITY_DN120410_c5_g1_i2	0.0673	0.1156	1.7165	Chr02	unbias
TRINITY_DN121076_c4_g1_i2	0.0196	0.0337	1.7171	Chr02	unbias
TRINITY_DN126063_c3_g3_i2	0.0768	0.1319	1.7171	Chr02	unbias
TRINITY_DN133255_c3_g3_i1	0.03	0.0515	1.7182	Chr02	unbias
TRINITY_DN141321_c0_g1_i4	0.0874	0.1502	1.7188	Chr02	unbias
TRINITY_DN137039_c1_g1_i7	0.028	0.0481	1.719	Chr02	unbias
TRINITY_DN137205_c0_g2_i1	0.0148	0.0254	1.7193	Chr02	unbias
TRINITY_DN121106_c2_g2_i1	0.0746	0.1283	1.7196	Chr02	unbias
TRINITY_DN112433_c0_g1_i1	0.2196	0.3776	1.7199	Chr02	unbias
TRINITY_DN141929_c0_g1_i1	0.0649	0.1117	1.7202	Chr02	unbias
TRINITY_DN112550_c0_g1_i2	0.0206	0.0354	1.7207	Chr02	unbias
TRINITY_DN124622_c3_g1_i1	0.0486	0.0837	1.7211	Chr02	unbias
TRINITY_DN127894_c1_g3_i2	0.1837	0.3161	1.7211	Chr02	unbias
TRINITY_DN133614_c0_g1_i1	0.0223	0.0384	1.7218	Chr02	unbias
TRINITY_DN126607_c1_g2_i3	0.0743	0.1279	1.7223	Chr02	unbias
TRINITY_DN140817_c0_g1_i3	0.0584	0.1006	1.7229	Chr02	unbias
TRINITY_DN120328_c7_g1_i3	0.0252	0.0434	1.7232	Chr02	unbias
TRINITY_DN129370_c5_g1_i2	0.1251	0.2156	1.7233	Chr02	unbias
TRINITY_DN130562_c5_g4_i1	0.0427	0.0736	1.7236	Chr02	unbias
TRINITY_DN140047_c3_g1_i1	0.0864	0.149	1.7244	Chr02	unbias
TRINITY_DN130458_c4_g2_i4	0.063	0.1087	1.7247	Chr02	unbias
TRINITY_DN135518_c0_g1_i1	0.0998	0.1723	1.7259	Chr02	unbias
TRINITY_DN131638_c3_g3_i2	0.0978	0.1688	1.7261	Chr02	unbias
TRINITY_DN126514_c4_g2_i2	0.1097	0.1894	1.7262	Chr02	unbias
TRINITY_DN117124_c0_g1_i1	0.0414	0.0714	1.7263	Chr02	unbias
TRINITY_DN131212_c5_g1_i2	0.0719	0.1242	1.7268	Chr02	unbias
TRINITY_DN129859_c2_g1_i3	0.0424	0.0732	1.7284	Chr02	unbias
TRINITY_DN123543_c6_g2_i1	0.1237	0.2139	1.7291	Chr02	unbias
TRINITY_DN124193_c3_g4_i1	0.0276	0.0477	1.7297	Chr02	unbias
TRINITY_DN116768_c1_g1_i9	0.0509	0.088	1.7297	Chr02	unbias
TRINITY_DN137638_c1_g2_i1	0.0342	0.0591	1.7298	Chr02	unbias
TRINITY_DN115955_c1_g2_i8	0.0809	0.14	1.7301	Chr02	unbias
TRINITY_DN143827_c2_g1_i5	0.03	0.052	1.7312	Chr02	unbias
TRINITY_DN139112_c1_g3_i1	0.0827	0.1433	1.7321	Chr02	unbias
TRINITY_DN132846_c10_g2_i1	0.0208	0.0361	1.7342	Chr02	unbias
TRINITY_DN121077_c0_g2_i4	0.0049	0.0086	1.7343	Chr02	unbias
TRINITY_DN137061_c1_g1_i2	0.1214	0.2106	1.7345	Chr02	unbias
TRINITY_DN127957_c1_g1_i1	0.1913	0.3324	1.7373	Chr02	unbias
TRINITY_DN129870_c2_g1_i11	0.0602	0.1046	1.7377	Chr02	unbias
TRINITY_DN117713_c1_g1_i2	0.1316	0.2288	1.7379	Chr02	unbias
TRINITY_DN132472_c0_g1_i5	0.107	0.1859	1.7384	Chr02	unbias
TRINITY_DN132749_c6_g2_i2	0.0285	0.0495	1.7388	Chr02	unbias
TRINITY_DN140103_c4_g1_i3	0.0255	0.0443	1.7397	Chr02	unbias
TRINITY_DN137190_c0_g1_i3	0.0557	0.097	1.7402	Chr02	unbias
TRINITY_DN139964_c1_g2_i10	0.0377	0.0657	1.7403	Chr02	unbias
TRINITY_DN138412_c0_g5_i2	0.0846	0.1472	1.7405	Chr02	unbias
TRINITY_DN130983_c2_g1_i2	0.0853	0.1485	1.7407	Chr02	unbias
TRINITY_DN141683_c1_g1_i12	0.0353	0.0614	1.7409	Chr02	unbias
TRINITY_DN128919_c0_g1_i1	0.0456	0.0793	1.7411	Chr02	unbias
TRINITY_DN116356_c0_g1_i3	0.0442	0.0769	1.7412	Chr02	unbias
TRINITY_DN117468_c1_g2_i1	0.0571	0.0994	1.7417	Chr02	unbias
TRINITY_DN140736_c0_g1_i1	0.0366	0.0637	1.7419	Chr02	unbias
TRINITY_DN136563_c1_g1_i3	0.0425	0.074	1.742	Chr02	unbias
TRINITY_DN126865_c1_g4_i1	0.1228	0.2141	1.7432	Chr02	unbias
TRINITY_DN125191_c3_g1_i5	0.1049	0.183	1.7439	Chr02	unbias
TRINITY_DN130489_c0_g1_i1	0.1284	0.2239	1.7441	Chr02	unbias
TRINITY_DN138589_c0_g1_i7	0.0609	0.1063	1.7442	Chr02	unbias
TRINITY_DN131617_c3_g1_i4	0.0378	0.066	1.7445	Chr02	unbias
TRINITY_DN131826_c5_g1_i13	0.0299	0.0522	1.7446	Chr02	unbias
TRINITY_DN138859_c1_g3_i2	0.0313	0.0545	1.7448	Chr02	unbias
TRINITY_DN119263_c1_g1_i1	0.0459	0.0802	1.745	Chr02	unbias
TRINITY_DN132933_c0_g2_i1	0.0387	0.0675	1.7454	Chr02	unbias
TRINITY_DN143647_c2_g1_i3	0.0599	0.1046	1.7457	Chr02	unbias
TRINITY_DN118499_c3_g1_i4	0.0881	0.1538	1.7467	Chr02	unbias
TRINITY_DN138909_c0_g1_i5	0.0554	0.0967	1.7471	Chr02	unbias
TRINITY_DN140083_c3_g1_i3	0.1142	0.1994	1.7471	Chr02	unbias
TRINITY_DN139966_c0_g1_i2	0.0221	0.0386	1.7473	Chr02	unbias
TRINITY_DN128326_c2_g1_i1	0.0397	0.0695	1.7481	Chr02	unbias
TRINITY_DN133440_c6_g2_i1	0.0511	0.0894	1.749	Chr02	unbias
TRINITY_DN127822_c7_g1_i2	0.0127	0.0222	1.7495	Chr02	unbias
TRINITY_DN123863_c7_g1_i1	0.029	0.0507	1.7495	Chr02	unbias
TRINITY_DN141109_c3_g3_i2	0.0354	0.062	1.75	Chr02	unbias
TRINITY_DN142615_c1_g2_i3	0.0305	0.0534	1.7501	Chr02	unbias
TRINITY_DN134109_c3_g1_i2	0.0959	0.168	1.7507	Chr02	unbias
TRINITY_DN116739_c6_g4_i2	0.0504	0.0883	1.7508	Chr02	unbias
TRINITY_DN139265_c0_g1_i1	0.0342	0.0599	1.751	Chr02	unbias
TRINITY_DN133360_c4_g5_i3	0.0598	0.1048	1.7515	Chr02	unbias
TRINITY_DN129145_c1_g1_i1	0.1091	0.191	1.7516	Chr02	unbias
TRINITY_DN117512_c4_g4_i1	0.0513	0.0899	1.752	Chr02	unbias
TRINITY_DN141241_c2_g1_i2	0.0149	0.0261	1.7526	Chr02	unbias
TRINITY_DN129905_c3_g2_i7	0.0556	0.0975	1.7531	Chr02	unbias
TRINITY_DN140733_c9_g3_i1	0.0657	0.1153	1.754	Chr02	unbias
TRINITY_DN129386_c0_g1_i1	0.0425	0.0745	1.7541	Chr02	unbias
TRINITY_DN114806_c2_g1_i1	0.042	0.0737	1.7543	Chr02	unbias
TRINITY_DN122145_c0_g1_i1	0.1571	0.2756	1.7546	Chr02	unbias
TRINITY_DN138789_c2_g1_i1	0.0432	0.0757	1.7547	Chr02	unbias
TRINITY_DN139507_c3_g1_i3	0.1228	0.2155	1.7547	Chr02	unbias
TRINITY_DN144072_c1_g1_i5	0.1843	0.3236	1.7555	Chr02	unbias
TRINITY_DN112458_c0_g1_i3	0.0701	0.123	1.7561	Chr02	unbias
TRINITY_DN132185_c0_g2_i2	0.0161	0.0283	1.7574	Chr02	unbias
TRINITY_DN119168_c2_g1_i2	0.1022	0.1797	1.7584	Chr02	unbias
TRINITY_DN121184_c0_g1_i7	0.1558	0.274	1.7588	Chr02	unbias
TRINITY_DN115617_c0_g1_i1	0.0854	0.1503	1.7589	Chr02	unbias
TRINITY_DN137777_c2_g1_i2	0.0633	0.1113	1.7597	Chr02	unbias
TRINITY_DN136259_c2_g1_i1	0.1153	0.2028	1.7597	Chr02	unbias
TRINITY_DN126339_c6_g1_i4	0.0323	0.0569	1.7604	Chr02	unbias
TRINITY_DN118754_c0_g1_i6	0.0395	0.0696	1.7617	Chr02	unbias
TRINITY_DN135163_c0_g1_i4	0.1121	0.1975	1.7617	Chr02	unbias
TRINITY_DN113739_c2_g1_i4	0.1935	0.3409	1.7622	Chr02	unbias
TRINITY_DN140452_c2_g1_i4	0.1136	0.2002	1.7626	Chr02	unbias
TRINITY_DN116724_c1_g1_i2	0.073	0.1288	1.7635	Chr02	unbias
TRINITY_DN121683_c1_g2_i2	0.0805	0.1419	1.7637	Chr02	unbias
TRINITY_DN131381_c5_g2_i1	0.1131	0.1995	1.7638	Chr02	unbias
TRINITY_DN114924_c0_g3_i2	0.082	0.1448	1.7643	Chr02	unbias
TRINITY_DN141136_c1_g1_i1	0.1043	0.1841	1.7652	Chr02	unbias
TRINITY_DN139427_c3_g1_i4	0.0755	0.1333	1.7659	Chr02	unbias
TRINITY_DN136318_c0_g1_i1	0.105	0.1854	1.7662	Chr02	unbias
TRINITY_DN130257_c2_g1_i1	0.0561	0.0991	1.7672	Chr02	unbias
TRINITY_DN136795_c1_g1_i2	0.0918	0.1623	1.7681	Chr02	unbias
TRINITY_DN127575_c1_g2_i15	0.0227	0.0401	1.7684	Chr02	unbias
TRINITY_DN135528_c1_g1_i3	0.0805	0.1424	1.7689	Chr02	unbias
TRINITY_DN121986_c0_g2_i2	0.6228	1.1021	1.7697	Chr02	unbias
TRINITY_DN125549_c2_g1_i1	0.1154	0.2043	1.77	Chr02	unbias
TRINITY_DN137614_c3_g1_i11	0.0969	0.1716	1.771	Chr02	unbias
TRINITY_DN114667_c10_g2_i1	0.0647	0.1146	1.7725	Chr02	unbias
TRINITY_DN123243_c1_g1_i1	0.0545	0.0967	1.7733	Chr02	unbias
TRINITY_DN120460_c3_g2_i2	0.0254	0.045	1.7737	Chr02	unbias
TRINITY_DN133421_c0_g1_i2	0.0856	0.1519	1.7744	Chr02	unbias
TRINITY_DN127914_c0_g1_i6	0.0842	0.1495	1.7748	Chr02	unbias
TRINITY_DN137527_c0_g1_i7	0.0413	0.0733	1.7752	Chr02	unbias
TRINITY_DN134652_c1_g1_i1	0.0278	0.0494	1.7771	Chr02	unbias
TRINITY_DN129714_c0_g2_i1	0.0648	0.1152	1.7774	Chr02	unbias
TRINITY_DN119438_c0_g1_i1	0.1654	0.2939	1.7774	Chr02	unbias
TRINITY_DN128972_c3_g4_i1	0.1368	0.2432	1.7777	Chr02	unbias
TRINITY_DN134183_c0_g1_i2	0.0322	0.0573	1.7779	Chr02	unbias
TRINITY_DN139369_c1_g3_i1	0.0807	0.1436	1.7793	Chr02	unbias
TRINITY_DN119082_c0_g4_i7	0.097	0.1728	1.7806	Chr02	unbias
TRINITY_DN119879_c4_g5_i1	0.0649	0.1156	1.781	Chr02	unbias
TRINITY_DN128331_c0_g1_i1	0.0564	0.1005	1.7822	Chr02	unbias
TRINITY_DN137368_c0_g1_i2	0.1241	0.2213	1.7838	Chr02	unbias
TRINITY_DN116060_c10_g1_i8	0.1514	0.27	1.7838	Chr02	unbias
TRINITY_DN119606_c7_g1_i3	0.0935	0.167	1.7849	Chr02	unbias
TRINITY_DN134285_c0_g2_i4	0.0913	0.163	1.786	Chr02	unbias
TRINITY_DN117767_c3_g1_i4	0.0454	0.0811	1.7861	Chr02	unbias
TRINITY_DN125306_c0_g1_i2	0.0872	0.1558	1.7862	Chr02	unbias
TRINITY_DN137607_c1_g3_i1	0.1233	0.2204	1.7872	Chr02	unbias
TRINITY_DN135015_c5_g2_i1	0.1267	0.2265	1.7875	Chr02	unbias
TRINITY_DN119472_c1_g1_i4	0.06	0.1074	1.7886	Chr02	unbias
TRINITY_DN119684_c3_g1_i2	0.0855	0.1529	1.789	Chr02	unbias
TRINITY_DN120155_c1_g2_i1	0.0436	0.078	1.7897	Chr02	unbias
TRINITY_DN133972_c6_g1_i2	0.0661	0.1183	1.7902	Chr02	unbias
TRINITY_DN130871_c2_g1_i1	0.0367	0.0658	1.7904	Chr02	unbias
TRINITY_DN128326_c3_g1_i5	0.0903	0.1617	1.791	Chr02	unbias
TRINITY_DN141879_c2_g2_i1	0.1407	0.2521	1.7916	Chr02	unbias
TRINITY_DN136305_c3_g1_i1	0.0569	0.102	1.7917	Chr02	unbias
TRINITY_DN130172_c1_g1_i5	0.1137	0.2038	1.7918	Chr02	unbias
TRINITY_DN115223_c6_g2_i3	0.0453	0.0811	1.7925	Chr02	unbias
TRINITY_DN114340_c5_g4_i1	0.0362	0.0649	1.7938	Chr02	unbias
TRINITY_DN142951_c1_g1_i1	0.1514	0.2716	1.7939	Chr02	unbias
TRINITY_DN143317_c1_g1_i1	0.0218	0.0391	1.7943	Chr02	unbias
TRINITY_DN121766_c2_g3_i6	0.0859	0.1543	1.7949	Chr02	unbias
TRINITY_DN128656_c1_g2_i3	0.001	0.0018	1.795	Chr02	unbias
TRINITY_DN135586_c0_g1_i1	0.0113	0.0202	1.7953	Chr02	unbias
TRINITY_DN116727_c6_g2_i1	0.072	0.1293	1.7957	Chr02	unbias
TRINITY_DN131050_c2_g4_i2	0.0683	0.1228	1.7973	Chr02	unbias
TRINITY_DN120351_c3_g3_i1	0.0341	0.0613	1.7994	Chr02	unbias
TRINITY_DN130543_c3_g1_i8	0.0474	0.0853	1.7996	Chr02	unbias
TRINITY_DN119206_c0_g1_i6	0.0787	0.1416	1.7996	Chr02	unbias
TRINITY_DN134955_c5_g1_i1	0.1674	0.3013	1.7999	Chr02	unbias
TRINITY_DN112741_c0_g1_i4	0.0545	0.098	1.8	Chr02	unbias
TRINITY_DN127797_c8_g1_i2	0.0137	0.0247	1.8001	Chr02	unbias
TRINITY_DN140158_c2_g2_i5	0.0141	0.0255	1.8004	Chr02	unbias
TRINITY_DN131063_c2_g2_i4	0.1242	0.2236	1.8007	Chr02	unbias
TRINITY_DN118469_c0_g1_i5	0.0228	0.041	1.8009	Chr02	unbias
TRINITY_DN126761_c1_g1_i2	0.0476	0.0857	1.8011	Chr02	unbias
TRINITY_DN120550_c10_g1_i1	0.0227	0.0409	1.8016	Chr02	unbias
TRINITY_DN131247_c2_g2_i3	0.096	0.1731	1.8021	Chr02	unbias
TRINITY_DN121535_c2_g1_i2	0.0911	0.1641	1.8022	Chr02	unbias
TRINITY_DN137725_c0_g1_i2	0.029	0.0523	1.8026	Chr02	unbias
TRINITY_DN134358_c2_g2_i4	0.0272	0.0492	1.8049	Chr02	unbias
TRINITY_DN113298_c0_g1_i1	0.0279	0.0503	1.8054	Chr02	unbias
TRINITY_DN135131_c0_g3_i1	0.1229	0.222	1.807	Chr02	unbias
TRINITY_DN118195_c0_g1_i3	0.1235	0.2231	1.807	Chr02	unbias
TRINITY_DN116192_c3_g1_i1	0.0248	0.0448	1.8076	Chr02	unbias
TRINITY_DN127597_c3_g1_i8	0.025	0.0453	1.8089	Chr02	unbias
TRINITY_DN140306_c8_g2_i3	0.0122	0.0221	1.8093	Chr02	unbias
TRINITY_DN128642_c6_g1_i6	0.0464	0.084	1.8093	Chr02	unbias
TRINITY_DN121748_c5_g1_i5	0.0146	0.0264	1.8094	Chr02	unbias
TRINITY_DN137170_c3_g1_i1	0.0951	0.172	1.8098	Chr02	unbias
TRINITY_DN108997_c0_g1_i1	0.1691	0.3061	1.8098	Chr02	unbias
TRINITY_DN116102_c5_g1_i6	0.0533	0.0965	1.8102	Chr02	unbias
TRINITY_DN135415_c0_g1_i3	0.0453	0.0821	1.8105	Chr02	unbias
TRINITY_DN126533_c1_g4_i1	0.0629	0.1139	1.8105	Chr02	unbias
TRINITY_DN140708_c0_g1_i1	0.0799	0.1446	1.8105	Chr02	unbias
TRINITY_DN130440_c3_g1_i5	0.0875	0.1585	1.8108	Chr02	unbias
TRINITY_DN121745_c2_g1_i4	0.0566	0.1025	1.8109	Chr02	unbias
TRINITY_DN142224_c1_g3_i1	0.0625	0.1133	1.8111	Chr02	unbias
TRINITY_DN143803_c1_g1_i2	0.1258	0.2279	1.8111	Chr02	unbias
TRINITY_DN135888_c3_g1_i2	0.0164	0.0298	1.8118	Chr02	unbias
TRINITY_DN140711_c0_g1_i2	0.1146	0.2078	1.8128	Chr02	unbias
TRINITY_DN122826_c8_g1_i2	0.044	0.0797	1.8133	Chr02	unbias
TRINITY_DN124196_c0_g1_i1	0.0953	0.1728	1.8137	Chr02	unbias
TRINITY_DN114655_c0_g1_i1	0.0602	0.1092	1.8142	Chr02	unbias
TRINITY_DN116844_c0_g1_i2	0.1206	0.2188	1.8143	Chr02	unbias
TRINITY_DN122821_c0_g2_i10	0.3045	0.5529	1.8161	Chr02	unbias
TRINITY_DN112908_c0_g1_i2	0.1392	0.2531	1.8177	Chr02	unbias
TRINITY_DN121126_c7_g1_i1	0.0439	0.0798	1.8194	Chr02	unbias
TRINITY_DN120417_c6_g1_i1	0.1209	0.22	1.8195	Chr02	unbias
TRINITY_DN125392_c2_g4_i2	0.0799	0.1453	1.8196	Chr02	unbias
TRINITY_DN121544_c0_g1_i1	0.0324	0.059	1.8201	Chr02	unbias
TRINITY_DN118346_c1_g1_i1	0.0784	0.1427	1.8202	Chr02	unbias
TRINITY_DN118569_c0_g2_i2	0.092	0.1675	1.8212	Chr02	unbias
TRINITY_DN135596_c5_g1_i1	0.0797	0.1453	1.8216	Chr02	unbias
TRINITY_DN119530_c2_g1_i4	0.0443	0.0807	1.8217	Chr02	unbias
TRINITY_DN124506_c2_g3_i2	0.0825	0.1502	1.8219	Chr02	unbias
TRINITY_DN123200_c2_g3_i1	0.0395	0.0719	1.822	Chr02	unbias
TRINITY_DN124351_c8_g1_i1	0.0771	0.1405	1.8232	Chr02	unbias
TRINITY_DN107699_c0_g1_i1	0.0923	0.1684	1.8236	Chr02	unbias
TRINITY_DN130332_c5_g1_i2	0.1927	0.3514	1.8236	Chr02	unbias
TRINITY_DN133734_c0_g1_i2	0.1235	0.2254	1.8245	Chr02	unbias
TRINITY_DN136693_c0_g1_i2	0.0705	0.1286	1.8247	Chr02	unbias
TRINITY_DN134094_c0_g2_i2	0.0472	0.0861	1.8251	Chr02	unbias
TRINITY_DN122291_c1_g1_i2	0.0913	0.1666	1.8261	Chr02	unbias
TRINITY_DN136893_c1_g1_i1	0.0371	0.0678	1.8266	Chr02	unbias
TRINITY_DN142105_c2_g3_i3	0.054	0.0986	1.8266	Chr02	unbias
TRINITY_DN126905_c6_g1_i2	0.0786	0.1436	1.8274	Chr02	unbias
TRINITY_DN132884_c8_g1_i1	0.1198	0.219	1.8274	Chr02	unbias
TRINITY_DN133262_c1_g1_i10	0.158	0.2887	1.8278	Chr02	unbias
TRINITY_DN141351_c8_g2_i1	0.0373	0.0681	1.8281	Chr02	unbias
TRINITY_DN131955_c3_g2_i5	0.0168	0.0307	1.8282	Chr02	unbias
TRINITY_DN137324_c0_g1_i1	0.3312	0.6057	1.8287	Chr02	unbias
TRINITY_DN129666_c1_g1_i2	0.0341	0.0624	1.8288	Chr02	unbias
TRINITY_DN131918_c6_g1_i1	0.0673	0.1233	1.8309	Chr02	unbias
TRINITY_DN133173_c1_g1_i8	0.1221	0.2236	1.8312	Chr02	unbias
TRINITY_DN131952_c2_g3_i5	0.0924	0.1693	1.8321	Chr02	unbias
TRINITY_DN143391_c1_g1_i1	0.0117	0.0214	1.8322	Chr02	unbias
TRINITY_DN141957_c0_g1_i1	0.1576	0.2889	1.8326	Chr02	unbias
TRINITY_DN110252_c0_g1_i1	0.1579	0.2893	1.8326	Chr02	unbias
TRINITY_DN137332_c2_g1_i9	0.0971	0.1781	1.8336	Chr02	unbias
TRINITY_DN121983_c4_g1_i6	0.0683	0.1252	1.834	Chr02	unbias
TRINITY_DN116198_c6_g1_i1	0.1249	0.229	1.8341	Chr02	unbias
TRINITY_DN115955_c0_g1_i3	0.1533	0.2813	1.8343	Chr02	unbias
TRINITY_DN138136_c2_g2_i1	0.0357	0.0655	1.8347	Chr02	unbias
TRINITY_DN107905_c0_g1_i1	0.1185	0.2174	1.8348	Chr02	unbias
TRINITY_DN133906_c0_g2_i3	0.0708	0.13	1.8355	Chr02	unbias
TRINITY_DN128365_c0_g1_i2	0.0654	0.1201	1.8356	Chr02	unbias
TRINITY_DN139458_c1_g1_i2	0.089	0.1634	1.8356	Chr02	unbias
TRINITY_DN122873_c4_g1_i2	0.0373	0.0685	1.836	Chr02	unbias
TRINITY_DN141034_c3_g1_i3	0.0511	0.0938	1.8364	Chr02	unbias
TRINITY_DN130500_c3_g1_i2	0.1199	0.2203	1.8373	Chr02	unbias
TRINITY_DN135475_c6_g2_i2	0.1072	0.197	1.8376	Chr02	unbias
TRINITY_DN131626_c2_g1_i2	0.0414	0.0761	1.8378	Chr02	unbias
TRINITY_DN135686_c1_g1_i1	0.5767	1.06	1.8379	Chr02	unbias
TRINITY_DN140852_c1_g2_i5	0.1092	0.2007	1.8384	Chr02	unbias
TRINITY_DN133989_c0_g1_i5	0.1272	0.2338	1.8387	Chr02	unbias
TRINITY_DN132551_c4_g1_i1	0.065	0.1196	1.8396	Chr02	unbias
TRINITY_DN129396_c5_g1_i3	0.0813	0.1497	1.8399	Chr02	unbias
TRINITY_DN139131_c3_g3_i1	0.0314	0.0577	1.8401	Chr02	unbias
TRINITY_DN135301_c0_g1_i3	0.078	0.1435	1.8403	Chr02	unbias
TRINITY_DN130858_c3_g1_i4	0.1187	0.2186	1.8413	Chr02	unbias
TRINITY_DN118804_c0_g4_i2	0.1564	0.2882	1.8422	Chr02	unbias
TRINITY_DN126657_c0_g1_i5	0.0816	0.1503	1.8425	Chr02	unbias
TRINITY_DN133376_c2_g1_i2	0.0922	0.1699	1.8428	Chr02	unbias
TRINITY_DN110396_c0_g1_i2	0.0618	0.114	1.8445	Chr02	unbias
TRINITY_DN141860_c1_g1_i9	0.1036	0.1911	1.8445	Chr02	unbias
TRINITY_DN136285_c5_g1_i2	0.0275	0.0508	1.8452	Chr02	unbias
TRINITY_DN132950_c0_g1_i12	0.1065	0.1965	1.8455	Chr02	unbias
TRINITY_DN120449_c1_g1_i3	0.0923	0.1703	1.8458	Chr02	unbias
TRINITY_DN129455_c2_g2_i5	0.2757	0.5089	1.8461	Chr02	unbias
TRINITY_DN122295_c1_g2_i3	0.0939	0.1733	1.8462	Chr02	unbias
TRINITY_DN132306_c3_g2_i3	0.0399	0.0737	1.8464	Chr02	unbias
TRINITY_DN130422_c5_g1_i2	0.0737	0.1361	1.847	Chr02	unbias
TRINITY_DN140798_c3_g2_i4	0.0265	0.049	1.8477	Chr02	unbias
TRINITY_DN138088_c0_g1_i2	0.0171	0.0317	1.8483	Chr02	unbias
TRINITY_DN122657_c1_g1_i2	0.0741	0.137	1.8484	Chr02	unbias
TRINITY_DN115476_c0_g1_i1	0.041	0.0759	1.8507	Chr02	unbias
TRINITY_DN112769_c0_g1_i1	0.0642	0.1188	1.8509	Chr02	unbias
TRINITY_DN143573_c3_g1_i4	0.1829	0.3387	1.8517	Chr02	unbias
TRINITY_DN134125_c6_g1_i2	0.0727	0.1346	1.8519	Chr02	unbias
TRINITY_DN126694_c2_g4_i1	0.0231	0.0428	1.852	Chr02	unbias
TRINITY_DN120336_c4_g1_i1	0.0396	0.0734	1.8521	Chr02	unbias
TRINITY_DN122178_c1_g1_i2	0.0238	0.044	1.8522	Chr02	unbias
TRINITY_DN114436_c1_g6_i1	0.0638	0.1182	1.8523	Chr02	unbias
TRINITY_DN137412_c0_g1_i1	0.1522	0.282	1.8523	Chr02	unbias
TRINITY_DN121636_c2_g2_i4	0.0259	0.048	1.8526	Chr02	unbias
TRINITY_DN138717_c1_g1_i3	0.2268	0.4203	1.8529	Chr02	unbias
TRINITY_DN118923_c2_g1_i13	0.0199	0.0369	1.8551	Chr02	unbias
