ID_fa	ID_trans	dNdS	dN	dS
RBH_pair_7891.fa	TRINITY_D123943_c0_g1_i1	0.0424	0.0765	1.8069
RBH_pair_105.fa	TRINITY_D135131_c0_g3_i1	0.1229	0.222	1.807
RBH_pair_2089.fa	TRINITY_D118195_c0_g1_i3	0.1235	0.2231	1.807
RBH_pair_608.fa	TRINITY_D129242_c4_g4_i1	0.0924	0.1671	1.8074
RBH_pair_4105.fa	TRINITY_D116192_c3_g1_i1	0.0248	0.0448	1.8076
RBH_pair_10259.fa	TRINITY_D123305_c4_g1_i1	0.0505	0.0914	1.8085
RBH_pair_7047.fa	TRINITY_D127597_c3_g1_i8	0.025	0.0453	1.8089
RBH_pair_9067.fa	TRINITY_D140306_c8_g2_i3	0.0122	0.0221	1.8093
RBH_pair_1133.fa	TRINITY_D128642_c6_g1_i6	0.0464	0.084	1.8093
RBH_pair_4784.fa	TRINITY_D121748_c5_g1_i5	0.0146	0.0264	1.8094
RBH_pair_9784.fa	TRINITY_D114387_c0_g1_i1	0.0497	0.09	1.8095
RBH_pair_8285.fa	TRINITY_D137366_c2_g3_i2	0.1345	0.2434	1.8096
RBH_pair_6242.fa	TRINITY_D138428_c0_g1_i1	0.075	0.1358	1.8098
RBH_pair_8713.fa	TRINITY_D137170_c3_g1_i1	0.0951	0.172	1.8098
RBH_pair_6397.fa	TRINITY_D138147_c3_g1_i1	0.1382	0.2502	1.8098
RBH_pair_1729.fa	TRINITY_D108997_c0_g1_i1	0.1691	0.3061	1.8098
RBH_pair_2515.fa	TRINITY_D128422_c0_g1_i3	0.0507	0.0917	1.8099
RBH_pair_8517.fa	TRINITY_D131129_c3_g1_i1	0.0032	0.0058	1.81
RBH_pair_3222.fa	TRINITY_D118923_c2_g3_i1	0.0546	0.0989	1.8101
RBH_pair_2345.fa	TRINITY_D116102_c5_g1_i6	0.0533	0.0965	1.8102
RBH_pair_9557.fa	TRINITY_D135415_c0_g1_i3	0.0453	0.0821	1.8105
RBH_pair_6438.fa	TRINITY_D126533_c1_g4_i1	0.0629	0.1139	1.8105
RBH_pair_10791.fa	TRINITY_D140708_c0_g1_i1	0.0799	0.1446	1.8105
RBH_pair_7608.fa	TRINITY_D129490_c0_g1_i3	0.1003	0.1816	1.8106
RBH_pair_9812.fa	TRINITY_D118359_c2_g1_i1	0.1309	0.2371	1.8107
RBH_pair_10586.fa	TRINITY_D130440_c3_g1_i5	0.0875	0.1585	1.8108
RBH_pair_5435.fa	TRINITY_D127459_c2_g1_i1	0.0357	0.0646	1.8109
RBH_pair_121.fa	TRINITY_D121745_c2_g1_i4	0.0566	0.1025	1.8109
RBH_pair_636.fa	TRINITY_D142224_c1_g3_i1	0.0625	0.1133	1.8111
RBH_pair_8836.fa	TRINITY_D143803_c1_g1_i2	0.1258	0.2279	1.8111
RBH_pair_2834.fa	TRINITY_D141213_c0_g2_i2	0.033	0.0598	1.8113
RBH_pair_9779.fa	TRINITY_D135888_c3_g1_i2	0.0164	0.0298	1.8118
RBH_pair_263.fa	TRINITY_D134675_c1_g1_i1	0.1611	0.2919	1.8125
RBH_pair_8137.fa	TRINITY_D140711_c0_g1_i2	0.1146	0.2078	1.8128
RBH_pair_3485.fa	TRINITY_D115804_c6_g4_i1	0.0252	0.0457	1.8131
RBH_pair_4917.fa	TRINITY_D122826_c8_g1_i2	0.044	0.0797	1.8133
RBH_pair_3742.fa	TRINITY_D120269_c3_g1_i2	0.0246	0.0445	1.8135
RBH_pair_44.fa	TRINITY_D124196_c0_g1_i1	0.0953	0.1728	1.8137
RBH_pair_6051.fa	TRINITY_D132953_c2_g4_i1	0.0718	0.1303	1.814
RBH_pair_5123.fa	TRINITY_D114655_c0_g1_i1	0.0602	0.1092	1.8142
RBH_pair_1599.fa	TRINITY_D116844_c0_g1_i2	0.1206	0.2188	1.8143
RBH_pair_5230.fa	TRINITY_D131253_c4_g1_i1	0.0941	0.1708	1.8146
RBH_pair_8460.fa	TRINITY_D136637_c5_g1_i3	0.0413	0.0749	1.8152
RBH_pair_2327.fa	TRINITY_D119200_c2_g1_i6	0.0988	0.1793	1.8153
RBH_pair_5556.fa	TRINITY_D122821_c0_g2_i10	0.3045	0.5529	1.8161
RBH_pair_6645.fa	TRINITY_D119030_c3_g2_i5	0.0318	0.0579	1.8166
RBH_pair_9522.fa	TRINITY_D129852_c0_g1_i1	0.0525	0.0954	1.8166
RBH_pair_5460.fa	TRINITY_D134574_c5_g1_i1	0.1428	0.2594	1.8166
RBH_pair_9094.fa	TRINITY_D124228_c0_g1_i6	0.0764	0.1388	1.8171
RBH_pair_3304.fa	TRINITY_D143162_c3_g1_i3	0.2454	0.4459	1.8171
RBH_pair_5791.fa	TRINITY_D114502_c4_g3_i3	0.0015	0.0027	1.8174
RBH_pair_1480.fa	TRINITY_D115834_c1_g6_i2	0.0773	0.1404	1.8174
RBH_pair_5853.fa	TRINITY_D125732_c0_g1_i2	0.1584	0.2878	1.8174
RBH_pair_2250.fa	TRINITY_D112908_c0_g1_i2	0.1392	0.2531	1.8177
RBH_pair_4146.fa	TRINITY_D135953_c0_g1_i4	0.321	0.5837	1.8183
RBH_pair_5056.fa	TRINITY_D133641_c7_g1_i2	0.0526	0.0957	1.8186
RBH_pair_3320.fa	TRINITY_D121789_c1_g1_i8	0.0369	0.0671	1.8187
RBH_pair_4658.fa	TRINITY_D143696_c2_g2_i1	0.0116	0.0211	1.8192
RBH_pair_8854.fa	TRINITY_D121126_c7_g1_i1	0.0439	0.0798	1.8194
RBH_pair_4722.fa	TRINITY_D120417_c6_g1_i1	0.1209	0.22	1.8195
RBH_pair_2161.fa	TRINITY_D125392_c2_g4_i2	0.0799	0.1453	1.8196
RBH_pair_4357.fa	TRINITY_D121544_c0_g1_i1	0.0324	0.059	1.8201
RBH_pair_4331.fa	TRINITY_D118346_c1_g1_i1	0.0784	0.1427	1.8202
RBH_pair_4285.fa	TRINITY_D136283_c1_g1_i1	0.1599	0.2911	1.8207
RBH_pair_4779.fa	TRINITY_D118569_c0_g2_i2	0.092	0.1675	1.8212
RBH_pair_6545.fa	TRINITY_D135596_c5_g1_i1	0.0797	0.1453	1.8216
RBH_pair_7640.fa	TRINITY_D119530_c2_g1_i4	0.0443	0.0807	1.8217
RBH_pair_4874.fa	TRINITY_D136548_c1_g1_i2	0.0884	0.1611	1.8217
RBH_pair_10761.fa	TRINITY_D115623_c7_g1_i1	0.0548	0.0998	1.8218
RBH_pair_5894.fa	TRINITY_D130316_c1_g3_i1	0.067	0.1221	1.8219
RBH_pair_10062.fa	TRINITY_D120153_c5_g1_i1	0.0807	0.147	1.8219
RBH_pair_4761.fa	TRINITY_D124506_c2_g3_i2	0.0825	0.1502	1.8219
RBH_pair_974.fa	TRINITY_D123200_c2_g3_i1	0.0395	0.0719	1.822
RBH_pair_4099.fa	TRINITY_D138988_c0_g1_i2	0.0732	0.1335	1.8221
RBH_pair_5463.fa	TRINITY_D132765_c11_g2_i3	0.1192	0.2172	1.8223
RBH_pair_2145.fa	TRINITY_D121482_c2_g1_i4	0.0851	0.1551	1.8227
RBH_pair_7344.fa	TRINITY_D124851_c2_g1_i1	0.0578	0.1053	1.8229
RBH_pair_10692.fa	TRINITY_D138002_c0_g3_i5	0.0358	0.0652	1.823
RBH_pair_10322.fa	TRINITY_D137125_c1_g1_i3	0.0942	0.1717	1.8231
RBH_pair_3389.fa	TRINITY_D124351_c8_g1_i1	0.0771	0.1405	1.8232
RBH_pair_7238.fa	TRINITY_D112411_c0_g1_i3	0.0674	0.1229	1.8233
RBH_pair_8399.fa	TRINITY_D114206_c0_g1_i6	0.1075	0.1961	1.8235
RBH_pair_5787.fa	TRINITY_D107699_c0_g1_i1	0.0923	0.1684	1.8236
RBH_pair_548.fa	TRINITY_D130332_c5_g1_i2	0.1927	0.3514	1.8236
RBH_pair_6767.fa	TRINITY_D132239_c3_g1_i9	0.0789	0.1438	1.8237
RBH_pair_3125.fa	TRINITY_D128322_c0_g4_i7	0.0469	0.0855	1.8241
RBH_pair_3650.fa	TRINITY_D125366_c4_g1_i10	0.0958	0.1748	1.8241
RBH_pair_9439.fa	TRINITY_D133734_c0_g1_i2	0.1235	0.2254	1.8245
RBH_pair_6205.fa	TRINITY_D140903_c2_g1_i1	0.1033	0.1885	1.8246
RBH_pair_270.fa	TRINITY_D136693_c0_g1_i2	0.0705	0.1286	1.8247
RBH_pair_6562.fa	TRINITY_D126347_c6_g1_i3	0.1745	0.3183	1.8247
RBH_pair_2210.fa	TRINITY_D139985_c1_g2_i2	0.0806	0.1471	1.825
RBH_pair_6720.fa	TRINITY_D134094_c0_g2_i2	0.0472	0.0861	1.8251
RBH_pair_7427.fa	TRINITY_D139097_c4_g1_i4	0.1195	0.2181	1.8255
RBH_pair_3570.fa	TRINITY_D122987_c3_g8_i1	0.0156	0.0284	1.8259
RBH_pair_6745.fa	TRINITY_D129394_c3_g1_i1	0.11	0.2009	1.8259
RBH_pair_2196.fa	TRINITY_D122291_c1_g1_i2	0.0913	0.1666	1.8261
RBH_pair_7926.fa	TRINITY_D142919_c1_g1_i2	0.1848	0.3374	1.8261
RBH_pair_2742.fa	TRINITY_D127270_c2_g1_i4	0.2998	0.5474	1.8261
RBH_pair_4179.fa	TRINITY_D114235_c0_g1_i1	0.0682	0.1245	1.8263
RBH_pair_10241.fa	TRINITY_D121251_c2_g1_i3	0.0175	0.0319	1.8266
RBH_pair_9539.fa	TRINITY_D136893_c1_g1_i1	0.0371	0.0678	1.8266
RBH_pair_3586.fa	TRINITY_D142105_c2_g3_i3	0.054	0.0986	1.8266
RBH_pair_3417.fa	TRINITY_D116875_c0_g1_i1	0.0525	0.0959	1.8267
RBH_pair_5034.fa	TRINITY_D126905_c6_g1_i2	0.0786	0.1436	1.8274
RBH_pair_951.fa	TRINITY_D132884_c8_g1_i1	0.1198	0.219	1.8274
RBH_pair_214.fa	TRINITY_D133262_c1_g1_i10	0.158	0.2887	1.8278
RBH_pair_8914.fa	TRINITY_D141351_c8_g2_i1	0.0373	0.0681	1.8281
RBH_pair_3278.fa	TRINITY_D131955_c3_g2_i5	0.0168	0.0307	1.8282
RBH_pair_4990.fa	TRINITY_D138998_c2_g2_i1	0.1466	0.2681	1.8283
RBH_pair_621.fa	TRINITY_D137324_c0_g1_i1	0.3312	0.6057	1.8287
RBH_pair_10282.fa	TRINITY_D123166_c2_g1_i1	0.0142	0.026	1.8288
RBH_pair_1500.fa	TRINITY_D129666_c1_g1_i2	0.0341	0.0624	1.8288
RBH_pair_8294.fa	TRINITY_D139007_c0_g2_i6	0.1107	0.2026	1.8302
RBH_pair_3173.fa	TRINITY_D116086_c7_g1_i1	0.1248	0.2285	1.8303
RBH_pair_456.fa	TRINITY_D132117_c0_g1_i3	0.0507	0.0928	1.8309
RBH_pair_9806.fa	TRINITY_D131918_c6_g1_i1	0.0673	0.1233	1.8309
RBH_pair_5812.fa	TRINITY_D139785_c0_g1_i1	0.0538	0.0986	1.831
RBH_pair_2236.fa	TRINITY_D133173_c1_g1_i8	0.1221	0.2236	1.8312
RBH_pair_5934.fa	TRINITY_D125799_c1_g1_i6	0.069	0.1265	1.8318
RBH_pair_340.fa	TRINITY_D142993_c6_g1_i1	0.1954	0.358	1.832
RBH_pair_8021.fa	TRINITY_D131952_c2_g3_i5	0.0924	0.1693	1.8321
RBH_pair_9775.fa	TRINITY_D143391_c1_g1_i1	0.0117	0.0214	1.8322
RBH_pair_2955.fa	TRINITY_D131025_c2_g1_i1	0.0902	0.1653	1.8322
RBH_pair_10373.fa	TRINITY_D111985_c0_g1_i1	0.0746	0.1368	1.8323
RBH_pair_3004.fa	TRINITY_D139127_c1_g1_i5	0.096	0.1758	1.8324
RBH_pair_6135.fa	TRINITY_D141957_c0_g1_i1	0.1576	0.2889	1.8326
RBH_pair_6589.fa	TRINITY_D110252_c0_g1_i1	0.1579	0.2893	1.8326
RBH_pair_5661.fa	TRINITY_D130706_c0_g2_i1	0.1369	0.2511	1.8335
RBH_pair_102.fa	TRINITY_D137332_c2_g1_i9	0.0971	0.1781	1.8336
RBH_pair_1286.fa	TRINITY_D126031_c4_g1_i1	0.077	0.1412	1.8339
RBH_pair_4130.fa	TRINITY_D121983_c4_g1_i6	0.0683	0.1252	1.834
RBH_pair_5145.fa	TRINITY_D116198_c6_g1_i1	0.1249	0.229	1.8341
RBH_pair_2230.fa	TRINITY_D115955_c0_g1_i3	0.1533	0.2813	1.8343
RBH_pair_8418.fa	TRINITY_D138136_c2_g2_i1	0.0357	0.0655	1.8347
RBH_pair_6986.fa	TRINITY_D134116_c8_g1_i1	0.1387	0.2544	1.8347
RBH_pair_7078.fa	TRINITY_D120795_c3_g2_i2	0.0647	0.1187	1.8348
RBH_pair_3048.fa	TRINITY_D107905_c0_g1_i1	0.1185	0.2174	1.8348
RBH_pair_8676.fa	TRINITY_D139867_c5_g2_i2	0.001	0.0018	1.835
RBH_pair_2617.fa	TRINITY_D127150_c0_g1_i2	0.0973	0.1785	1.835
RBH_pair_80.fa	TRINITY_D141948_c2_g1_i1	0.0947	0.1737	1.8353
RBH_pair_8277.fa	TRINITY_D133906_c0_g2_i3	0.0708	0.13	1.8355
RBH_pair_1585.fa	TRINITY_D128365_c0_g1_i2	0.0654	0.1201	1.8356
RBH_pair_5997.fa	TRINITY_D139458_c1_g1_i2	0.089	0.1634	1.8356
RBH_pair_4106.fa	TRINITY_D122873_c4_g1_i2	0.0373	0.0685	1.836
RBH_pair_4050.fa	TRINITY_D141034_c3_g1_i3	0.0511	0.0938	1.8364
RBH_pair_8327.fa	TRINITY_D138311_c8_g6_i1	0.0358	0.0657	1.8365
RBH_pair_9666.fa	TRINITY_D142274_c5_g1_i16	0.011	0.0202	1.8369
RBH_pair_2208.fa	TRINITY_D128657_c0_g1_i1	0.0541	0.0995	1.8371
RBH_pair_4765.fa	TRINITY_D130500_c3_g1_i2	0.1199	0.2203	1.8373
RBH_pair_5033.fa	TRINITY_D135475_c6_g2_i2	0.1072	0.197	1.8376
RBH_pair_7703.fa	TRINITY_D128439_c0_g1_i1	0.012	0.022	1.8378
RBH_pair_6926.fa	TRINITY_D107800_c0_g1_i2	0.0339	0.0624	1.8378
RBH_pair_16.fa	TRINITY_D131626_c2_g1_i2	0.0414	0.0761	1.8378
RBH_pair_4706.fa	TRINITY_D142916_c7_g1_i9	0.0549	0.1008	1.8378
RBH_pair_9962.fa	TRINITY_D122001_c8_g1_i1	0.0383	0.0704	1.8379
RBH_pair_3203.fa	TRINITY_D135686_c1_g1_i1	0.5767	1.06	1.8379
RBH_pair_657.fa	TRINITY_D124816_c3_g1_i1	0.141	0.2593	1.8383
RBH_pair_157.fa	TRINITY_D140852_c1_g2_i5	0.1092	0.2007	1.8384
RBH_pair_7688.fa	TRINITY_D113664_c0_g1_i1	0.0526	0.0967	1.8385
RBH_pair_2214.fa	TRINITY_D133989_c0_g1_i5	0.1272	0.2338	1.8387
RBH_pair_7586.fa	TRINITY_D141797_c1_g1_i6	0.0647	0.119	1.839
RBH_pair_9858.fa	TRINITY_D132551_c4_g1_i1	0.065	0.1196	1.8396
RBH_pair_1200.fa	TRINITY_D129396_c5_g1_i3	0.0813	0.1497	1.8399
RBH_pair_5996.fa	TRINITY_D139131_c3_g3_i1	0.0314	0.0577	1.8401
RBH_pair_6580.fa	TRINITY_D127525_c0_g1_i2	0.0561	0.1032	1.8402
RBH_pair_6972.fa	TRINITY_D135301_c0_g1_i3	0.078	0.1435	1.8403
RBH_pair_6690.fa	TRINITY_D142909_c8_g2_i3	0.0705	0.1297	1.8405
RBH_pair_7764.fa	TRINITY_D130858_c3_g1_i4	0.1187	0.2186	1.8413
RBH_pair_3385.fa	TRINITY_D120973_c0_g5_i1	0.0341	0.0627	1.8414
RBH_pair_2601.fa	TRINITY_D135862_c1_g2_i4	0.0713	0.1313	1.8415
RBH_pair_276.fa	TRINITY_D138098_c0_g1_i4	0.088	0.1621	1.8422
RBH_pair_6049.fa	TRINITY_D118804_c0_g4_i2	0.1564	0.2882	1.8422
RBH_pair_1355.fa	TRINITY_D124525_c7_g1_i2	0.1237	0.2278	1.8424
RBH_pair_8.fa	TRINITY_D126657_c0_g1_i5	0.0816	0.1503	1.8425
RBH_pair_3150.fa	TRINITY_D127403_c4_g1_i3	0.0824	0.1519	1.8425
RBH_pair_6601.fa	TRINITY_D133376_c2_g1_i2	0.0922	0.1699	1.8428
RBH_pair_6344.fa	TRINITY_D121103_c1_g1_i1	0.0467	0.0861	1.8431
RBH_pair_1716.fa	TRINITY_D133618_c4_g1_i1	0.1302	0.24	1.8431
RBH_pair_151.fa	TRINITY_D127908_c0_g1_i6	0.1265	0.2332	1.8434
RBH_pair_7148.fa	TRINITY_D142861_c2_g1_i4	0.1828	0.337	1.8438
RBH_pair_2286.fa	TRINITY_D110396_c0_g1_i2	0.0618	0.114	1.8445
RBH_pair_651.fa	TRINITY_D141860_c1_g1_i9	0.1036	0.1911	1.8445
RBH_pair_5336.fa	TRINITY_D136285_c5_g1_i2	0.0275	0.0508	1.8452
RBH_pair_353.fa	TRINITY_D132950_c0_g1_i12	0.1065	0.1965	1.8455
RBH_pair_596.fa	TRINITY_D123595_c3_g1_i1	0.2917	0.5384	1.8455
RBH_pair_9643.fa	TRINITY_D139021_c0_g2_i5	0.1079	0.1991	1.8456
RBH_pair_8378.fa	TRINITY_D140360_c6_g1_i1	0.0388	0.0715	1.8457
RBH_pair_6541.fa	TRINITY_D120449_c1_g1_i3	0.0923	0.1703	1.8458
RBH_pair_10433.fa	TRINITY_D129455_c2_g2_i5	0.2757	0.5089	1.8461
RBH_pair_2687.fa	TRINITY_D122295_c1_g2_i3	0.0939	0.1733	1.8462
RBH_pair_4996.fa	TRINITY_D132306_c3_g2_i3	0.0399	0.0737	1.8464
RBH_pair_5073.fa	TRINITY_D125871_c1_g2_i1	0.1066	0.1968	1.8467
RBH_pair_6781.fa	TRINITY_D122198_c0_g2_i2	0.0119	0.0219	1.8468
RBH_pair_1323.fa	TRINITY_D116932_c5_g1_i5	0.0171	0.0317	1.8469
RBH_pair_8888.fa	TRINITY_D130422_c5_g1_i2	0.0737	0.1361	1.847
RBH_pair_6639.fa	TRINITY_D134516_c1_g1_i3	0.0969	0.1789	1.847
RBH_pair_2076.fa	TRINITY_D140798_c3_g2_i4	0.0265	0.049	1.8477
RBH_pair_7276.fa	TRINITY_D128018_c0_g1_i3	0.071	0.1312	1.8479
RBH_pair_9370.fa	TRINITY_D124367_c0_g1_i15	0.0208	0.0384	1.8482
RBH_pair_5615.fa	TRINITY_D138088_c0_g1_i2	0.0171	0.0317	1.8483
RBH_pair_9640.fa	TRINITY_D122657_c1_g1_i2	0.0741	0.137	1.8484
RBH_pair_5409.fa	TRINITY_D127958_c2_g1_i1	0.0813	0.1503	1.8485
RBH_pair_7338.fa	TRINITY_D117384_c0_g1_i3	0.1339	0.2475	1.8489
RBH_pair_10377.fa	TRINITY_D130999_c1_g1_i1	0.0067	0.0123	1.8497
RBH_pair_3323.fa	TRINITY_D134592_c2_g3_i1	0.1041	0.1925	1.85
RBH_pair_404.fa	TRINITY_D135049_c2_g1_i4	0.0845	0.1564	1.8504
RBH_pair_431.fa	TRINITY_D138496_c1_g1_i6	0.1026	0.1898	1.8504
RBH_pair_4678.fa	TRINITY_D135700_c5_g1_i1	0.038	0.0703	1.8507
RBH_pair_9809.fa	TRINITY_D115476_c0_g1_i1	0.041	0.0759	1.8507
RBH_pair_3312.fa	TRINITY_D114335_c1_g1_i5	0.0106	0.0196	1.8509
RBH_pair_2440.fa	TRINITY_D112769_c0_g1_i1	0.0642	0.1188	1.8509
RBH_pair_4469.fa	TRINITY_D141217_c6_g2_i1	0.1515	0.2805	1.8516
RBH_pair_3887.fa	TRINITY_D135487_c6_g1_i5	0.1186	0.2197	1.8517
RBH_pair_9618.fa	TRINITY_D143573_c3_g1_i4	0.1829	0.3387	1.8517
RBH_pair_4083.fa	TRINITY_D142398_c4_g1_i1	0.0438	0.0812	1.8518
RBH_pair_5953.fa	TRINITY_D134125_c6_g1_i2	0.0727	0.1346	1.8519
RBH_pair_6290.fa	TRINITY_D126694_c2_g4_i1	0.0231	0.0428	1.852
RBH_pair_5535.fa	TRINITY_D120336_c4_g1_i1	0.0396	0.0734	1.8521
RBH_pair_1600.fa	TRINITY_D131123_c0_g1_i2	0.0795	0.1473	1.8521
RBH_pair_2325.fa	TRINITY_D122178_c1_g1_i2	0.0238	0.044	1.8522
RBH_pair_3603.fa	TRINITY_D114436_c1_g6_i1	0.0638	0.1182	1.8523
RBH_pair_1663.fa	TRINITY_D137412_c0_g1_i1	0.1522	0.282	1.8523
RBH_pair_3632.fa	TRINITY_D121636_c2_g2_i4	0.0259	0.048	1.8526
RBH_pair_8514.fa	TRINITY_D127358_c0_g1_i9	0.0895	0.1658	1.8528
RBH_pair_1589.fa	TRINITY_D138717_c1_g1_i3	0.2268	0.4203	1.8529
RBH_pair_10263.fa	TRINITY_D140687_c3_g1_i2	0.0252	0.0467	1.8533
RBH_pair_9273.fa	TRINITY_D135133_c0_g1_i2	0.0192	0.0355	1.8538
RBH_pair_3550.fa	TRINITY_D122628_c1_g2_i1	0.0981	0.1819	1.8542
RBH_pair_10393.fa	TRINITY_D114803_c0_g2_i4	0.0419	0.0777	1.8543
RBH_pair_7617.fa	TRINITY_D139963_c5_g1_i3	0.0278	0.0515	1.8548
RBH_pair_3289.fa	TRINITY_D125184_c0_g1_i6	0.1003	0.1861	1.8549
RBH_pair_2227.fa	TRINITY_D118923_c2_g1_i13	0.0199	0.0369	1.8551
RBH_pair_2562.fa	TRINITY_D113458_c7_g2_i4	0.1003	0.186	1.8552
RBH_pair_2241.fa	TRINITY_D120061_c10_g2_i2	0.0299	0.0554	1.8558
RBH_pair_9023.fa	TRINITY_D117726_c5_g1_i1	0.0482	0.0894	1.8558
RBH_pair_9653.fa	TRINITY_D130091_c5_g1_i6	0.0763	0.1415	1.8558
RBH_pair_6554.fa	TRINITY_D113465_c0_g1_i1	0.0915	0.1698	1.856
RBH_pair_7659.fa	TRINITY_D138567_c8_g1_i4	0.091	0.1689	1.8561
RBH_pair_3274.fa	TRINITY_D130536_c1_g3_i4	0.0684	0.1269	1.8563
RBH_pair_2690.fa	TRINITY_D135904_c3_g1_i7	0.083	0.154	1.8565
RBH_pair_8700.fa	TRINITY_D143020_c2_g3_i1	0.182	0.3379	1.8566
RBH_pair_7453.fa	TRINITY_D115358_c5_g3_i2	0.0445	0.0826	1.857
RBH_pair_2773.fa	TRINITY_D139845_c0_g2_i1	0.0823	0.1529	1.857
RBH_pair_6355.fa	TRINITY_D136409_c8_g3_i1	0.0166	0.0309	1.8571
RBH_pair_1559.fa	TRINITY_D127026_c3_g1_i1	0.1512	0.2809	1.8571
RBH_pair_481.fa	TRINITY_D111719_c0_g1_i1	0.0907	0.1685	1.8572
RBH_pair_702.fa	TRINITY_D144001_c4_g4_i1	0.2591	0.4813	1.8573
RBH_pair_6114.fa	TRINITY_D113047_c0_g1_i4	0.0364	0.0675	1.8575
RBH_pair_8937.fa	TRINITY_D137084_c1_g1_i8	0.0728	0.1353	1.8578
RBH_pair_6617.fa	TRINITY_D128790_c2_g3_i1	0.1062	0.1972	1.8579
RBH_pair_315.fa	TRINITY_D126566_c0_g1_i2	0.0332	0.0616	1.858
RBH_pair_2163.fa	TRINITY_D116879_c7_g1_i3	0.0546	0.1014	1.8581
RBH_pair_10246.fa	TRINITY_D138836_c0_g1_i1	0.0422	0.0784	1.8586
RBH_pair_9584.fa	TRINITY_D111613_c0_g1_i1	0.0369	0.0687	1.8594
RBH_pair_6568.fa	TRINITY_D143907_c5_g1_i1	0.0793	0.1475	1.8594
RBH_pair_6976.fa	TRINITY_D126782_c0_g1_i2	0.085	0.1581	1.8597
RBH_pair_7595.fa	TRINITY_D117307_c0_g1_i1	0.0347	0.0645	1.8599
RBH_pair_3445.fa	TRINITY_D114951_c0_g1_i1	0.0535	0.0995	1.8599
RBH_pair_3003.fa	TRINITY_D121045_c1_g2_i5	0.1319	0.2454	1.8599
RBH_pair_7491.fa	TRINITY_D142911_c0_g1_i1	0.0524	0.0975	1.86
RBH_pair_6492.fa	TRINITY_D141837_c2_g1_i1	0.0434	0.0808	1.8601
RBH_pair_5040.fa	TRINITY_D114587_c0_g1_i3	0.1131	0.2104	1.8603
RBH_pair_2561.fa	TRINITY_D114395_c5_g2_i8	0.0812	0.1511	1.8605
RBH_pair_5120.fa	TRINITY_D116404_c0_g1_i3	0.0275	0.0512	1.8606
RBH_pair_358.fa	TRINITY_D131991_c5_g1_i1	0.2204	0.41	1.8606
RBH_pair_6288.fa	TRINITY_D134204_c0_g1_i3	0.0579	0.1077	1.8607
RBH_pair_7853.fa	TRINITY_D143429_c4_g1_i2	0.0333	0.062	1.8608
RBH_pair_3605.fa	TRINITY_D128947_c3_g1_i2	0.0444	0.0827	1.8614
RBH_pair_6512.fa	TRINITY_D138638_c1_g2_i1	0.0655	0.1219	1.8615
RBH_pair_3891.fa	TRINITY_D137839_c5_g1_i2	0.071	0.1322	1.8617
RBH_pair_1098.fa	TRINITY_D132534_c5_g1_i1	0.063	0.1173	1.8618
RBH_pair_5565.fa	TRINITY_D120652_c0_g1_i6	0.0633	0.1178	1.8618
RBH_pair_7957.fa	TRINITY_D131887_c7_g1_i1	0.0177	0.0329	1.862
RBH_pair_2594.fa	TRINITY_D133792_c5_g1_i4	0.0294	0.0548	1.862
RBH_pair_5323.fa	TRINITY_D117301_c1_g3_i4	0.0051	0.0095	1.8621
RBH_pair_5310.fa	TRINITY_D130159_c1_g3_i4	0.0924	0.1721	1.8622
RBH_pair_2388.fa	TRINITY_D121294_c6_g1_i2	0.0458	0.0854	1.8624
RBH_pair_9586.fa	TRINITY_D117928_c0_g1_i4	0.0215	0.04	1.8628
RBH_pair_8424.fa	TRINITY_D141325_c0_g1_i4	0.1699	0.3165	1.8628
RBH_pair_166.fa	TRINITY_D121081_c7_g2_i6	0.0577	0.1075	1.8629
RBH_pair_3996.fa	TRINITY_D130865_c6_g1_i5	0.0613	0.1142	1.863
RBH_pair_2370.fa	TRINITY_D134441_c0_g1_i2	0.0517	0.0963	1.8632
RBH_pair_9347.fa	TRINITY_D123999_c3_g2_i2	0.0455	0.0847	1.8633
RBH_pair_9011.fa	TRINITY_D126241_c2_g1_i2	0.0953	0.1776	1.8633
RBH_pair_5386.fa	TRINITY_D132783_c0_g2_i1	0.0411	0.0766	1.8636
RBH_pair_10.fa	TRINITY_D135241_c4_g1_i2	0.0414	0.0771	1.8636
RBH_pair_8177.fa	TRINITY_D142549_c2_g1_i2	0.0597	0.1113	1.8636
RBH_pair_6095.fa	TRINITY_D134216_c0_g1_i3	0.0518	0.0965	1.8637
RBH_pair_323.fa	TRINITY_D132625_c5_g1_i11	0.1412	0.2631	1.8641
RBH_pair_4932.fa	TRINITY_D124966_c4_g1_i3	0.0611	0.114	1.8642
RBH_pair_9012.fa	TRINITY_D137034_c3_g1_i3	0.0991	0.1847	1.8644
RBH_pair_1934.fa	TRINITY_D143135_c5_g3_i1	0.0355	0.0663	1.8647
RBH_pair_7245.fa	TRINITY_D120915_c2_g2_i1	0.0414	0.0772	1.8649
RBH_pair_3273.fa	TRINITY_D125667_c2_g1_i2	0.0857	0.1599	1.8649
RBH_pair_4883.fa	TRINITY_D130879_c0_g1_i3	0.1174	0.219	1.8649
RBH_pair_4795.fa	TRINITY_D129915_c1_g2_i4	0.047	0.0877	1.865
RBH_pair_5006.fa	TRINITY_D129447_c4_g2_i11	0.0923	0.1722	1.865
RBH_pair_3674.fa	TRINITY_D133877_c0_g1_i1	0.0202	0.0377	1.8652
RBH_pair_8707.fa	TRINITY_D135751_c2_g1_i14	0.0536	0.0999	1.8653
