chr	logFC.XY46.XX46	sexb
Chr06	1.417690234	Famale
Chr06	1.417468336	Famale
Chr03	1.416627899	Famale
Chr02	1.414657838	Famale
Chr03	1.414328512	Famale
Chr05	1.414013452	Famale
Chr02	1.413449087	Famale
Chr01	1.412984081	Famale
Chr01	1.412908824	Famale
Chr04	1.412701611	Famale
Chr05	1.412279602	Famale
Chr04	1.412222344	Famale
Chr10	1.411695075	Famale
Chr03	1.411624103	Famale
Chr06	1.41132105	Famale
Chr05	1.41089154	Famale
Chr04	1.410824162	Famale
Chr07	1.410725623	Famale
Chr06	1.410151747	Famale
Chr01	1.410083706	Famale
Chr05	1.40989955	Famale
Chr06	1.409814019	Famale
Chr02	1.40853394	Famale
Chr02	1.407990309	Famale
Chr05	1.406326503	Famale
Chr03	1.405060623	Famale
Chr03	1.404706098	Famale
Chr02	1.404614524	Famale
Chr02	1.404400107	Famale
Chr08	1.401846803	Famale
Chr02	1.401471806	Famale
Chr01	1.401129661	Famale
Chr02	1.400868691	Famale
Chr04	1.399939453	Famale
Chr01	1.399478245	Famale
Chr06	1.399314528	Famale
Chr04	1.39923687	Famale
Chr04	1.39875695	Famale
Chr03	1.398590008	Famale
Chr06	1.398007433	Famale
Chr01	1.397771345	Famale
Chr02	1.396327878	Famale
Chr06	1.396076503	Famale
Chr02	1.39574467	Famale
Chr04	1.395613219	Famale
Chr05	1.395438912	Famale
Chr07	1.394946837	Famale
Chr01	1.3947125	Famale
Chr10	1.394683995	Famale
Chr08	1.393648369	Famale
Chr02	1.393552262	Famale
Chr03	1.393000186	Famale
Chr03	1.392965569	Famale
Chr02	1.39223884	Famale
Chr09	1.391349079	Famale
Chr09	1.390694157	Famale
Chr04	1.39018113	Famale
Chr02	1.387707165	Famale
Chr04	1.387242387	Famale
Chr08	1.385918174	Famale
Chr06	1.385815959	Famale
Chr08	1.384381329	Famale
Chr05	1.383990614	Famale
Chr09	1.383906776	Famale
Chr03	1.383689445	Famale
Chr03	1.383681419	Famale
Chr05	1.383669264	Famale
Chr04	1.381000574	Famale
Chr05	1.38034905	Famale
Chr04	1.38010887	Famale
Chr01	1.380088164	Famale
Chr08	1.379884634	Famale
Chr07	1.379703774	Famale
Chr08	1.379670314	Famale
Chr05	1.379429328	Famale
Chr07	1.3791159	Famale
Chr06	1.378932646	Famale
Chr03	1.378737012	Famale
Chr01	1.378511285	Famale
Chr02	1.377912776	Famale
Chr03	1.37755414	Famale
Chr08	1.375384337	Famale
Chr01	1.374635505	Famale
Chr03	1.37424592	Famale
Chr08	1.373716693	Famale
Chr08	1.373418363	Famale
Chr02	1.372006635	Famale
Chr01	1.371840418	Famale
Chr04	1.371071134	Famale
Chr04	1.370591224	Famale
Chr04	1.370535346	Famale
Chr08	1.369912078	Famale
Chr02	1.369885401	Famale
Chr04	1.369850274	Famale
Chr04	1.369571153	Famale
Chr01	1.36800776	Famale
Chr02	1.367887176	Famale
Chr06	1.367802115	Famale
Chr09	1.367344081	Famale
Chr01	1.366840425	Famale
Chr02	1.366596109	Famale
Chr02	1.366045308	Famale
Chr07	1.365746856	Famale
Chr04	1.364663997	Famale
Chr01	1.363693547	Famale
Chr03	1.36351249	Famale
Chr05	1.363270013	Famale
Chr03	1.363165489	Famale
Chr04	1.36273624	Famale
Chr01	1.362467845	Famale
Chr01	1.362271119	Famale
Chr01	1.361486388	Famale
Chr02	1.360336174	Famale
Chr02	1.360013186	Famale
Chr03	1.359087205	Famale
Chr01	1.358755419	Famale
Chr07	1.358582495	Famale
Chr02	1.357683051	Famale
Chr02	1.357676706	Famale
Chr05	1.357406448	Famale
Chr09	1.356945418	Famale
Chr02	1.355797393	Famale
Chr06	1.355241888	Famale
Chr06	1.354416156	Famale
Chr08	1.354385875	Famale
Chr02	1.353382876	Famale
Chr01	1.353366237	Famale
Chr02	1.353149706	Famale
Chr03	1.353065885	Famale
Chr01	1.352937927	Famale
Chr05	1.352911743	Famale
Chr05	1.352578941	Famale
Chr08	1.351817119	Famale
Chr02	1.35137255	Famale
Chr08	1.350991275	Famale
Chr04	1.349595017	Famale
Chr01	1.349232303	Famale
Chr01	1.347630489	Famale
Chr10	1.347494963	Famale
Chr04	1.346305171	Famale
Chr02	1.346276343	Famale
Chr07	1.346256059	Famale
Chr07	1.345957686	Famale
Chr10	1.344671122	Famale
Chr08	1.343602985	Famale
Chr04	1.343085898	Famale
Chr10	1.343007793	Famale
Chr01	1.341734463	Famale
Chr02	1.340976332	Famale
Chr02	1.340852071	Famale
Chr08	1.340836062	Famale
Chr07	1.339833092	Famale
Chr05	1.339696461	Famale
Chr02	1.337223132	Famale
Chr05	1.337201839	Famale
Chr07	1.336309739	Famale
Chr02	1.33463731	Famale
Chr01	1.33449881	Famale
Chr04	1.333577289	Famale
Chr05	1.332593591	Famale
Chr04	1.33218826	Famale
Chr01	1.332006367	Famale
Chr08	1.331520467	Famale
Chr01	1.331306716	Famale
Chr01	1.33125071	Famale
Chr05	1.331091067	Famale
Chr03	1.331018468	Famale
Chr01	1.330529296	Famale
Chr04	1.33052543	Famale
Chr08	1.329751894	Famale
Chr02	1.329646751	Famale
Chr01	1.329266752	Famale
Chr03	1.329164296	Famale
Chr03	1.328342655	Famale
Chr02	1.327349189	Famale
Chr10	1.325919865	Famale
Chr08	1.325594144	Famale
Chr05	1.32517039	Famale
Chr02	1.324514501	Famale
Chr07	1.324185183	Famale
Chr05	1.323059648	Famale
Chr03	1.322677052	Famale
Chr08	1.32248069	Famale
Chr02	1.321768893	Famale
Chr07	1.321001508	Famale
Chr04	1.320772808	Famale
Chr09	1.319114003	Famale
Chr01	1.318373551	Famale
Chr08	1.318344777	Famale
Chr05	1.318077274	Famale
Chr07	1.317535295	Famale
Chr10	1.317490367	Famale
Chr08	1.317391682	Famale
Chr10	1.317374769	Famale
Chr06	1.317059232	Famale
Chr05	1.31682027	Famale
Chr03	1.316442404	Famale
Chr05	1.316113827	Famale
Chr08	1.31603515	Famale
Chr04	1.315071489	Famale
Chr02	1.315061381	Famale
Chr04	1.314552606	Famale
Chr08	1.31368792	Famale
Chr02	1.313160515	Famale
Chr01	1.312965947	Famale
Chr01	1.312575616	Famale
Chr06	1.312546307	Famale
Chr01	1.312062872	Famale
Chr06	1.310854059	Famale
Chr04	1.309724104	Famale
Chr08	1.309290062	Famale
Chr08	1.309151133	Famale
Chr04	1.308376528	Famale
Chr01	1.308330864	Famale
Chr10	1.308240601	Famale
Chr06	1.308170656	Famale
Chr04	1.307465148	Famale
Chr04	1.306423357	Famale
Chr06	1.305588631	Famale
Chr01	1.305337935	Famale
Chr02	1.304865835	Famale
Chr02	1.304731654	Famale
Chr03	1.304467415	Famale
Chr05	1.304250897	Famale
Chr05	1.303869417	Famale
Chr09	1.303757075	Famale
Chr09	1.303042864	Famale
Chr04	1.30277636	Famale
Chr01	1.302624702	Famale
Chr07	1.302466221	Famale
Chr01	1.302464914	Famale
Chr05	1.301045091	Famale
Chr05	1.299935272	Famale
Chr02	1.298465815	Famale
Chr03	1.298364326	Famale
Chr05	1.297967417	Famale
Chr05	1.297508878	Famale
Chr04	1.29716989	Famale
Chr03	1.297024494	Famale
Chr01	1.29625916	Famale
Chr03	1.296069021	Famale
Chr01	1.295310154	Famale
Chr04	1.294711618	Famale
Chr03	1.293593079	Famale
Chr02	1.293392312	Famale
Chr08	1.293008692	Famale
Chr03	1.292884791	Famale
Chr06	1.290815697	Famale
Chr02	1.290269759	Famale
Chr03	1.289576593	Famale
Chr05	1.289540868	Famale
Chr07	1.28921489	Famale
Chr03	1.288969219	Famale
Chr03	1.28859236	Famale
Chr04	1.287951167	Famale
Chr10	1.287624459	Famale
Chr03	1.287529813	Famale
Chr07	1.287487997	Famale
Chr08	1.287483121	Famale
Chr06	1.287177503	Famale
Chr10	1.287105172	Famale
Chr07	1.28678239	Famale
Chr01	1.28637931	Famale
Chr02	1.286072084	Famale
Chr02	1.28535893	Famale
Chr03	1.285310695	Famale
Chr06	1.284936325	Famale
Chr03	1.284569479	Famale
Chr06	1.283398084	Famale
Chr04	1.28285554	Famale
Chr01	1.282472189	Famale
Chr06	1.282067602	Famale
Chr01	1.281844589	Famale
Chr01	1.280953198	Famale
Chr06	1.28050932	Famale
Chr01	1.280039194	Famale
Chr02	1.279941678	Famale
Chr05	1.279717308	Famale
Chr01	1.277906906	Famale
Chr01	1.277460263	Famale
Chr02	1.277439379	Famale
Chr07	1.2774151	Famale
Chr05	1.27725862	Famale
Chr09	1.276895302	Famale
Chr02	1.276342097	Famale
Chr03	1.276291739	Famale
Chr01	1.275405936	Famale
Chr03	1.275194944	Famale
Chr03	1.274936502	Famale
Chr09	1.274737463	Famale
Chr04	1.274553985	Famale
Chr07	1.273249389	Famale
Chr03	1.272810262	Famale
Chr09	1.272767088	Famale
Chr04	1.270356213	Famale
Chr04	1.270107267	Famale
Chr02	1.269735057	Famale
Chr03	1.269567975	Famale
Chr01	1.268198167	Famale
Chr02	1.265034541	Famale
Chr06	1.263714949	Famale
Chr10	1.263408012	Famale
Chr03	1.262940752	Famale
Chr01	1.262015977	Famale
Chr10	1.26133432	Famale
Chr02	1.259127339	Famale
Chr01	1.257039897	Famale
Chr07	1.255873529	Famale
Chr02	1.255393811	Famale
Chr09	1.25518036	Famale
Chr02	1.255128602	Famale
Chr02	1.254843908	Famale
Chr08	1.254739655	Famale
Chr03	1.254594763	Famale
Chr09	1.253852085	Famale
Chr06	1.253313321	Famale
Chr04	1.252969406	Famale
Chr05	1.252837248	Famale
Chr04	1.252267146	Famale
Chr05	1.252156139	Famale
Chr05	1.252055929	Famale
Chr01	1.251521454	Famale
Chr07	1.251212666	Famale
Chr08	1.250814079	Famale
Chr02	1.250664587	Famale
Chr07	1.249798392	Famale
Chr04	1.248735815	Famale
Chr10	1.247731024	Famale
Chr04	1.246594314	Famale
Chr04	1.246534336	Famale
Chr05	1.246009707	Famale
Chr05	1.245941269	Famale
Chr01	1.245646371	Famale
Chr03	1.245035939	Famale
Chr05	1.243448263	Famale
Chr04	1.242695524	Famale
Chr07	1.241388822	Famale
Chr02	1.241079436	Famale
Chr02	1.241020999	Famale
Chr03	1.240769184	Famale
Chr08	1.24069852	Famale
Chr02	1.240377163	Famale
Chr03	1.240176929	Famale
Chr07	1.240128599	Famale
Chr07	1.239495442	Famale
Chr02	1.239287769	Famale
Chr01	1.23801851	Famale
Chr08	1.237732438	Famale
Chr08	1.237067322	Famale
Chr03	1.236859054	Famale
Chr08	1.236775892	Famale
Chr08	1.236160795	Famale
Chr02	1.23584758	Famale
Chr03	1.235743858	Famale
Chr07	1.235557078	Famale
Chr08	1.234500824	Famale
Chr01	1.233414854	Famale
Chr05	1.233062121	Famale
Chr05	1.232314717	Famale
Chr08	1.231767195	Famale
Chr05	1.231173508	Famale
Chr02	1.230615846	Famale
Chr09	1.23001581	Famale
Chr04	1.229857741	Famale
Chr01	1.229697517	Famale
Chr07	1.228493733	Famale
Chr09	1.227858395	Famale
Chr01	1.226186358	Famale
Chr07	1.225994332	Famale
Chr06	1.225453119	Famale
Chr04	1.225327031	Famale
Chr01	1.2246699	Famale
Chr04	1.224218803	Famale
Chr07	1.224155299	Famale
Chr01	1.224034825	Famale
Chr02	1.223847087	Famale
Chr09	1.223783876	Famale
Chr02	1.223701058	Famale
Chr04	1.223396754	Famale
Chr10	1.222034686	Famale
Chr03	1.220838756	Famale
Chr02	1.220800521	Famale
Chr01	1.220617795	Famale
Chr02	1.22052716	Famale
Chr02	1.218296291	Famale
Chr03	1.217606253	Famale
Chr03	1.216470147	Famale
Chr02	1.216329777	Famale
Chr08	1.215371766	Famale
Chr09	1.213845984	Famale
Chr04	1.21382021	Famale
Chr05	1.211650631	Famale
Chr08	1.211566093	Famale
Chr03	1.211468121	Famale
Chr03	1.210925491	Famale
Chr03	1.210912619	Famale
Chr01	1.210135012	Famale
Chr07	1.209644841	Famale
Chr01	1.209167432	Famale
Chr10	1.209057006	Famale
Chr08	1.208308899	Famale
Chr06	1.20829145	Famale
Chr01	1.207994285	Famale
Chr01	1.207905893	Famale
Chr09	1.207511288	Famale
Chr05	1.20695089	Famale
Chr07	1.206933756	Famale
Chr10	1.206396397	Famale
Chr04	1.206287799	Famale
Chr01	1.204962614	Famale
Chr01	1.204684436	Famale
Chr02	1.203989874	Famale
Chr01	1.203411384	Famale
Chr02	1.203090728	Famale
Chr01	1.203008472	Famale
Chr04	1.202218283	Famale
Chr02	1.201744767	Famale
Chr05	1.201584971	Famale
Chr01	1.201460621	Famale
Chr03	1.201268812	Famale
Chr09	1.201183201	Famale
Chr03	1.200785493	Famale
Chr04	1.20044223	Famale
Chr03	1.200352659	Famale
Chr04	1.19877221	Famale
Chr04	1.198517151	Famale
Chr10	1.197158683	Famale
Chr01	1.196990221	Famale
Chr08	1.19680715	Famale
Chr01	1.196428977	Famale
Chr04	1.195101853	Famale
Chr07	1.195016369	Famale
Chr06	1.19478926	Famale
Chr02	1.194396367	Famale
Chr03	1.192966811	Famale
Chr07	1.192916517	Famale
Chr07	1.192418072	Famale
Chr10	1.191909824	Famale
Chr02	1.190706446	Famale
Chr04	1.190258297	Famale
Chr01	1.190131312	Famale
Chr09	1.189497122	Famale
Chr05	1.188393807	Famale
Chr05	1.188231605	Famale
Chr01	1.188220851	Famale
Chr01	1.187855098	Famale
Chr08	1.187020521	Famale
Chr05	1.18563233	Famale
Chr07	1.185564167	Famale
Chr05	1.185375047	Famale
Chr09	1.185369452	Famale
Chr03	1.184757762	Famale
Chr03	1.1841632	Famale
Chr02	1.184162619	Famale
Chr03	1.183077934	Famale
Chr03	1.182553174	Famale
Chr05	1.182294404	Famale
Chr06	1.182112044	Famale
Chr01	1.181181419	Famale
Chr07	1.180039383	Famale
Chr06	1.178881256	Famale
Chr02	1.17846603	Famale
Chr10	1.176314189	Famale
Chr01	1.174855131	Famale
Chr02	1.173292009	Famale
Chr08	1.172874853	Famale
Chr01	1.172458616	Famale
Chr04	1.172267172	Famale
Chr05	1.172075893	Famale
Chr01	1.171491286	Famale
Chr05	1.170780073	Famale
Chr02	1.168744181	Famale
Chr08	1.168737174	Famale
Chr03	1.168547825	Famale
Chr08	1.167861672	Famale
Chr05	1.167737642	Famale
Chr02	1.167717561	Famale
Chr07	1.167652024	Famale
Chr06	1.167128214	Famale
Chr07	1.166680982	Famale
Chr03	1.166332545	Famale
Chr04	1.166219166	Famale
Chr04	1.165922676	Famale
Chr09	1.165864767	Famale
Chr09	1.165608298	Famale
Chr02	1.165415782	Famale
Chr01	1.165145791	Famale
Chr08	1.163630415	Famale
Chr03	1.162932956	Famale
Chr02	1.162554922	Famale
Chr04	1.16255369	Famale
Chr05	1.162056965	Famale
Chr08	1.162014873	Famale
Chr06	1.161583922	Famale
Chr10	1.161206398	Famale
Chr03	1.160986514	Famale
Chr07	1.159619847	Famale
Chr07	1.158998465	Famale
Chr03	1.158997868	Famale
Chr07	1.15852864	Famale
Chr03	1.158093865	Famale
Chr03	1.157851438	Famale
Chr05	1.157697666	Famale
Chr03	1.157670474	Famale
Chr03	1.157334726	Famale
Chr05	1.156951811	Famale
Chr03	1.156024636	Famale
Chr01	1.154884203	Famale
Chr06	1.153233178	Famale
Chr01	1.153189542	Famale
Chr01	1.153066407	Famale
Chr07	1.152904607	Famale
Chr01	1.15270049	Famale
Chr08	1.152654942	Famale
Chr08	1.152569366	Famale
Chr05	1.152123338	Famale
Chr10	1.15200954	Famale
Chr06	1.151948016	Famale
Chr08	1.151328398	Famale
Chr07	1.15125205	Famale
Chr01	1.151055356	Famale
Chr08	1.15099937	Famale
Chr03	1.15082809	Famale
Chr01	1.150313502	Famale
Chr06	1.149645567	Famale
Chr02	1.149526487	Famale
Chr01	1.149502698	Famale
Chr06	1.149085721	Famale
Chr10	1.14874826	Famale
Chr05	1.148447008	Famale
Chr09	1.148122629	Famale
Chr06	1.148009139	Famale
Chr02	1.147156909	Famale
Chr09	1.147115319	Famale
Chr03	1.145961757	Famale
Chr09	1.145567159	Famale
Chr03	1.144352246	Famale
Chr02	1.143346043	Famale
Chr04	1.143332598	Famale
Chr08	1.142556219	Famale
Chr03	1.142455843	Famale
Chr03	1.142392513	Famale
Chr04	1.142215828	Famale
Chr01	1.14218969	Famale
Chr01	1.142041655	Famale
Chr02	1.139767903	Famale
Chr08	1.138698836	Famale
Chr09	1.138111545	Famale
Chr03	1.137317788	Famale
Chr03	1.13727178	Famale
Chr10	1.1372381	Famale
Chr05	1.13668078	Famale
Chr05	1.135232659	Famale
Chr01	1.134692227	Famale
Chr02	1.133414685	Famale
Chr01	1.131713753	Famale
Chr07	1.131649071	Famale
Chr01	1.131503682	Famale
Chr06	1.131393917	Famale
Chr04	1.130484667	Famale
Chr04	1.129063306	Famale
Chr04	1.128443811	Famale
Chr05	1.127788085	Famale
Chr04	1.126531411	Famale
Chr10	1.125841286	Famale
Chr07	1.12550684	Famale
Chr08	1.124966318	Famale
Chr02	1.124811173	Famale
Chr02	1.124610863	Famale
Chr09	1.123903495	Famale
Chr09	1.122716205	Famale
Chr01	1.122242163	Famale
Chr06	1.121848131	Famale
Chr06	1.12157803	Famale
Chr07	1.121217792	Famale
Chr02	1.120930258	Famale
Chr07	1.120598964	Famale
Chr03	1.119642752	Famale
Chr09	1.119184506	Famale
Chr08	1.119178701	Famale
Chr01	1.118430029	Famale
Chr08	1.118019863	Famale
Chr03	1.117740657	Famale
Chr06	1.116752349	Famale
Chr06	1.116624774	Famale
Chr09	1.116362959	Famale
Chr07	1.115800883	Famale
Chr03	1.115694767	Famale
Chr03	1.114880248	Famale
Chr02	1.114599845	Famale
Chr04	1.11426749	Famale
Chr07	1.113472885	Famale
Chr01	1.112770393	Famale
Chr01	1.112514277	Famale
Chr03	1.112251821	Famale
Chr04	1.112249046	Famale
Chr04	1.111699369	Famale
Chr07	1.111230797	Famale
Chr01	1.110660926	Famale
Chr02	1.110293991	Famale
Chr05	1.11016378	Famale
Chr02	1.109404549	Famale
Chr07	1.1089226	Famale
Chr05	1.108332499	Famale
Chr05	1.108016933	Famale
Chr06	1.10722562	Famale
Chr10	1.10683651	Famale
Chr04	1.106728476	Famale
Chr02	1.105642783	Famale
Chr04	1.105596984	Famale
Chr05	1.105298101	Famale
Chr01	1.105242603	Famale
Chr01	1.105004768	Famale
Chr08	1.104917253	Famale
Chr01	1.104876557	Famale
Chr04	1.104709853	Famale
Chr04	1.104585384	Famale
Chr01	1.103342611	Famale
Chr04	1.102975497	Famale
Chr07	1.102888982	Famale
Chr06	1.102852352	Famale
Chr06	1.102790801	Famale
Chr07	1.102380824	Famale
Chr08	1.102229065	Famale
Chr01	1.101639709	Famale
Chr06	1.100518312	Famale
Chr04	1.099964686	Famale
Chr02	1.09972191	Famale
Chr05	1.099623526	Famale
Chr06	1.098690991	Famale
Chr08	1.098361134	Famale
Chr04	1.098031708	Famale
Chr07	1.097898728	Famale
Chr08	1.097605548	Famale
Chr08	1.097005113	Famale
Chr07	1.096948118	Famale
Chr01	1.095643332	Famale
Chr01	1.093592291	Famale
Chr01	1.093001994	Famale
Chr06	1.092903248	Famale
Chr03	1.092687363	Famale
Chr02	1.09202538	Famale
Chr09	1.091585884	Famale
Chr03	1.090838799	Famale
Chr01	1.090625613	Famale
Chr03	1.090261872	Famale
Chr09	1.090136334	Famale
Chr01	1.089696568	Famale
Chr08	1.089496349	Famale
Chr03	1.088886578	Famale
Chr03	1.088478033	Famale
Chr05	1.088419266	Famale
Chr01	1.087811054	Famale
Chr01	1.087080903	Famale
Chr10	1.086404315	Famale
Chr03	1.085984139	Famale
Chr06	1.08595621	Famale
Chr03	1.085833224	Famale
Chr02	1.085587475	Famale
Chr07	1.085554666	Famale
Chr05	1.085153276	Famale
Chr07	1.084537844	Famale
Chr05	1.082172222	Famale
Chr02	1.081658537	Famale
Chr02	1.081128448	Famale
Chr04	1.079486269	Famale
Chr04	1.07890465	Famale
Chr10	1.0776885	Famale
Chr07	1.077432162	Famale
Chr02	1.075421539	Famale
Chr04	1.074427357	Famale
Chr06	1.074256392	Famale
Chr09	1.073373207	Famale
Chr03	1.072527103	Famale
Chr07	1.070575427	Famale
Chr01	1.070106175	Famale
Chr05	1.070095487	Famale
Chr06	1.068668724	Famale
Chr03	1.068598507	Famale
Chr01	1.068536735	Famale
Chr04	1.067688929	Famale
Chr01	1.067080951	Famale
Chr01	1.067037819	Famale
Chr01	1.066430559	Famale
Chr05	1.066220006	Famale
Chr09	1.064433125	Famale
Chr01	1.06401182	Famale
Chr05	1.063609119	Famale
Chr01	1.063430997	Famale
Chr07	1.063201348	Famale
Chr01	1.062938351	Famale
Chr05	1.062312721	Famale
Chr05	1.061344583	Famale
Chr04	1.060826049	Famale
Chr06	1.060743875	Famale
Chr06	1.060682686	Famale
Chr03	1.060580584	Famale
Chr04	1.05990762	Famale
Chr09	1.059834273	Famale
Chr03	1.059050451	Famale
Chr07	1.058273741	Famale
Chr05	1.05800322	Famale
Chr01	1.057063265	Famale
Chr04	1.056234128	Famale
Chr01	1.054516747	Famale
Chr08	1.054325179	Famale
Chr06	1.05382287	Famale
Chr02	1.053672248	Famale
Chr08	1.053366761	Famale
Chr01	1.0533548	Famale
Chr01	1.053146035	Famale
Chr05	1.052591399	Famale
Chr10	1.052472195	Famale
Chr09	1.051498432	Famale
Chr08	1.049476213	Famale
Chr02	1.048356838	Famale
Chr06	1.048196087	Famale
Chr10	1.047751597	Famale
Chr03	1.047216785	Famale
Chr03	1.047184545	Famale
Chr09	1.047109419	Famale
Chr06	1.046949749	Famale
Chr08	1.046863072	Famale
Chr07	1.046443495	Famale
Chr04	1.046036096	Famale
Chr04	1.045223192	Famale
Chr07	1.044476623	Famale
Chr04	1.043430339	Famale
Chr08	1.043388062	Famale
Chr08	1.043377781	Famale
Chr05	1.04246258	Famale
Chr01	1.042347194	Famale
Chr09	1.042039786	Famale
Chr07	1.04151122	Famale
Chr08	1.041390816	Famale
Chr05	1.041294436	Famale
Chr01	1.040881622	Famale
Chr03	1.039791997	Famale
Chr01	1.039007974	Famale
Chr07	1.038262089	Famale
Chr07	1.038089845	Famale
Chr02	1.037874208	Famale
Chr09	1.037836495	Famale
Chr09	1.037616245	Famale
Chr02	1.037605229	Famale
Chr03	1.037566833	Famale
Chr07	1.037266158	Famale
Chr02	1.036404978	Famale
Chr07	1.035964954	Famale
Chr10	1.035610765	Famale
Chr10	1.035583165	Famale
Chr02	1.03462311	Famale
Chr02	1.03416976	Famale
Chr04	1.034039479	Famale
Chr01	1.033770654	Famale
Chr09	1.030278372	Famale
Chr05	1.028714564	Famale
Chr04	1.02852573	Famale
Chr09	1.028498194	Famale
Chr01	1.027358911	Famale
Chr03	1.027098238	Famale
Chr02	1.025544336	Famale
Chr10	1.024922431	Famale
Chr03	1.024674473	Famale
Chr08	1.023188989	Famale
Chr07	1.023140822	Famale
Chr01	1.02186485	Famale
Chr06	1.020833258	Famale
Chr05	1.020475529	Famale
Chr05	1.018957546	Famale
Chr07	1.016881846	Famale
Chr02	1.015839093	Famale
Chr04	1.01511644	Famale
Chr09	1.014838733	Famale
Chr01	1.014830192	Famale
Chr01	1.013485967	Famale
Chr06	1.012717518	Famale
Chr03	1.011829433	Famale
Chr05	1.011158887	Famale
Chr02	1.011027347	Famale
Chr02	1.010934636	Famale
Chr09	1.01069205	Famale
Chr06	1.009970897	Famale
Chr05	1.009965507	Famale
Chr01	1.009643522	Famale
Chr04	1.009329656	Famale
Chr02	1.009198886	Famale
Chr04	1.008214393	Famale
Chr02	1.00695058	Famale
Chr03	1.006906778	Famale
Chr04	1.006321536	Famale
Chr06	1.005684155	Famale
Chr10	1.005555229	Famale
Chr06	1.004401823	Famale
Chr02	1.003770384	Famale
Chr09	1.003761376	Famale
Chr07	1.00354985	Famale
Chr04	1.003453511	Famale
Chr05	1.003421923	Famale
Chr07	1.001783096	Famale
Chr05	1.001566856	Famale
Chr05	1.001421519	Famale
Chr02	1.001025152	Famale
Chr05	1.001018328	Famale
Chr03	1.000300781	Famale
Chr07	1.000206047	Famale
Chr03	1.000204304	Famale
Chr08	1.000189475	Famale
Chr03	0.999921826	Famale
Chr08	0.999043849	Famale
Chr08	0.99861061	Famale
Chr05	0.996617277	Famale
Chr06	0.996360053	Famale
Chr08	0.995642147	Famale
Chr06	0.995347213	Famale
Chr08	0.994956479	Famale
Chr02	0.994823066	Famale
Chr01	0.994649082	Famale
Chr08	0.994314374	Famale
Chr05	0.993039818	Famale
Chr08	0.991428776	Famale
Chr03	0.991307347	Famale
Chr04	0.991016494	Famale
Chr05	0.990885942	Famale
Chr09	0.990401938	Famale
Chr09	0.99065078	Male
Chr05	0.990788798	Male
Chr04	0.991075545	Male
Chr10	0.991490409	Male
Chr05	0.991556365	Male
Chr08	0.991616885	Male
Chr10	0.991624235	Male
Chr09	0.991773925	Male
Chr06	0.993653499	Male
Chr02	0.993721333	Male
Chr01	0.993827645	Male
Chr05	0.99424606	Male
Chr05	0.99555353	Male
Chr03	0.995914908	Male
Chr01	0.99739853	Male
Chr01	0.9974405	Male
Chr06	0.998070026	Male
Chr05	0.998884803	Male
Chr08	0.998902244	Male
Chr03	0.999234041	Male
Chr02	0.999766449	Male
Chr07	0.999842425	Male
Chr01	0.999858922	Male
Chr08	1.000624858	Male
Chr02	1.000678244	Male
Chr08	1.000719184	Male
Chr05	1.00149762	Male
Chr01	1.002070865	Male
Chr05	1.003372537	Male
Chr08	1.003515852	Male
Chr08	1.003689036	Male
Chr01	1.004697282	Male
Chr05	1.005562034	Male
Chr06	1.005803181	Male
Chr03	1.006539751	Male
Chr02	1.007535409	Male
Chr07	1.008409974	Male
Chr07	1.008542087	Male
Chr04	1.009789596	Male
Chr01	1.009997416	Male
Chr10	1.010011467	Male
Chr03	1.010833734	Male
Chr04	1.010865752	Male
Chr04	1.011686979	Male
Chr07	1.011895189	Male
Chr01	1.011904829	Male
Chr05	1.012849812	Male
Chr04	1.013668869	Male
Chr05	1.013830988	Male
Chr03	1.013912804	Male
Chr10	1.014144913	Male
Chr04	1.014452642	Male
Chr03	1.01499044	Male
Chr10	1.015432038	Male
Chr01	1.015916502	Male
Chr02	1.016376613	Male
Chr01	1.01653357	Male
Chr02	1.017146335	Male
Chr01	1.017235618	Male
Chr04	1.017331299	Male
Chr01	1.017922384	Male
Chr01	1.01829216	Male
Chr03	1.01832903	Male
Chr04	1.01961834	Male
Chr06	1.019677842	Male
Chr02	1.020046299	Male
Chr09	1.020216203	Male
Chr02	1.020623618	Male
Chr01	1.020844025	Male
Chr02	1.021105259	Male
Chr08	1.023204757	Male
Chr04	1.024096009	Male
Chr05	1.024105459	Male
Chr02	1.024245728	Male
Chr08	1.024656402	Male
Chr06	1.025361773	Male
Chr06	1.025610729	Male
Chr10	1.027499936	Male
Chr08	1.028010038	Male
Chr07	1.028825457	Male
Chr01	1.029953162	Male
Chr01	1.030039899	Male
Chr06	1.030263803	Male
Chr06	1.030297081	Male
Chr02	1.03195364	Male
Chr02	1.032195763	Male
Chr08	1.032342504	Male
Chr06	1.032863242	Male
Chr05	1.034387803	Male
Chr03	1.034610115	Male
Chr06	1.034742243	Male
Chr08	1.034993718	Male
Chr01	1.035186976	Male
Chr01	1.03540277	Male
Chr03	1.037230717	Male
Chr10	1.037245488	Male
Chr01	1.037305393	Male
Chr08	1.037588705	Male
Chr05	1.039723261	Male
Chr03	1.040307004	Male
Chr05	1.040809092	Male
Chr06	1.041238596	Male
Chr04	1.041597366	Male
Chr07	1.041781602	Male
Chr04	1.041845889	Male
Chr01	1.042266117	Male
Chr03	1.042424736	Male
Chr07	1.042954636	Male
Chr07	1.042969004	Male
Chr01	1.043332579	Male
Chr06	1.04337194	Male
Chr01	1.043781984	Male
Chr08	1.043826367	Male
Chr04	1.044145705	Male
