gid	dnds	dn	ds	chr	bias
TRINITY_DN138298_c8_g3_i1	0.0109	0.0171	1.5612	Chr02	unbias
TRINITY_DN114936_c5_g2_i1	0.0237	0.037	1.562	Chr02	unbias
TRINITY_DN138609_c0_g1_i2	0.0284	0.0444	1.5625	Chr02	unbias
TRINITY_DN125942_c0_g1_i1	0.1346	0.2104	1.5627	Chr02	unbias
TRINITY_DN141586_c1_g1_i15	0.0392	0.0613	1.5629	Chr02	unbias
TRINITY_DN137234_c2_g1_i12	0.062	0.097	1.5646	Chr02	unbias
TRINITY_DN125797_c6_g1_i4	0.0494	0.0774	1.566	Chr02	unbias
TRINITY_DN130860_c0_g1_i2	0.0254	0.0398	1.5667	Chr02	unbias
TRINITY_DN141226_c1_g1_i4	0.0631	0.0988	1.5667	Chr02	unbias
TRINITY_DN116065_c0_g1_i5	0.0634	0.0993	1.567	Chr02	unbias
TRINITY_DN124869_c2_g2_i5	0.0358	0.0561	1.5671	Chr02	unbias
TRINITY_DN138707_c4_g1_i4	0.1754	0.2749	1.5674	Chr02	unbias
TRINITY_DN139888_c0_g1_i3	0.1624	0.2546	1.5681	Chr02	unbias
TRINITY_DN143045_c2_g3_i4	0.5963	0.936	1.5695	Chr02	unbias
TRINITY_DN122210_c0_g1_i10	0.0448	0.0703	1.5697	Chr02	unbias
TRINITY_DN127828_c0_g2_i1	0.0035	0.0056	1.5713	Chr02	unbias
TRINITY_DN114941_c5_g4_i1	0.0273	0.0429	1.5715	Chr02	unbias
TRINITY_DN132399_c1_g1_i1	0.452	0.7104	1.5718	Chr02	unbias
TRINITY_DN139707_c4_g4_i1	0.0315	0.0495	1.5724	Chr02	unbias
TRINITY_DN127472_c5_g1_i5	0.0501	0.0788	1.5732	Chr02	unbias
TRINITY_DN123973_c2_g1_i1	0.0604	0.095	1.5732	Chr02	unbias
TRINITY_DN116235_c5_g2_i2	0.0304	0.0479	1.5734	Chr02	unbias
TRINITY_DN125025_c1_g2_i2	0.0235	0.037	1.5736	Chr02	unbias
TRINITY_DN138643_c0_g1_i5	0.0367	0.0578	1.5741	Chr02	unbias
TRINITY_DN144077_c3_g2_i1	0.0172	0.027	1.5743	Chr02	unbias
TRINITY_DN143597_c7_g1_i2	0.0589	0.0927	1.5743	Chr02	unbias
TRINITY_DN126116_c1_g1_i1	0.0709	0.1115	1.5743	Chr02	unbias
TRINITY_DN135094_c2_g2_i3	0.0265	0.0417	1.5762	Chr02	unbias
TRINITY_DN141854_c2_g1_i1	0.0928	0.1462	1.5767	Chr02	unbias
TRINITY_DN137239_c4_g1_i3	0.0332	0.0524	1.5775	Chr02	unbias
TRINITY_DN115952_c6_g1_i2	0.0192	0.0303	1.578	Chr02	unbias
TRINITY_DN124638_c0_g2_i12	0.0397	0.0627	1.5786	Chr02	unbias
TRINITY_DN118338_c4_g2_i1	0.0503	0.0794	1.5801	Chr02	unbias
TRINITY_DN137318_c2_g1_i6	0.0874	0.1381	1.5801	Chr02	unbias
TRINITY_DN140491_c3_g1_i1	0.0357	0.0564	1.5802	Chr02	unbias
TRINITY_DN129250_c0_g1_i1	0.1176	0.1859	1.5806	Chr02	unbias
TRINITY_DN141070_c0_g1_i8	0.0152	0.0241	1.5807	Chr02	unbias
TRINITY_DN138724_c0_g2_i4	0.0444	0.0703	1.5837	Chr02	unbias
TRINITY_DN130285_c4_g1_i2	0.071	0.1125	1.584	Chr02	unbias
TRINITY_DN143368_c2_g1_i2	0.0625	0.099	1.5845	Chr02	unbias
TRINITY_DN133561_c0_g1_i1	0.0633	0.1004	1.5855	Chr02	unbias
TRINITY_DN134790_c1_g1_i1	0.1305	0.2069	1.5857	Chr02	unbias
TRINITY_DN117490_c7_g1_i1	0.08	0.1269	1.5863	Chr02	unbias
TRINITY_DN131119_c0_g1_i1	0.2841	0.4511	1.5881	Chr02	unbias
TRINITY_DN115438_c5_g1_i1	0.2233	0.3547	1.5882	Chr02	unbias
TRINITY_DN139952_c2_g1_i1	0.0769	0.1221	1.5888	Chr02	unbias
TRINITY_DN121746_c3_g2_i2	0.027	0.043	1.5896	Chr02	unbias
TRINITY_DN142008_c1_g1_i7	0.3189	0.5074	1.591	Chr02	unbias
TRINITY_DN130356_c1_g1_i2	0.0336	0.0534	1.5916	Chr02	unbias
TRINITY_DN140428_c3_g3_i1	0.082	0.1305	1.5917	Chr02	unbias
TRINITY_DN122730_c7_g1_i1	0.0159	0.0253	1.5922	Chr02	unbias
TRINITY_DN115906_c3_g3_i1	0.0721	0.1149	1.5924	Chr02	unbias
TRINITY_DN124580_c2_g1_i2	0.1198	0.1909	1.5938	Chr02	unbias
TRINITY_DN133016_c6_g1_i9	0.022	0.0351	1.5942	Chr02	unbias
TRINITY_DN128713_c4_g1_i1	0.0153	0.0243	1.5945	Chr02	unbias
TRINITY_DN112646_c0_g1_i1	0.0441	0.0704	1.595	Chr02	unbias
TRINITY_DN129027_c1_g3_i4	0.0582	0.0929	1.5951	Chr02	unbias
TRINITY_DN115850_c3_g1_i2	0.0511	0.0816	1.5961	Chr02	unbias
TRINITY_DN134518_c1_g1_i6	0.0408	0.0652	1.5962	Chr02	unbias
TRINITY_DN124489_c5_g5_i1	0.0231	0.0368	1.597	Chr02	unbias
TRINITY_DN140261_c1_g4_i1	0.11	0.1757	1.5972	Chr02	unbias
TRINITY_DN122971_c8_g1_i1	0.1602	0.2561	1.598	Chr02	unbias
TRINITY_DN118670_c2_g1_i5	0.0248	0.0397	1.5991	Chr02	unbias
TRINITY_DN125020_c3_g1_i6	0.0396	0.0633	1.5991	Chr02	unbias
TRINITY_DN134057_c1_g1_i1	0.0848	0.1356	1.5993	Chr02	unbias
TRINITY_DN134706_c0_g3_i3	0.021	0.0336	1.6007	Chr02	unbias
TRINITY_DN137266_c1_g3_i1	0.1345	0.2155	1.6026	Chr02	unbias
TRINITY_DN122040_c1_g1_i1	0.0512	0.0821	1.6038	Chr02	unbias
TRINITY_DN120910_c3_g1_i1	0.001	0.0016	1.6055	Chr02	unbias
TRINITY_DN123017_c1_g3_i2	0.0075	0.0121	1.6059	Chr02	unbias
TRINITY_DN141979_c3_g1_i3	0.0792	0.1272	1.606	Chr02	unbias
TRINITY_DN136196_c0_g1_i1	0.0781	0.1255	1.6062	Chr02	unbias
TRINITY_DN117932_c5_g1_i4	0.0954	0.1532	1.6066	Chr02	unbias
TRINITY_DN137030_c2_g3_i1	0.1649	0.265	1.6067	Chr02	unbias
TRINITY_DN138838_c0_g1_i4	0.1003	0.1612	1.6069	Chr02	unbias
TRINITY_DN120505_c0_g4_i1	0.1298	0.2086	1.6076	Chr02	unbias
TRINITY_DN129854_c6_g1_i1	0.0953	0.1532	1.6079	Chr02	unbias
TRINITY_DN130740_c2_g1_i1	0.1313	0.2112	1.6086	Chr02	unbias
TRINITY_DN133780_c1_g1_i1	0.043	0.0692	1.609	Chr02	unbias
TRINITY_DN128239_c3_g1_i1	0.0477	0.0768	1.6092	Chr02	unbias
TRINITY_DN132696_c0_g1_i1	0.02	0.0322	1.6093	Chr02	unbias
TRINITY_DN120864_c3_g1_i1	0.0437	0.0704	1.6094	Chr02	unbias
TRINITY_DN132575_c0_g4_i5	0.0407	0.0654	1.6096	Chr02	unbias
TRINITY_DN126018_c5_g1_i3	0.001	0.0016	1.6098	Chr02	unbias
TRINITY_DN128251_c4_g1_i2	0.1251	0.2014	1.6105	Chr02	unbias
TRINITY_DN120754_c6_g2_i2	0.0467	0.0752	1.6112	Chr02	unbias
TRINITY_DN123188_c6_g3_i1	0.2414	0.3891	1.6119	Chr02	unbias
TRINITY_DN122282_c1_g1_i2	0.0789	0.1273	1.6124	Chr02	unbias
TRINITY_DN124515_c6_g1_i1	0.076	0.1225	1.6125	Chr02	unbias
TRINITY_DN129989_c4_g2_i2	0.0119	0.0191	1.6126	Chr02	unbias
TRINITY_DN137130_c4_g1_i4	0.0751	0.121	1.6127	Chr02	unbias
TRINITY_DN133637_c5_g1_i2	0.1078	0.1739	1.6129	Chr02	unbias
TRINITY_DN143039_c0_g1_i3	0.0337	0.0543	1.6135	Chr02	unbias
TRINITY_DN135320_c0_g2_i1	0.1068	0.1723	1.6135	Chr02	unbias
TRINITY_DN115485_c2_g5_i2	0.0598	0.0966	1.6137	Chr02	unbias
TRINITY_DN142304_c0_g1_i1	0.0727	0.1173	1.6137	Chr02	unbias
TRINITY_DN138930_c4_g1_i1	0.0355	0.0573	1.6142	Chr02	unbias
TRINITY_DN100173_c0_g1_i2	0.108	0.1744	1.6144	Chr02	unbias
TRINITY_DN128973_c2_g1_i1	0.1189	0.192	1.6149	Chr02	unbias
TRINITY_DN120283_c13_g3_i1	0.0787	0.1271	1.6155	Chr02	unbias
TRINITY_DN141434_c1_g1_i1	0.0521	0.0842	1.6157	Chr02	unbias
TRINITY_DN115454_c2_g4_i4	0.1586	0.2563	1.6164	Chr02	unbias
TRINITY_DN138383_c0_g1_i6	0.0191	0.0309	1.6177	Chr02	unbias
TRINITY_DN124778_c2_g4_i3	0.0268	0.0434	1.6182	Chr02	unbias
TRINITY_DN125673_c1_g1_i7	0.0241	0.039	1.6189	Chr02	unbias
TRINITY_DN118906_c3_g2_i4	0.0315	0.051	1.6195	Chr02	unbias
TRINITY_DN143800_c6_g2_i2	0.2943	0.4766	1.6198	Chr02	unbias
TRINITY_DN129466_c0_g2_i1	0.1249	0.2023	1.6201	Chr02	unbias
TRINITY_DN118956_c3_g2_i1	0.0834	0.1351	1.6203	Chr02	unbias
TRINITY_DN120827_c4_g1_i7	0.0851	0.138	1.6205	Chr02	unbias
TRINITY_DN139635_c0_g2_i5	0.0725	0.1175	1.6208	Chr02	unbias
TRINITY_DN129371_c1_g2_i3	0.0747	0.1212	1.6231	Chr02	unbias
TRINITY_DN115851_c10_g2_i10	0.0413	0.0671	1.6236	Chr02	unbias
TRINITY_DN131875_c2_g1_i3	0.0568	0.0922	1.6236	Chr02	unbias
TRINITY_DN138812_c1_g1_i4	0.06	0.0975	1.6238	Chr02	unbias
TRINITY_DN126231_c0_g2_i5	0.0469	0.0762	1.6242	Chr02	unbias
TRINITY_DN139357_c0_g1_i5	0.0392	0.0637	1.6244	Chr02	unbias
TRINITY_DN126210_c0_g1_i2	0.0861	0.14	1.6253	Chr02	unbias
TRINITY_DN128732_c0_g1_i3	0.0455	0.074	1.6256	Chr02	unbias
TRINITY_DN138809_c0_g2_i1	0.0712	0.1158	1.6261	Chr02	unbias
TRINITY_DN125818_c3_g1_i1	0.0645	0.105	1.6276	Chr02	unbias
TRINITY_DN132240_c4_g1_i2	0.0453	0.0738	1.6279	Chr02	unbias
TRINITY_DN135294_c0_g1_i1	0.0444	0.0723	1.629	Chr02	unbias
TRINITY_DN138169_c0_g1_i2	0.0555	0.0904	1.6292	Chr02	unbias
TRINITY_DN139794_c0_g1_i8	0.0344	0.0561	1.6294	Chr02	unbias
TRINITY_DN126518_c1_g2_i1	0.0908	0.1481	1.63	Chr02	unbias
TRINITY_DN137148_c0_g1_i2	0.1204	0.1964	1.6305	Chr02	unbias
TRINITY_DN139987_c1_g1_i1	0.116	0.1893	1.6316	Chr02	unbias
TRINITY_DN142079_c4_g2_i1	0.054	0.0881	1.6319	Chr02	unbias
TRINITY_DN117213_c2_g1_i3	0.0303	0.0495	1.6321	Chr02	unbias
TRINITY_DN126922_c2_g1_i3	0.1203	0.1967	1.6341	Chr02	unbias
TRINITY_DN142536_c1_g2_i1	0.0981	0.1606	1.6373	Chr02	unbias
TRINITY_DN134954_c3_g3_i1	0.1002	0.164	1.6379	Chr02	unbias
TRINITY_DN125278_c0_g1_i3	0.0736	0.1205	1.6386	Chr02	unbias
TRINITY_DN114674_c6_g2_i2	0.0765	0.1255	1.6403	Chr02	unbias
TRINITY_DN134615_c1_g1_i2	0.0533	0.0874	1.641	Chr02	unbias
TRINITY_DN138608_c5_g1_i8	0.0201	0.033	1.6417	Chr02	unbias
TRINITY_DN127524_c3_g2_i2	0.0863	0.1418	1.6419	Chr02	unbias
TRINITY_DN142965_c2_g1_i2	0.0619	0.1017	1.6436	Chr02	unbias
TRINITY_DN119448_c3_g1_i1	0.1155	0.19	1.644	Chr02	unbias
TRINITY_DN132706_c0_g1_i8	0.0786	0.1293	1.6442	Chr02	unbias
TRINITY_DN139768_c7_g1_i4	0.0464	0.0764	1.6449	Chr02	unbias
TRINITY_DN122029_c0_g1_i9	0.052	0.0856	1.6455	Chr02	unbias
TRINITY_DN136207_c0_g1_i2	0.027	0.0444	1.6456	Chr02	unbias
TRINITY_DN122340_c1_g3_i3	0.0412	0.0678	1.6457	Chr02	unbias
TRINITY_DN143030_c4_g1_i1	0.0273	0.045	1.6462	Chr02	unbias
TRINITY_DN131895_c1_g2_i1	0.0821	0.1352	1.6462	Chr02	unbias
TRINITY_DN124455_c3_g1_i4	0.0603	0.0994	1.6466	auto	unbias
TRINITY_DN121967_c4_g4_i3	0.071	0.117	1.6471	auto	unbias
TRINITY_DN115235_c0_g2_i3	0.086	0.1416	1.6471	auto	unbias
TRINITY_DN119543_c2_g2_i2	0.0129	0.0213	1.6472	auto	unbias
TRINITY_DN130421_c1_g1_i5	0.0555	0.0915	1.6472	auto	unbias
TRINITY_DN127055_c0_g2_i3	0.073	0.1202	1.6472	auto	unbias
TRINITY_DN128587_c4_g1_i2	0.0325	0.0536	1.6475	auto	unbias
TRINITY_DN125651_c0_g1_i1	0.056	0.0922	1.6476	auto	unbias
TRINITY_DN143936_c2_g1_i1	0.0579	0.0955	1.6495	auto	unbias
TRINITY_DN136273_c1_g1_i2	0.1004	0.1656	1.6505	auto	unbias
TRINITY_DN132182_c4_g1_i7	0.0389	0.0642	1.6514	auto	unbias
TRINITY_DN139064_c4_g1_i2	0.0887	0.1465	1.6519	auto	unbias
TRINITY_DN142899_c0_g1_i5	0.0756	0.1249	1.6527	auto	unbias
TRINITY_DN139185_c1_g1_i3	0.0524	0.0867	1.6531	auto	unbias
TRINITY_DN135145_c3_g1_i1	0.0075	0.0124	1.6534	auto	unbias
TRINITY_DN121525_c2_g2_i4	0.0443	0.0732	1.6534	auto	unbias
TRINITY_DN118439_c0_g4_i7	0.034	0.0563	1.6537	auto	unbias
TRINITY_DN121866_c1_g4_i2	0.0298	0.0493	1.6546	auto	unbias
TRINITY_DN131220_c6_g2_i2	0.1811	0.3	1.6567	auto	unbias
TRINITY_DN135001_c0_g1_i3	0.0173	0.0287	1.6569	auto	unbias
TRINITY_DN134905_c0_g4_i1	0.0694	0.1151	1.6571	auto	unbias
TRINITY_DN139147_c0_g1_i4	0.1092	0.181	1.6576	auto	unbias
TRINITY_DN127781_c1_g2_i1	0.087	0.1443	1.658	auto	unbias
TRINITY_DN15888_c0_g1_i1	0.2893	0.4799	1.6587	auto	unbias
TRINITY_DN136560_c1_g1_i3	0.0746	0.1238	1.6594	auto	unbias
TRINITY_DN116051_c0_g2_i1	0.0367	0.0609	1.6596	auto	unbias
TRINITY_DN134620_c2_g2_i2	0.0571	0.0947	1.66	auto	unbias
TRINITY_DN137867_c0_g1_i2	0.0148	0.0246	1.6602	auto	unbias
TRINITY_DN134108_c3_g1_i3	0.1249	0.2074	1.6608	auto	unbias
TRINITY_DN129685_c2_g1_i2	0.1066	0.177	1.661	auto	unbias
TRINITY_DN122390_c5_g1_i1	0.059	0.098	1.6621	auto	unbias
TRINITY_DN142178_c0_g1_i2	0.0747	0.1243	1.6634	auto	unbias
TRINITY_DN129079_c4_g2_i1	0.0888	0.1478	1.6639	auto	unbias
TRINITY_DN123183_c1_g1_i2	0.0698	0.1162	1.6641	auto	unbias
TRINITY_DN111866_c0_g1_i1	0.1099	0.1829	1.6641	auto	unbias
TRINITY_DN118032_c3_g1_i1	0.0904	0.1505	1.6642	auto	unbias
TRINITY_DN134980_c0_g1_i2	0.1493	0.2485	1.6644	auto	unbias
TRINITY_DN127954_c0_g1_i2	0.0285	0.0475	1.6645	auto	unbias
TRINITY_DN141930_c4_g1_i1	0.0536	0.0892	1.6661	auto	unbias
TRINITY_DN136388_c3_g1_i1	0.031	0.0517	1.6666	auto	unbias
TRINITY_DN123633_c3_g1_i7	0.0196	0.0327	1.6678	auto	unbias
TRINITY_DN128021_c3_g1_i6	0.0671	0.1119	1.6681	auto	unbias
TRINITY_DN131259_c3_g1_i4	0.1162	0.1938	1.6686	auto	unbias
TRINITY_DN115808_c4_g2_i3	0.1002	0.1672	1.6688	auto	unbias
TRINITY_DN122320_c3_g1_i1	0.0609	0.1017	1.669	auto	unbias
TRINITY_DN125459_c1_g1_i5	0.0227	0.0379	1.6708	auto	unbias
TRINITY_DN119827_c0_g1_i4	0.0671	0.1121	1.6711	auto	unbias
TRINITY_DN135838_c2_g2_i2	0.0574	0.096	1.6713	auto	unbias
TRINITY_DN128078_c1_g2_i1	0.0204	0.034	1.6715	auto	unbias
TRINITY_DN127566_c4_g1_i2	0.6078	1.0159	1.6715	auto	unbias
TRINITY_DN117190_c1_g1_i1	0.0325	0.0543	1.6716	auto	unbias
TRINITY_DN129729_c1_g1_i2	0.0135	0.0226	1.6718	auto	unbias
TRINITY_DN119234_c2_g3_i4	0.027	0.0451	1.6722	auto	unbias
TRINITY_DN131945_c3_g1_i1	0.0328	0.0549	1.6726	auto	unbias
TRINITY_DN128339_c1_g1_i1	0.0383	0.0641	1.6731	auto	unbias
TRINITY_DN126798_c8_g1_i3	0.0981	0.1642	1.6731	auto	unbias
TRINITY_DN124294_c2_g4_i2	0.1444	0.2415	1.6731	auto	unbias
TRINITY_DN123060_c5_g1_i3	0.0113	0.0189	1.6736	auto	unbias
TRINITY_DN115966_c1_g1_i10	0.0865	0.1448	1.6737	auto	unbias
TRINITY_DN140469_c1_g2_i2	0.1755	0.2938	1.674	auto	unbias
TRINITY_DN119288_c3_g1_i1	0.0692	0.116	1.6774	auto	unbias
TRINITY_DN122187_c0_g1_i1	0.0975	0.1637	1.6782	auto	unbias
TRINITY_DN129610_c2_g4_i1	0.0459	0.077	1.6783	auto	unbias
TRINITY_DN119007_c3_g1_i3	0.1129	0.1895	1.6789	auto	unbias
TRINITY_DN144025_c0_g1_i2	0.0597	0.1002	1.68	auto	unbias
TRINITY_DN135778_c0_g2_i3	0.0635	0.1066	1.6803	auto	unbias
TRINITY_DN141610_c2_g1_i5	0.0581	0.0977	1.6824	auto	unbias
TRINITY_DN122163_c0_g1_i6	0.0201	0.0338	1.6825	auto	unbias
TRINITY_DN116221_c1_g2_i2	0.031	0.0522	1.6833	auto	unbias
TRINITY_DN135097_c2_g1_i1	0.1715	0.2888	1.6837	auto	unbias
TRINITY_DN143037_c2_g1_i11	0.0925	0.156	1.6861	auto	unbias
TRINITY_DN139258_c5_g2_i1	0.028	0.0471	1.6862	auto	unbias
TRINITY_DN121615_c1_g1_i4	0.1022	0.1724	1.6862	auto	unbias
TRINITY_DN134506_c1_g2_i4	0.0287	0.0485	1.6866	auto	unbias
TRINITY_DN127762_c2_g1_i1	0.0116	0.0195	1.6868	auto	unbias
TRINITY_DN131116_c0_g1_i1	0.1064	0.1796	1.6881	auto	unbias
TRINITY_DN140765_c1_g2_i2	0.0259	0.0437	1.6886	auto	unbias
TRINITY_DN121935_c3_g1_i4	0.0398	0.0672	1.6898	auto	unbias
TRINITY_DN116254_c0_g3_i1	0.0393	0.0664	1.6899	auto	unbias
TRINITY_DN140594_c2_g2_i1	0.0175	0.0296	1.6905	auto	unbias
TRINITY_DN126174_c0_g1_i1	0.042	0.071	1.6912	auto	unbias
TRINITY_DN116970_c0_g2_i1	0.1648	0.2788	1.6914	auto	unbias
TRINITY_DN127264_c0_g3_i2	0.06	0.1015	1.6922	auto	unbias
TRINITY_DN128823_c1_g2_i2	0.0429	0.0727	1.6938	auto	unbias
TRINITY_DN139916_c4_g1_i2	0.0696	0.118	1.6942	auto	unbias
TRINITY_DN115514_c0_g2_i14	0.0418	0.0709	1.6957	auto	unbias
TRINITY_DN115916_c4_g1_i2	0.0618	0.1048	1.6957	auto	unbias
TRINITY_DN126542_c0_g5_i2	0.0201	0.0341	1.6965	auto	unbias
TRINITY_DN130728_c2_g1_i8	0.2745	0.4662	1.6979	auto	unbias
TRINITY_DN117589_c12_g1_i2	0.0483	0.082	1.6991	auto	unbias
TRINITY_DN120858_c3_g1_i4	0.0643	0.1094	1.6994	auto	unbias
TRINITY_DN123960_c10_g1_i2	0.0879	0.1494	1.7	auto	unbias
TRINITY_DN121953_c0_g1_i1	0.0254	0.0432	1.7003	auto	unbias
TRINITY_DN114801_c7_g1_i2	0.0853	0.145	1.7005	auto	unbias
TRINITY_DN137345_c0_g3_i6	0.0602	0.1025	1.7006	auto	unbias
TRINITY_DN122322_c1_g1_i1	0.1356	0.2308	1.7016	auto	unbias
TRINITY_DN113092_c0_g1_i1	0.1102	0.1875	1.7019	auto	unbias
TRINITY_DN127761_c3_g2_i6	0.098	0.1668	1.7023	auto	unbias
TRINITY_DN128181_c1_g1_i6	0.0911	0.1551	1.7024	auto	unbias
TRINITY_DN130993_c2_g1_i1	0.0488	0.0831	1.7025	auto	unbias
TRINITY_DN130937_c9_g1_i8	0.077	0.1312	1.7032	auto	unbias
TRINITY_DN128149_c0_g1_i1	0.0478	0.0814	1.7039	auto	unbias
TRINITY_DN122883_c2_g1_i2	0.024	0.041	1.7044	auto	unbias
TRINITY_DN114750_c4_g4_i1	0.0289	0.0493	1.7071	auto	unbias
TRINITY_DN140182_c5_g1_i3	0.0592	0.101	1.7072	auto	unbias
TRINITY_DN118858_c3_g2_i2	0.1259	0.215	1.708	auto	unbias
TRINITY_DN136771_c1_g2_i1	0.0654	0.1117	1.7089	auto	unbias
TRINITY_DN130294_c0_g3_i3	0.0999	0.1708	1.709	auto	unbias
TRINITY_DN131648_c1_g1_i6	0.0504	0.0862	1.7094	auto	unbias
TRINITY_DN135144_c0_g1_i2	0.1091	0.1866	1.7097	auto	unbias
TRINITY_DN143680_c5_g1_i3	0.0817	0.1397	1.71	auto	unbias
TRINITY_DN138021_c2_g1_i6	0.102	0.1744	1.7102	auto	unbias
TRINITY_DN143388_c0_g1_i1	0.0896	0.1533	1.7108	auto	unbias
TRINITY_DN114333_c0_g1_i1	0.0235	0.0402	1.7114	auto	unbias
TRINITY_DN144021_c1_g1_i1	0.0669	0.1146	1.7116	auto	unbias
TRINITY_DN117589_c12_g2_i1	0.0419	0.0718	1.7125	auto	unbias
TRINITY_DN135461_c1_g2_i1	0.0242	0.0414	1.7136	auto	unbias
TRINITY_DN137970_c1_g2_i3	0.0731	0.1253	1.7137	auto	unbias
TRINITY_DN128487_c7_g1_i1	0.053	0.0909	1.7144	auto	unbias
TRINITY_DN117805_c7_g1_i2	0.0452	0.0776	1.716	auto	unbias
TRINITY_DN141055_c6_g1_i1	0.1022	0.1754	1.7162	auto	unbias
TRINITY_DN120410_c5_g1_i2	0.0673	0.1156	1.7165	auto	unbias
TRINITY_DN121076_c4_g1_i2	0.0196	0.0337	1.7171	auto	unbias
TRINITY_DN126063_c3_g3_i2	0.0768	0.1319	1.7171	auto	unbias
TRINITY_DN133255_c3_g3_i1	0.03	0.0515	1.7182	auto	unbias
TRINITY_DN141321_c0_g1_i4	0.0874	0.1502	1.7188	auto	unbias
TRINITY_DN137039_c1_g1_i7	0.028	0.0481	1.719	auto	unbias
TRINITY_DN137205_c0_g2_i1	0.0148	0.0254	1.7193	auto	unbias
TRINITY_DN121106_c2_g2_i1	0.0746	0.1283	1.7196	auto	unbias
TRINITY_DN112433_c0_g1_i1	0.2196	0.3776	1.7199	auto	unbias
TRINITY_DN141929_c0_g1_i1	0.0649	0.1117	1.7202	auto	unbias
TRINITY_DN112550_c0_g1_i2	0.0206	0.0354	1.7207	auto	unbias
TRINITY_DN124622_c3_g1_i1	0.0486	0.0837	1.7211	auto	unbias
TRINITY_DN127894_c1_g3_i2	0.1837	0.3161	1.7211	auto	unbias
TRINITY_DN133614_c0_g1_i1	0.0223	0.0384	1.7218	auto	unbias
TRINITY_DN126607_c1_g2_i3	0.0743	0.1279	1.7223	auto	unbias
TRINITY_DN140817_c0_g1_i3	0.0584	0.1006	1.7229	auto	unbias
TRINITY_DN120328_c7_g1_i3	0.0252	0.0434	1.7232	auto	unbias
TRINITY_DN129370_c5_g1_i2	0.1251	0.2156	1.7233	auto	unbias
TRINITY_DN130562_c5_g4_i1	0.0427	0.0736	1.7236	auto	unbias
TRINITY_DN140047_c3_g1_i1	0.0864	0.149	1.7244	auto	unbias
TRINITY_DN130458_c4_g2_i4	0.063	0.1087	1.7247	auto	unbias
TRINITY_DN135518_c0_g1_i1	0.0998	0.1723	1.7259	auto	unbias
TRINITY_DN131638_c3_g3_i2	0.0978	0.1688	1.7261	auto	unbias
TRINITY_DN126514_c4_g2_i2	0.1097	0.1894	1.7262	auto	unbias
TRINITY_DN117124_c0_g1_i1	0.0414	0.0714	1.7263	auto	unbias
TRINITY_DN131212_c5_g1_i2	0.0719	0.1242	1.7268	auto	unbias
TRINITY_DN129859_c2_g1_i3	0.0424	0.0732	1.7284	auto	unbias
TRINITY_DN123543_c6_g2_i1	0.1237	0.2139	1.7291	auto	unbias
TRINITY_DN124193_c3_g4_i1	0.0276	0.0477	1.7297	auto	unbias
TRINITY_DN116768_c1_g1_i9	0.0509	0.088	1.7297	auto	unbias
TRINITY_DN137638_c1_g2_i1	0.0342	0.0591	1.7298	auto	unbias
TRINITY_DN115955_c1_g2_i8	0.0809	0.14	1.7301	auto	unbias
TRINITY_DN143827_c2_g1_i5	0.03	0.052	1.7312	auto	unbias
TRINITY_DN139112_c1_g3_i1	0.0827	0.1433	1.7321	auto	unbias
TRINITY_DN132846_c10_g2_i1	0.0208	0.0361	1.7342	auto	unbias
TRINITY_DN121077_c0_g2_i4	0.0049	0.0086	1.7343	auto	unbias
TRINITY_DN137061_c1_g1_i2	0.1214	0.2106	1.7345	auto	unbias
TRINITY_DN127957_c1_g1_i1	0.1913	0.3324	1.7373	auto	unbias
TRINITY_DN129870_c2_g1_i11	0.0602	0.1046	1.7377	auto	unbias
TRINITY_DN117713_c1_g1_i2	0.1316	0.2288	1.7379	auto	unbias
TRINITY_DN132472_c0_g1_i5	0.107	0.1859	1.7384	auto	unbias
TRINITY_DN132749_c6_g2_i2	0.0285	0.0495	1.7388	auto	unbias
TRINITY_DN140103_c4_g1_i3	0.0255	0.0443	1.7397	auto	unbias
TRINITY_DN137190_c0_g1_i3	0.0557	0.097	1.7402	auto	unbias
TRINITY_DN139964_c1_g2_i10	0.0377	0.0657	1.7403	auto	unbias
TRINITY_DN138412_c0_g5_i2	0.0846	0.1472	1.7405	auto	unbias
TRINITY_DN130983_c2_g1_i2	0.0853	0.1485	1.7407	auto	unbias
TRINITY_DN141683_c1_g1_i12	0.0353	0.0614	1.7409	auto	unbias
TRINITY_DN128919_c0_g1_i1	0.0456	0.0793	1.7411	auto	unbias
TRINITY_DN116356_c0_g1_i3	0.0442	0.0769	1.7412	auto	unbias
TRINITY_DN117468_c1_g2_i1	0.0571	0.0994	1.7417	auto	unbias
TRINITY_DN140736_c0_g1_i1	0.0366	0.0637	1.7419	auto	unbias
TRINITY_DN136563_c1_g1_i3	0.0425	0.074	1.742	auto	unbias
TRINITY_DN126865_c1_g4_i1	0.1228	0.2141	1.7432	auto	unbias
TRINITY_DN125191_c3_g1_i5	0.1049	0.183	1.7439	auto	unbias
TRINITY_DN130489_c0_g1_i1	0.1284	0.2239	1.7441	auto	unbias
TRINITY_DN138589_c0_g1_i7	0.0609	0.1063	1.7442	auto	unbias
TRINITY_DN131617_c3_g1_i4	0.0378	0.066	1.7445	auto	unbias
TRINITY_DN131826_c5_g1_i13	0.0299	0.0522	1.7446	auto	unbias
TRINITY_DN138859_c1_g3_i2	0.0313	0.0545	1.7448	auto	unbias
